tsr_master_id,line_key,line_name,location_direction,affected_area,latest_reason_raw,reason_group,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,duration_bucket
1071,JTM,Joondalup Line,Unknown,Main issues Joondalup JTMUP 25.848km to 25.960km,Turnout design,Turnout / points,2021-08-14,2022-02-19,10,0,2022-02-19,1-3 months
1177,RTMDN,Mandurah Line,Down,Down Main Rockingham RTMUP 43.067km to 42.065km,Turnout Defects,Turnout / points,2021-09-18,2021-11-27,10,0,2021-11-27,1-3 months
1281,ATMBI,Armadale Line,Bidirectional,Lawley Main Armadale - ATMBI 40.747km to 40.874km Bi-,Signalling,Signals / train control,2021-11-06,2022-02-19,10,0,2022-02-19,1-3 months
1862,FTM,Fremantle Line,Unknown,Fremantle - FTMBI 21.012km to 26.000km B- Pedestrian,Sep-11 Indefinite Robbs Jetty Directional Crossing Review,Level crossing / pedestrian crossing,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1863,MTMDN,Midland Line,Down,MTMDN 7.900km to 8.150km Down 27-Mar- Turnout defects & Bassendean,Indefinite Main 20 design issues,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1864,MTMUP,Midland Line,Up,MTMUP 8.200km to 8.100km Up Turnout design Bassendean,5-Apr-20 Indefinite Main issues,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1865,JTMUP,Joondalup Line,Up,JTMUP 25.848km to 25.960km Up Turnout design Joondalup,21-Apr-20 Indefinite Main issues,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1866,JTM,Joondalup Line,Unknown,JTMDN 25.960km to 25.848km Turnout design Joondalup,21-Apr-20 Indefinite Down Main issues,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1867,FTMUP,Fremantle Line,Up,FTMUP 9.580km Up 15-Feb- Loch St Ped Xing Karrakatta,Indefinite Main,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1868,JTMDN,Joondalup Line,Down,JTMDN 19.150 to 20.150km Down Turnout defects & Whitfords,1-Aug-20 Indefinite Main design issues,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1869,JTMUP,Joondalup Line,Up,JTMUP 20.150km to 19.150km Up 17-Sep- Turnout defects & Whitfords,Indefinite Main 21 design issues,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1870,UNCLASSIFIED,Unclassified,Down,Mount MTMDN 0.800 to 1.300km Down,27-Jul-20 Noise Mitigation,Noise mitigation,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1871,UNCLASSIFIED,Unclassified,Up,Mount MTMUP 0.717km to 1.625km Up 28-Sep-,Noise Mitigation Indefinite Lawley Main 21,Noise mitigation,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1872,ATMBI,Armadale Line,Bidirectional,Armadale - ATMBI 40.747km to 40.874km Bi-,5-Aug-21 Signalling Indefinite Mundijong Directional,Signals / train control,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1873,FTMUP,Fremantle Line,Up,FTMUP 0.160km to 0.950km Up 31-Dec- Claisebrook,Track Geometry TBC Main 20,Track geometry,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1875,UNCLASSIFIED,Unclassified,Unknown,East MTMDN 11.930km to 12.315km 18-Dec-,"design non- Indefinite, Guildford Down Main 21",Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1876,RTM,Mandurah Line,Unknown,Cockburn Geometry defect RTMDN 21.080 km to 21.250km,Jul-22,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1877,ATM,Armadale Line,Unknown,Central 1114A points Gosnells ATMUP 19.294km to 19.507,Apr-22 Track Defect,Track condition,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1878,FTM,Fremantle Line,Unknown,Shenton Structural FTMUP 6.950km to 7.170 km,8-Jul-22 TBC Park integrity,Structures / bridge,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1879,FTM,Fremantle Line,Unknown,Shenton Structural FTMDN 6.950km to 7.170 km,Jul-22 TBC Park integrity,Structures / bridge,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1880,ATM,Armadale Line,Unknown,Extreme weather Mundijong ATMBI 34.800 km to 34.900 km,23-Jul-22 TBC event,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1881,ATM,Armadale Line,Unknown,Rail Surface Kelmscott ATMDN 23.050 km to 23.400 km,Jul-22,Other / review required,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
1882,UNCLASSIFIED,Unclassified,Unknown,22 Defect Welshpool ATMUP 9.540km to 9.440km,Sep-22 Track Geometry,Track geometry,2022-10-08,2022-12-17,10,0,2022-12-17,1-3 months
3003,MTM,Midland Line,Unknown,MTMUP 8.1000km - 8.2000km,31-Jan-22 Turnout,Turnout / points,2023-11-12,2024-01-14,10,0,2024-01-14,1-3 months
4009,MTM,Midland Line,Unknown,MTMDN 13.594km - 13.695km,3-Sep-24 Turnout,Turnout / points,2024-11-24,2025-01-26,10,0,2025-01-26,1-3 months
4369,FTM,Fremantle Line,Unknown,FTMUP 18.667km - 19.958km,7-Mar-25 Track Defect,Track condition,2025-03-09,2025-06-22,10,0,2025-06-22,1-3 months
5286,FTM,Fremantle Line,Unknown,FTMUP 0.1600km - 0.281 km,27-Jun-25 Rail Surface Defect,Rail surface defect,2025-11-30,2026-02-01,10,0,2026-02-01,1-3 months
5576,CTM,City / Central Area,Unknown,CTMUP 0.948km - 1.069km,03-Feb-26 Ultrasonic Defect,Rail internal defect,2026-02-22,2026-04-26,10,0,2026-04-26,1-3 months
5778,JTM,Joondalup Line,Unknown,JTMUP 19.220km - 19.328km,27- Feb- 26 Turnout,Turnout / points,2026-04-26,2026-06-28,10,1,,1-3 months
16,FTM,Fremantle Line,Unknown,Fremantle - Robbs Jetty,September 2011,Other / review required,2018-12-01,2019-01-25,9,0,2019-01-25,1-3 months
243,JTM,Joondalup Line,Unknown,Whitfords,Rail defects,Track condition,2020-03-07,2020-05-02,9,0,2020-05-02,1-3 months
244,JTM,Joondalup Line,Unknown,Whitfords,Rail defects,Track condition,2020-03-07,2020-05-02,9,0,2020-05-02,1-3 months
512,FTM,Fremantle Line,Unknown,Fremantle - Pedestrian Crossing Section,September 2011 Indefinite Robbs Jetty Review,Other / review required,2020-09-12,2020-11-07,9,0,2020-11-07,1-3 months
513,UNCLASSIFIED,Unclassified,Up,Mundijong to 40.874km to 40.747km Up,Signalling Issues,Signals / train control,2020-09-12,2020-11-07,9,0,2020-11-07,1-3 months
635,TTM,Thornlie Line,Unknown,Thornlie Line North 18.800 to 18.920km,Turnout defects,Turnout / points,2020-12-19,2021-02-27,9,0,2021-02-27,1-3 months
637,JTMDN,Joondalup Line,Down,Down Main Whitfords 19.150 to 20.150km,01 Aug2020 Turnout defects Indefinite Down Main & turnout design,Turnout / points,2020-12-19,2021-02-27,9,0,2021-02-27,1-3 months
684,UNCLASSIFIED,Unclassified,Up,Up Main design issues City 0.990km to 1.150km,Turnout defects,Turnout / points,2021-01-23,2021-04-17,9,0,2021-04-17,1-3 months
685,UNCLASSIFIED,Unclassified,Down,Down Main City 0.875km to 1.650km,Turnout defects,Turnout / points,2021-01-23,2021-04-17,9,0,2021-04-17,1-3 months
1291,UNCLASSIFIED,Unclassified,Down,Down Main issues Karrakatta FTMUP 9.580km Up,Loch St Ped Xing Indefinite Main issues,Other / review required,2021-11-13,2022-02-19,9,0,2022-02-19,1-3 months
1297,FTMUP,Fremantle Line,Up,Mundijong Directional Claisebrook FTMUP 0.160km to 0.950km Up,Track Geometry,Track geometry,2021-11-13,2022-02-19,9,0,2022-02-19,1-3 months
2998,FTM,Fremantle Line,Unknown,FTMUP 1.4500km - 1.9300km,19-Oct-23 Points Fault End of November,Turnout / points,2023-11-12,2024-01-07,9,0,2024-01-07,1-3 months
2999,FTM,Fremantle Line,Unknown,FTMBI 19.2200km - 19.4500km,23-Oct-23 Track Geometry,Track geometry,2023-11-12,2024-01-07,9,0,2024-01-07,1-3 months
3010,JTM,Joondalup Line,Unknown,JTMDN 32.6200km - 32.7500km,25-Oct-22 Points Fault,Turnout / points,2023-11-12,2024-01-07,9,0,2024-01-07,1-3 months
3365,UNCLASSIFIED,Unclassified,Unknown,RRP Scope ATMUP 16.8200km - 17.0000km,29-Oct-21 Ballast / Formation of Work,Ballast / formation,2024-03-03,2024-05-05,9,0,2024-05-05,1-3 months
4347,MTM,Midland Line,Unknown,MTMUP 8.100km - 8.200km,30-Jan-24 Turnout,Turnout / points,2025-03-02,2025-04-27,9,0,2025-04-27,1-3 months
4741,FTM,Fremantle Line,Unknown,FTMDN 19.750km - 19.390km,18-Jun-25 Track Defect,Track condition,2025-06-22,2025-08-17,9,0,2025-08-17,1-3 months
5785,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 40.747km -,05-Aug-21 Signals,Signals / train control,2026-05-03,2026-06-28,9,1,,1-3 months
152,JTM,Joondalup Line,Unknown,Whitfords,Rail defects,Track condition,2019-11-16,2020-01-04,8,0,2020-01-04,1-3 months
3285,FTM,Fremantle Line,Unknown,FTMUP 14.8800km - 15.2780km,09-Jan-24 Track Geometry,Track geometry,2024-02-11,2024-04-14,8,0,2024-04-14,1-3 months
3364,JTM,Joondalup Line,Unknown,JTMUP 0.8350km - 0.9070km,08-Feb-24 Points Fault,Turnout / points,2024-03-03,2024-04-28,8,0,2024-04-28,1-3 months
3617,UNCLASSIFIED,Unclassified,Unknown,Damage FTMDN 6.950km - 7.170km,21-Mar-24 Structural Integrity,Structures / bridge,2024-06-16,2024-08-04,8,0,2024-08-04,1-3 months
4366,FTM,Fremantle Line,Unknown,FTMUP 20.767km - 21.150km,7-Mar-25 Rail Internal Defect,Rail internal defect,2025-03-09,2025-06-01,8,0,2025-06-01,1-3 months
4906,CTM,City / Central Area,Unknown,CTMDN 1.872km - 1.872km,28-Jul-25 Turnout,Turnout / points,2025-08-10,2025-11-02,8,0,2025-11-02,1-3 months
5237,FTM,Fremantle Line,Unknown,FTMDN 19.039km - 19.750km,12-Aug-25 Rail Surface Defect,Rail surface defect,2025-11-16,2026-01-04,8,0,2026-01-04,1-3 months
31,FTM,Fremantle Line,Unknown,Fremantle - Robbs Section,Pedestrian,Level crossing / pedestrian crossing,2019-03-30,2019-05-25,7,0,2019-05-25,1-3 months
32,JTM,Joondalup Line,Unknown,2.4 Leederville- Stirling 65 to 2.780 2.4 Leederville- Stirling 65 to 2.780,Sleeper Co,Track condition,2019-03-30,2019-05-25,7,0,2019-05-25,1-3 months
90,FTM,Fremantle Line,Unknown,Fremantle - Robbs Pedestrian Crossing TBA Section,Jetty Review,Other / review required,2019-08-24,2019-10-05,7,0,2019-10-05,1-3 months
91,JTM,Joondalup Line,Unknown,Leederville 2.465 to 2.780 Sleeper Condition on 17th October,Stirling Down Main Vincent St Bridge 2019,Structures / bridge,2019-08-24,2019-10-05,7,0,2019-10-05,1-3 months
92,JTM,Joondalup Line,Yard,Across 37 & 38 2nd October Nowergup Yard,Points points in yard 2019,Turnout / points,2019-08-24,2019-10-05,7,0,2019-10-05,1-3 months
94,ATM,Armadale Line,Unknown,Gosnells to 19.300 to 6th November,Rail defects Maddington 19.000km Up Main 2019,Track condition,2019-08-24,2019-10-05,7,0,2019-10-05,1-3 months
95,ATM,Armadale Line,Unknown,25.975 to 27th August Kelmscott to Challis 25.975 to 27th August Kelmscott to Challis,Rail defects 26.140km Up Main 2019,Track condition,2019-08-24,2019-10-05,7,0,2019-10-05,1-3 months
188,JTM,Joondalup Line,Unknown,Whitfords,Rail defects,Track condition,2020-01-11,2020-02-22,7,0,2020-02-22,1-3 months
225,MTM,Midland Line,Unknown,Bassendean,Internal Rail Defects,Rail internal defect,2020-02-22,2020-04-04,7,0,2020-04-04,1-3 months
245,JTM,Joondalup Line,Unknown,Joondalup to Edgewater,Track defects,Track condition,2020-03-07,2020-04-18,7,0,2020-04-18,1-3 months
713,FTMDN,Fremantle Line,Down,Fremantle Down Main Mount 0.800 to 1.300km,Excessive Noise,Noise mitigation,2021-02-06,2021-04-17,7,0,2021-04-17,1-3 months
870,UNCLASSIFIED,Unclassified,Up,Up Main design issues Claisebrook 0.990km to 1.150km,Track Geometry,Track geometry,2021-05-15,2021-07-03,7,0,2021-07-03,1-3 months
871,UNCLASSIFIED,Unclassified,Down,City Down Main Claisebrook 0.875km to 1.650km,Track Geometry,Track geometry,2021-05-15,2021-07-03,7,0,2021-07-03,1-3 months
874,UNCLASSIFIED,Unclassified,Unknown,Main Works Denny Ave 24.560km to 25.140km,Track Project,Track condition,2021-05-15,2021-07-03,7,0,2021-07-03,1-3 months
875,ATMUP,Armadale Line,Up,Armadale Up Main Works Denny Ave 24.560km to 25.540km,Track Project,Track condition,2021-05-15,2021-07-03,7,0,2021-07-03,1-3 months
876,ATMDN,Armadale Line,Down,Armadale Down Main Works Abernethy 36.734km to 36.834km,Track Project,Track condition,2021-05-15,2021-07-03,7,0,2021-07-03,1-3 months
1003,FTM,Fremantle Line,Unknown,Railway (km) Speed Imposed Restriction Cancelled Fremantle - Section,Sept 2011 Pedestrian Crossing Indefinite Robbs Jetty Review,Level crossing / pedestrian crossing,2021-07-24,2021-09-11,7,0,2021-09-11,1-3 months
1008,JTMDN,Joondalup Line,Down,Down Main Joondalup 25.960km to 25.848km Up,Turnout design issues,Turnout / points,2021-07-24,2021-09-11,7,0,2021-09-11,1-3 months
1019,ATMUP,Armadale Line,Up,Armadale Line Up Main Claisebrook 0.735km to 0.275km,Rail Internal &,Rail internal defect,2021-07-24,2021-09-04,7,0,2021-09-04,1-3 months
1157,ATMBI,Armadale Line,Bidirectional,Rd Armadale Bi-di Line Works Cockburn 21.142km to 21.242km,Rail Internal Defect,Rail internal defect,2021-09-11,2021-10-30,7,0,2021-10-30,1-3 months
1158,ATMDN,Armadale Line,Down,Mandurah Down Main Armadale 29.350km to 29.710km,Contaminated TBC Mundijong Armadale Bi-Directional Railhead,Track condition,2021-09-11,2021-10-30,7,0,2021-10-30,1-3 months
2809,MDM,Mandurah Line,Unknown,MDMDN 0.6600km to 1.3000km,4-Aug-23 Track Geometry,Track geometry,2023-09-03,2023-10-15,7,0,2023-10-15,1-3 months
3068,FTM,Fremantle Line,Unknown,FTMUP 14.8800km - 15.2780km,29-Nov-23 Track Geometry,Track geometry,2023-12-03,2024-01-14,7,0,2024-01-14,1-3 months
3334,FTM,Fremantle Line,Unknown,24/04/2024 FTMUP 20.7650km - 20.8500km,14-Feb-24 Points Fault,Turnout / points,2024-02-25,2024-04-21,7,0,2024-04-21,1-3 months
3481,UNCLASSIFIED,Unclassified,Unknown,Curve Wear & RCF FTMUP 14.8800km - 15.2780km,09-Jan,Other / review required,2024-04-21,2024-06-02,7,0,2024-06-02,1-3 months
4041,JTM,Joondalup Line,Unknown,JTMUP 2.167km - 2.709,20-Nov-24 Rail Surface Defect,Rail surface defect,2024-12-01,2025-01-12,7,0,2025-01-12,1-3 months
4438,JTM,Joondalup Line,Unknown,JTMDN 19.150km - 20.150km,03-Jun-21 Permanent TSR,Other / review required,2025-03-30,2025-05-11,7,0,2025-05-11,1-3 months
5262,FTM,Fremantle Line,Unknown,FTMUP 19.440km - 19.793km,15-Nov-25 Rail Surface Defect,Rail surface defect,2025-11-23,2026-01-04,7,0,2026-01-04,1-3 months
5786,CTM,City / Central Area,Unknown,40.874km CTMUP 0.948km - 1.069km 40.874km CTMUP 0.948km - 1.069km,03-Feb-26 Ultrasonic Defect,Rail internal defect,2026-05-03,2026-06-14,7,0,2026-06-14,1-3 months
391,RTM,Mandurah Line,Unknown,Rockingham,Rail Defects,Track condition,2020-06-20,2020-08-01,6,0,2020-08-01,1-3 months
677,ATMUP,Armadale Line,Up,Up Main issues Beckenham 12.725km to 12.955km,Points Defect,Turnout / points,2021-01-23,2021-02-27,6,0,2021-02-27,1-3 months
775,FTM,Fremantle Line,Unknown,Main Works Claremont 10.890km to 12.503km,Track Project,Track condition,2021-04-06,2021-05-08,6,0,2021-05-08,1-3 months
776,FTMUP,Fremantle Line,Up,Fremantle Up Main Works Claremont 10.890km to 12.503km,Track Project,Track condition,2021-04-06,2021-05-08,6,0,2021-05-08,1-3 months
1013,FTMUP,Fremantle Line,Up,Fremantle Up Main Karrakatta 9.580km Fremantle Up,Track Project Works,Track condition,2021-07-24,2021-09-04,6,0,2021-09-04,1-3 months
1017,RTMBI,Mandurah Line,Bidirectional,Thornlie Bi-directional Cockburn 21.142km to 21.242km,Rail Internal Defect,Rail internal defect,2021-07-24,2021-09-04,6,0,2021-09-04,1-3 months
1165,MTMUP,Midland Line,Up,design issues Bassendean 8.200km to 8.100km Up Main,Turnout design,Turnout / points,2021-09-18,2021-10-30,6,0,2021-10-30,1-3 months
1172,FTMUP,Fremantle Line,Up,Up Main Karrakatta 9.580km Fremantle Up Main,Due to Loch St Ped Indefinite Xing issues,Other / review required,2021-09-18,2021-10-30,6,0,2021-10-30,1-3 months
1284,JTMUP,Joondalup Line,Up,Up Main Warwick JTMDN 13.350km to 13.460km,Track Geometry,Track geometry,2021-11-06,2021-12-25,6,0,2021-12-25,1-3 months
1461,MTMDN,Midland Line,Down,Down Main design issues Bassendean MTMUP 8.200km to 8.100km,Turnout design,Turnout / points,2022-02-26,2022-04-09,6,0,2022-04-09,1-3 months
1466,JTMDN,Joondalup Line,Down,Down Main design issues Whitfords JTMUP 20.150km to 19.150km,Turnout defects &,Turnout / points,2022-02-26,2022-04-09,6,0,2022-04-09,1-3 months
1468,UNCLASSIFIED,Unclassified,Down,Lawley Down Main Mount MTMUP 0.717km to 1.625km,Noise Mitigation,Noise mitigation,2022-02-26,2022-04-09,6,0,2022-04-09,1-3 months
1474,UNCLASSIFIED,Unclassified,Up,Up Main City West FTMUP 3.600km to 3.760km,Facilities - City West TBC Up Main Platform deformation,Ballast / formation,2022-02-26,2022-04-09,6,0,2022-04-09,1-3 months
2189,FTM,Fremantle Line,Unknown,FTMUP 17.4700km to 18.0500km,23-Jan-23 N/A,Other / review required,2023-01-28,2023-03-04,6,0,2023-03-04,1-3 months
3221,FTM,Fremantle Line,Unknown,FTMDM 4.8900km - 5.3200km,11-Jan-24 Points Fault,Turnout / points,2024-01-21,2024-02-25,6,0,2024-02-25,1-3 months
3348,FTM,Fremantle Line,Unknown,FTMUP 0.1600km - 0.6700km,27-Oct-22 Structural Integrity TBD by Civil,Structures / bridge,2024-03-03,2024-04-14,6,0,2024-04-14,1-3 months
3596,UNCLASSIFIED,Unclassified,Unknown,Curve Wear & RCF FTMUP 14.8800km - 15.2780km,09-Jan,Other / review required,2024-06-09,2024-07-14,6,0,2024-07-14,1-3 months
3857,FTM,Fremantle Line,Unknown,FTMDN 6.800KM - 7.170km,3-Sep-24 Structural integrity,Structures / bridge,2024-09-08,2024-10-13,6,0,2024-10-13,1-3 months
3860,FTM,Fremantle Line,Unknown,FTMUP 4.878km - 5.436km,4-Sep-24 Rail Surface Defect,Rail surface defect,2024-09-08,2024-10-13,6,0,2024-10-13,1-3 months
3866,MTM,Midland Line,Unknown,MTMDN 13.594km - 13.695km,3-Sep-24 Turnout 26/10/2024,Turnout / points,2024-09-08,2024-10-13,6,0,2024-10-13,1-3 months
5363,JTM,Joondalup Line,Unknown,JTMUP 27.000 - 27.390km,19-Dec-25 Ballast/Formation,Ballast / formation,2025-12-21,2026-01-25,6,0,2026-01-25,1-3 months
45,FTM,Fremantle Line,Unknown,Fremantle - Robbs Section,Pedestrian Crossing,Level crossing / pedestrian crossing,2019-06-15,2019-07-13,5,0,2019-07-13,1-3 months
46,JTM,Joondalup Line,Unknown,Leederville 2.4 65 to 2.780,Sleeper Condition on 27th July,Track condition,2019-06-15,2019-07-13,5,0,2019-07-13,1-3 months
47,JTM,Joondalup Line,Unknown,Joondalup 22.9 42 to 23.184,19th Rail Defect July,Track condition,2019-06-15,2019-07-13,5,0,2019-07-13,1-3 months
48,FTM,Fremantle Line,Unknown,Fremantle 8.2 68 to 8.516,30th Rail Defect June,Track condition,2019-06-15,2019-07-13,5,0,2019-07-13,1-3 months
150,JTM,Joondalup Line,Unknown,Leederville to Glendalough,Track condition,Track condition,2019-11-16,2019-12-14,5,0,2019-12-14,1-3 months
151,ATM,Armadale Line,Unknown,Kelmscott to Challis,Rail defects,Track condition,2019-11-16,2019-12-14,5,0,2019-12-14,1-3 months
230,RTM,Mandurah Line,Unknown,Warnbro to Rockingham,Rail wear/ flanging,Track condition,2020-02-29,2020-04-04,5,0,2020-04-04,1-3 months
276,JTM,Joondalup Line,Unknown,Joondalup,Track defects,Track condition,2020-03-28,2020-04-25,5,0,2020-04-25,1-3 months
460,ATMDN,Armadale Line,Down,9.450 to 9.550km Down Queens Park 9.450 to 9.550km Down Queens Park,Track Defects,Track condition,2020-08-08,2020-10-03,5,0,2020-10-03,1-3 months
636,FTMDN,Fremantle Line,Down,Fremantle Down Main Mount Lawley 0.900 to 1.300km,Excessive Noise,Noise mitigation,2020-12-19,2021-01-30,5,0,2021-01-30,1-3 months
640,ATMUP,Armadale Line,Up,Up Main Armadale 19.900km to 20.100km,Track Defect,Track condition,2020-12-19,2021-01-30,5,0,2021-01-30,1-3 months
777,FTMDN,Fremantle Line,Down,Fremantle Down Main Works Denny Ave 24.700km to 25.140km,Track Project,Track condition,2021-04-06,2021-05-01,5,0,2021-05-01,1-3 months
778,ATMUP,Armadale Line,Up,Armadale Up Main Works Denny Ave 24.700km to 25.140km,Track Project,Track condition,2021-04-06,2021-05-01,5,0,2021-05-01,1-3 months
1171,FTM,Fremantle Line,Unknown,design issues Claisebrook 0.850km to 0.950km Fremantle,Track Geometry,Track geometry,2021-09-18,2021-10-30,5,0,2021-10-30,1-3 months
1306,MTMUP,Midland Line,Up,Up Main Ashfield MTMUP 7.007km to 7.158km,Track Geometry Pending,Track geometry,2021-11-13,2021-12-25,5,0,2021-12-25,1-3 months
1459,FTM,Fremantle Line,Unknown,Railway Speed Imposed Restriction Cancelled Fremantle - FTMBI 21.012km to 26.000km,Sept 2011 Pedestrian Crossing Indefinite Robbs Jetty B-Directional Review,Level crossing / pedestrian crossing,2022-02-26,2022-04-02,5,0,2022-04-02,1-3 months
1472,JTMBI,Joondalup Line,Bidirectional,Rd Bi-Directional Warwick JTMDN 13.350km to 13.460km,Track Geometry,Track geometry,2022-02-26,2022-04-02,5,0,2022-04-02,1-3 months
1477,ATMDN,Armadale Line,Down,Central Down Main 1112A/1114A Armadale - ATMBI 34.18 to 34 34.28,Rail ultrasonic defect,Rail internal defect,2022-02-26,2022-04-02,5,0,2022-04-02,1-3 months
2072,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Restriction Cancelled FTMBI 21.012km to 26.000km,Sep-11 Pedestrian Crossing Issue,Level crossing / pedestrian crossing,2022-12-24,2023-01-22,5,0,2023-01-22,1-3 months
2086,ATM,Armadale Line,Unknown,ATMBI 34.8000km to 34.9000km,23-Jul-22 Extreme weather event,Other / review required,2022-12-24,2023-01-22,5,0,2023-01-22,1-3 months
2088,ATM,Armadale Line,Unknown,ATMUP 9.5400km to 9.4400km,9-Sep-22 Ballast / Formation,Ballast / formation,2022-12-24,2023-01-22,5,0,2023-01-22,1-3 months
2091,MTM,Midland Line,Unknown,MTMDN 11.9300km to 13.2000km,29-Oct-22 Track Geometry,Track geometry,2022-12-24,2023-01-22,5,0,2023-01-22,1-3 months
3677,FTM,Fremantle Line,Unknown,FTMDN 1.190km - 1.090km,28-Jun-24 Miscellaneous,Other / review required,2024-07-07,2024-08-04,5,0,2024-08-04,1-3 months
4444,RTM,Mandurah Line,Unknown,RTMUP 43.332km - 43.472km,21-Feb-25 Rail Internal Defect,Rail internal defect,2025-03-30,2025-04-27,5,0,2025-04-27,1-3 months
4479,UNCLASSIFIED,Unclassified,Unknown,Beyond Service 40.747km - 40.874km N/A,5-Aug-21 Signals,Signals / train control,2025-04-13,2025-05-11,5,0,2025-05-11,1-3 months
4764,ATM,Armadale Line,Unknown,ATMUP 10.000km - 11.043km,29- May-25 Weld Defect,New rail / weld,2025-06-29,2025-07-27,5,0,2025-07-27,1-3 months
5051,MTM,Midland Line,Unknown,MTMUP 13.225km - 13.610km,22-Sep-25 New Rail,New rail / weld,2025-09-28,2025-10-26,5,0,2025-10-26,1-3 months
5231,JTM,Joondalup Line,Unknown,JTMDN 2.227km - 2.462km,09-Nov-25 Rail Internal Defect,Rail internal defect,2025-11-16,2025-12-14,5,0,2025-12-14,1-3 months
5309,JTM,Joondalup Line,Unknown,JTMDN 25.630km- 25.960km,21-Nov-25 Ultrasonic Defect,Rail internal defect,2025-12-07,2026-01-25,5,0,2026-01-25,1-3 months
5573,RTM,Mandurah Line,Unknown,RTMDN 37.550km - 37.650km,11-Feb-26 Earthworks Compromised,Ballast / formation,2026-02-15,2026-03-15,5,0,2026-03-15,1-3 months
5765,FTM,Fremantle Line,Unknown,FTMUP 14.510km - 14.670km,21-Nov-25 Rail Surface Defect,Rail surface defect,2026-04-19,2026-05-17,5,0,2026-05-17,1-3 months
71,JTM,Joondalup Line,Yard,Nowergup Yard Across 37 & 38,Points,Turnout / points,2019-07-20,2019-08-10,4,0,2019-08-10,2-4 weeks
93,ATM,Armadale Line,Unknown,14.270 to 12th September Kenwick Station 14.270 to 12th September Kenwick Station,Rail defect 14.460km Down 2019,Track condition,2019-08-24,2019-09-14,4,0,2019-09-14,2-4 weeks
201,RTM,Mandurah Line,Unknown,Warnbro to Rockingham,Rail wear/ flanging,Track condition,2020-02-01,2020-02-22,4,0,2020-02-22,2-4 weeks
298,JTM,Joondalup Line,Unknown,Leederville,Rail Defect,Track condition,2020-04-11,2020-05-02,4,0,2020-05-02,2-4 weeks
413,RTM,Mandurah Line,Unknown,Cockburn,1114A pts multiple rail defects,Track condition,2020-07-11,2020-08-01,4,0,2020-08-01,2-4 weeks
465,JTM,Joondalup Line,Unknown,Joondalup Main,21 A pril 2020 Tur nout design issues,Other / review required,2020-08-15,2020-08-22,4,0,2020-08-22,2-4 weeks
491,JTM,Joondalup Line,Unknown,Joondalup,April 2020 Turnout de sign iss ues,Turnout / points,2020-08-29,2020-09-05,4,0,2020-09-05,2-4 weeks
1015,ATMBI,Armadale Line,Bidirectional,Armadale Bi-di Line Cockburn 21.270km to 21.170km,Rail Internal Defect,Rail internal defect,2021-07-24,2021-08-21,4,0,2021-08-21,2-4 weeks
1016,RTMUP,Mandurah Line,Up,Mandurah Up Main Thornlie 2.350km to 2.500km,Rail Surface Defect,Rail surface defect,2021-07-24,2021-08-21,4,0,2021-08-21,2-4 weeks
1018,RTMUP,Mandurah Line,Up,Mandurah Up Main Welshpool 8.400km to 8.200km,Rail Internal Defect,Rail internal defect,2021-07-24,2021-08-21,4,0,2021-08-21,2-4 weeks
1020,MTMUP,Midland Line,Up,Armadale Line Up Main Geometry Defects Midland 13.389km to 13.489km,Rail Internal Defect,Rail internal defect,2021-07-24,2021-08-21,4,0,2021-08-21,2-4 weeks
1022,MTM,Midland Line,Unknown,Mundijong Directional Railhead Guildford MTMDN 10.250km to 10.350km,Geometry Defects,Track geometry,2021-07-24,2021-11-27,4,0,2021-11-27,2-4 weeks
1285,ATMDN,Armadale Line,Down,Down Main Gosnells ATMUP 19.314km to 19.550km,Track Geometry,Track geometry,2021-11-06,2021-11-27,4,0,2021-11-27,2-4 weeks
1398,MTMUP,Midland Line,Up,Up Main Ashfield MTMDN 6.700km to 7.100km,Track Defects Pending,Track condition,2022-01-29,2022-02-19,4,0,2022-02-19,2-4 weeks
