notice_date,year,month,year_month,line_key,line_name,location_direction,notice_tsr_count,distinct_tsr_count
2023-08-11,2023,08,2023-08,FTM,Fremantle Line,Unknown,5,4
2023-08-11,2023,08,2023-08,JTM,Joondalup Line,Unknown,3,3
2023-08-11,2023,08,2023-08,MTM,Midland Line,Unknown,7,7
2023-08-11,2023,08,2023-08,RTM,Mandurah Line,Unknown,1,1
2023-08-11,2023,08,2023-08,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-08-18,2023,08,2023-08,ATM,Armadale Line,Unknown,4,4
2023-08-18,2023,08,2023-08,FTM,Fremantle Line,Unknown,5,4
2023-08-18,2023,08,2023-08,JTM,Joondalup Line,Unknown,3,3
2023-08-18,2023,08,2023-08,MTM,Midland Line,Unknown,7,7
2023-08-18,2023,08,2023-08,RTM,Mandurah Line,Unknown,1,1
2023-08-18,2023,08,2023-08,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-08-25,2023,08,2023-08,ATM,Armadale Line,Unknown,4,4
2023-08-25,2023,08,2023-08,FTM,Fremantle Line,Unknown,5,4
2023-08-25,2023,08,2023-08,JTM,Joondalup Line,Unknown,3,3
2023-08-25,2023,08,2023-08,MTM,Midland Line,Unknown,7,7
2023-08-25,2023,08,2023-08,RTM,Mandurah Line,Unknown,1,1
2023-08-25,2023,08,2023-08,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-09-03,2023,09,2023-09,ATM,Armadale Line,Unknown,4,4
2023-09-03,2023,09,2023-09,FTM,Fremantle Line,Unknown,4,3
2023-09-03,2023,09,2023-09,JTM,Joondalup Line,Unknown,3,3
2023-09-03,2023,09,2023-09,MDM,Mandurah Line,Unknown,1,1
2023-09-03,2023,09,2023-09,MTM,Midland Line,Unknown,7,7
2023-09-03,2023,09,2023-09,RTM,Mandurah Line,Unknown,1,1
2023-09-03,2023,09,2023-09,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-09-10,2023,09,2023-09,ATM,Armadale Line,Unknown,4,4
2023-09-10,2023,09,2023-09,FTM,Fremantle Line,Unknown,4,3
2023-09-10,2023,09,2023-09,JTM,Joondalup Line,Unknown,3,3
2023-09-10,2023,09,2023-09,MDM,Mandurah Line,Unknown,1,1
2023-09-10,2023,09,2023-09,MTM,Midland Line,Unknown,7,7
2023-09-10,2023,09,2023-09,RTM,Mandurah Line,Unknown,1,1
2023-09-10,2023,09,2023-09,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-09-17,2023,09,2023-09,ATM,Armadale Line,Unknown,4,4
2023-09-17,2023,09,2023-09,FTM,Fremantle Line,Unknown,4,3
2023-09-17,2023,09,2023-09,JTM,Joondalup Line,Unknown,3,3
2023-09-17,2023,09,2023-09,MDM,Mandurah Line,Unknown,1,1
2023-09-17,2023,09,2023-09,MTM,Midland Line,Unknown,7,7
2023-09-17,2023,09,2023-09,RTM,Mandurah Line,Unknown,1,1
2023-09-17,2023,09,2023-09,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-09-24,2023,09,2023-09,ATM,Armadale Line,Unknown,4,4
2023-09-24,2023,09,2023-09,FTM,Fremantle Line,Unknown,4,3
2023-09-24,2023,09,2023-09,JTM,Joondalup Line,Unknown,3,3
2023-09-24,2023,09,2023-09,MDM,Mandurah Line,Unknown,1,1
2023-09-24,2023,09,2023-09,MTM,Midland Line,Unknown,7,7
2023-09-24,2023,09,2023-09,RTM,Mandurah Line,Unknown,1,1
2023-09-24,2023,09,2023-09,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-10-01,2023,10,2023-10,ATM,Armadale Line,Unknown,4,4
2023-10-01,2023,10,2023-10,FTM,Fremantle Line,Unknown,4,3
2023-10-01,2023,10,2023-10,JTM,Joondalup Line,Unknown,3,3
2023-10-01,2023,10,2023-10,MDM,Mandurah Line,Unknown,1,1
2023-10-01,2023,10,2023-10,MTM,Midland Line,Unknown,7,7
2023-10-01,2023,10,2023-10,RTM,Mandurah Line,Unknown,1,1
2023-10-01,2023,10,2023-10,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-10-08,2023,10,2023-10,ATM,Armadale Line,Unknown,3,3
2023-10-08,2023,10,2023-10,FTM,Fremantle Line,Unknown,4,3
2023-10-08,2023,10,2023-10,JTM,Joondalup Line,Unknown,3,3
2023-10-08,2023,10,2023-10,MDM,Mandurah Line,Unknown,1,1
2023-10-08,2023,10,2023-10,MTM,Midland Line,Unknown,5,5
2023-10-08,2023,10,2023-10,RTM,Mandurah Line,Unknown,1,1
2023-10-08,2023,10,2023-10,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-10-15,2023,10,2023-10,ATM,Armadale Line,Unknown,3,3
2023-10-15,2023,10,2023-10,CP,City / Central Area,Unknown,1,1
2023-10-15,2023,10,2023-10,FTM,Fremantle Line,Unknown,4,3
2023-10-15,2023,10,2023-10,JTM,Joondalup Line,Unknown,3,3
2023-10-15,2023,10,2023-10,MDM,Mandurah Line,Unknown,1,1
2023-10-15,2023,10,2023-10,MTM,Midland Line,Unknown,5,5
2023-10-15,2023,10,2023-10,RTM,Mandurah Line,Unknown,1,1
2023-10-15,2023,10,2023-10,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-10-22,2023,10,2023-10,ATM,Armadale Line,Unknown,4,4
2023-10-22,2023,10,2023-10,FTM,Fremantle Line,Unknown,5,4
2023-10-22,2023,10,2023-10,JTM,Joondalup Line,Unknown,3,3
2023-10-22,2023,10,2023-10,MTM,Midland Line,Unknown,6,6
2023-10-22,2023,10,2023-10,RTM,Mandurah Line,Unknown,1,1
2023-10-22,2023,10,2023-10,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-10-29,2023,10,2023-10,ATM,Armadale Line,Unknown,4,4
2023-10-29,2023,10,2023-10,CP,City / Central Area,Unknown,1,1
2023-10-29,2023,10,2023-10,FTM,Fremantle Line,Unknown,5,4
2023-10-29,2023,10,2023-10,JTM,Joondalup Line,Unknown,3,3
2023-10-29,2023,10,2023-10,MTM,Midland Line,Unknown,6,6
2023-10-29,2023,10,2023-10,RTM,Mandurah Line,Unknown,1,1
2023-10-29,2023,10,2023-10,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-11-05,2023,11,2023-11,ATM,Armadale Line,Unknown,4,4
2023-11-05,2023,11,2023-11,CP,City / Central Area,Unknown,1,1
2023-11-05,2023,11,2023-11,FTM,Fremantle Line,Unknown,5,4
2023-11-05,2023,11,2023-11,JTM,Joondalup Line,Unknown,3,3
2023-11-05,2023,11,2023-11,MTM,Midland Line,Unknown,6,6
2023-11-05,2023,11,2023-11,RTM,Mandurah Line,Unknown,1,1
2023-11-05,2023,11,2023-11,UNCLASSIFIED,Unclassified,Unknown,1,1
2023-11-12,2023,11,2023-11,ATM,Armadale Line,Unknown,3,3
2023-11-12,2023,11,2023-11,FTM,Fremantle Line,Unknown,7,6
2023-11-12,2023,11,2023-11,JTM,Joondalup Line,Unknown,4,4
2023-11-12,2023,11,2023-11,MTM,Midland Line,Unknown,6,6
2023-11-12,2023,11,2023-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-11-19,2023,11,2023-11,ATM,Armadale Line,Unknown,3,3
2023-11-19,2023,11,2023-11,FTM,Fremantle Line,Unknown,7,6
2023-11-19,2023,11,2023-11,JTM,Joondalup Line,Unknown,4,4
2023-11-19,2023,11,2023-11,MTM,Midland Line,Unknown,6,6
2023-11-19,2023,11,2023-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-11-26,2023,11,2023-11,ATM,Armadale Line,Unknown,3,3
2023-11-26,2023,11,2023-11,FTM,Fremantle Line,Unknown,7,6
2023-11-26,2023,11,2023-11,JTM,Joondalup Line,Unknown,4,4
2023-11-26,2023,11,2023-11,MTM,Midland Line,Unknown,6,6
2023-11-26,2023,11,2023-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-12-03,2023,12,2023-12,ATM,Armadale Line,Unknown,2,2
2023-12-03,2023,12,2023-12,FTM,Fremantle Line,Unknown,8,7
2023-12-03,2023,12,2023-12,JTM,Joondalup Line,Unknown,4,4
2023-12-03,2023,12,2023-12,MTM,Midland Line,Unknown,6,6
2023-12-03,2023,12,2023-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-12-10,2023,12,2023-12,ATM,Armadale Line,Unknown,2,2
2023-12-10,2023,12,2023-12,FTM,Fremantle Line,Unknown,8,7
2023-12-10,2023,12,2023-12,JTM,Joondalup Line,Unknown,4,4
2023-12-10,2023,12,2023-12,MTM,Midland Line,Unknown,6,6
2023-12-10,2023,12,2023-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-12-17,2023,12,2023-12,ATM,Armadale Line,Unknown,2,2
2023-12-17,2023,12,2023-12,FTM,Fremantle Line,Unknown,8,7
2023-12-17,2023,12,2023-12,JTM,Joondalup Line,Unknown,4,4
2023-12-17,2023,12,2023-12,MTM,Midland Line,Unknown,6,6
2023-12-17,2023,12,2023-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-12-24,2023,12,2023-12,ATM,Armadale Line,Unknown,2,2
2023-12-24,2023,12,2023-12,FTM,Fremantle Line,Unknown,8,7
2023-12-24,2023,12,2023-12,JTM,Joondalup Line,Unknown,4,4
2023-12-24,2023,12,2023-12,MTM,Midland Line,Unknown,6,6
2023-12-24,2023,12,2023-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2023-12-31,2023,12,2023-12,ATM,Armadale Line,Unknown,2,2
2023-12-31,2023,12,2023-12,FTM,Fremantle Line,Unknown,8,7
2023-12-31,2023,12,2023-12,JTM,Joondalup Line,Unknown,4,4
2023-12-31,2023,12,2023-12,MTM,Midland Line,Unknown,6,6
2023-12-31,2023,12,2023-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2024-01-07,2024,01,2024-01,ATM,Armadale Line,Unknown,2,2
2024-01-07,2024,01,2024-01,FTM,Fremantle Line,Unknown,8,7
2024-01-07,2024,01,2024-01,JTM,Joondalup Line,Unknown,4,4
2024-01-07,2024,01,2024-01,MTM,Midland Line,Unknown,6,6
2024-01-07,2024,01,2024-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2024-01-14,2024,01,2024-01,ATM,Armadale Line,Unknown,1,1
2024-01-14,2024,01,2024-01,FTM,Fremantle Line,Unknown,10,10
2024-01-14,2024,01,2024-01,JTM,Joondalup Line,Unknown,3,3
2024-01-14,2024,01,2024-01,MTM,Midland Line,Unknown,6,6
2024-01-14,2024,01,2024-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2024-01-21,2024,01,2024-01,ATM,Armadale Line,Unknown,2,2
2024-01-21,2024,01,2024-01,FTM,Fremantle Line,Unknown,9,9
2024-01-21,2024,01,2024-01,JTM,Joondalup Line,Unknown,3,3
2024-01-21,2024,01,2024-01,MTM,Midland Line,Unknown,6,6
2024-01-21,2024,01,2024-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2024-01-28,2024,01,2024-01,FTM,Fremantle Line,Unknown,7,7
2024-01-28,2024,01,2024-01,JTM,Joondalup Line,Unknown,3,3
2024-01-28,2024,01,2024-01,MTM,Midland Line,Unknown,6,6
2024-01-28,2024,01,2024-01,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-02-04,2024,02,2024-02,FTM,Fremantle Line,Unknown,7,7
2024-02-04,2024,02,2024-02,JTM,Joondalup Line,Unknown,5,5
2024-02-04,2024,02,2024-02,MTM,Midland Line,Unknown,5,5
2024-02-04,2024,02,2024-02,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-02-11,2024,02,2024-02,FTM,Fremantle Line,Unknown,8,8
2024-02-11,2024,02,2024-02,JTM,Joondalup Line,Unknown,4,4
2024-02-11,2024,02,2024-02,MTM,Midland Line,Unknown,5,5
2024-02-11,2024,02,2024-02,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-02-18,2024,02,2024-02,FTM,Fremantle Line,Unknown,8,8
2024-02-18,2024,02,2024-02,JTM,Joondalup Line,Unknown,4,4
2024-02-18,2024,02,2024-02,MTM,Midland Line,Unknown,5,5
2024-02-18,2024,02,2024-02,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-02-25,2024,02,2024-02,FTM,Fremantle Line,Unknown,9,9
2024-02-25,2024,02,2024-02,JTM,Joondalup Line,Unknown,3,3
2024-02-25,2024,02,2024-02,MTM,Midland Line,Unknown,7,7
2024-02-25,2024,02,2024-02,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-03-03,2024,03,2024-03,FTM,Fremantle Line,Unknown,8,8
2024-03-03,2024,03,2024-03,JTM,Joondalup Line,Unknown,4,4
2024-03-03,2024,03,2024-03,MTM,Midland Line,Unknown,6,6
2024-03-03,2024,03,2024-03,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-03-10,2024,03,2024-03,FTM,Fremantle Line,Unknown,9,9
2024-03-10,2024,03,2024-03,JTM,Joondalup Line,Unknown,4,4
2024-03-10,2024,03,2024-03,MTM,Midland Line,Unknown,6,6
2024-03-10,2024,03,2024-03,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-03-17,2024,03,2024-03,FTM,Fremantle Line,Unknown,9,9
2024-03-17,2024,03,2024-03,JTM,Joondalup Line,Unknown,4,4
2024-03-17,2024,03,2024-03,MTM,Midland Line,Unknown,6,6
2024-03-17,2024,03,2024-03,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-03-24,2024,03,2024-03,FTM,Fremantle Line,Unknown,8,8
2024-03-24,2024,03,2024-03,JTM,Joondalup Line,Unknown,5,5
2024-03-24,2024,03,2024-03,MTM,Midland Line,Unknown,6,6
2024-03-24,2024,03,2024-03,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-03-31,2024,03,2024-03,FTM,Fremantle Line,Unknown,8,8
2024-03-31,2024,03,2024-03,JTM,Joondalup Line,Unknown,5,5
2024-03-31,2024,03,2024-03,MTM,Midland Line,Unknown,6,6
2024-03-31,2024,03,2024-03,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-04-14,2024,04,2024-04,FTM,Fremantle Line,Unknown,6,6
2024-04-14,2024,04,2024-04,JTM,Joondalup Line,Unknown,5,5
2024-04-14,2024,04,2024-04,MTM,Midland Line,Unknown,7,7
2024-04-14,2024,04,2024-04,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-04-21,2024,04,2024-04,FTM,Fremantle Line,Unknown,5,5
2024-04-21,2024,04,2024-04,JTM,Joondalup Line,Unknown,5,5
2024-04-21,2024,04,2024-04,MTM,Midland Line,Unknown,6,6
2024-04-21,2024,04,2024-04,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-04-28,2024,04,2024-04,FTM,Fremantle Line,Unknown,4,4
2024-04-28,2024,04,2024-04,JTM,Joondalup Line,Unknown,5,5
2024-04-28,2024,04,2024-04,MTM,Midland Line,Unknown,6,6
2024-04-28,2024,04,2024-04,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-05-05,2024,05,2024-05,FTM,Fremantle Line,Unknown,4,4
2024-05-05,2024,05,2024-05,JTM,Joondalup Line,Unknown,4,4
2024-05-05,2024,05,2024-05,MTM,Midland Line,Unknown,6,6
2024-05-05,2024,05,2024-05,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-05-12,2024,05,2024-05,FTM,Fremantle Line,Unknown,1,1
2024-05-12,2024,05,2024-05,JTM,Joondalup Line,Unknown,4,4
2024-05-12,2024,05,2024-05,MTM,Midland Line,Unknown,5,5
2024-05-12,2024,05,2024-05,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-05-19,2024,05,2024-05,FTM,Fremantle Line,Unknown,1,1
2024-05-19,2024,05,2024-05,JTM,Joondalup Line,Unknown,4,4
2024-05-19,2024,05,2024-05,MTM,Midland Line,Unknown,4,4
2024-05-19,2024,05,2024-05,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-05-26,2024,05,2024-05,FTM,Fremantle Line,Unknown,1,1
2024-05-26,2024,05,2024-05,JTM,Joondalup Line,Unknown,4,4
2024-05-26,2024,05,2024-05,MTM,Midland Line,Unknown,4,4
2024-05-26,2024,05,2024-05,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-06-02,2024,06,2024-06,FTM,Fremantle Line,Unknown,1,1
2024-06-02,2024,06,2024-06,JTM,Joondalup Line,Unknown,4,4
2024-06-02,2024,06,2024-06,MTM,Midland Line,Unknown,4,4
2024-06-02,2024,06,2024-06,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-06-09,2024,06,2024-06,FTM,Fremantle Line,Unknown,4,4
2024-06-09,2024,06,2024-06,JTM,Joondalup Line,Unknown,4,4
2024-06-09,2024,06,2024-06,MTM,Midland Line,Unknown,6,6
2024-06-09,2024,06,2024-06,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-06-16,2024,06,2024-06,FTM,Fremantle Line,Unknown,3,3
2024-06-16,2024,06,2024-06,JTM,Joondalup Line,Unknown,4,4
2024-06-16,2024,06,2024-06,MTM,Midland Line,Unknown,6,6
2024-06-16,2024,06,2024-06,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-06-23,2024,06,2024-06,FTM,Fremantle Line,Unknown,3,3
2024-06-23,2024,06,2024-06,JTM,Joondalup Line,Unknown,4,4
2024-06-23,2024,06,2024-06,MTM,Midland Line,Unknown,7,7
2024-06-23,2024,06,2024-06,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-06-30,2024,06,2024-06,FTM,Fremantle Line,Unknown,3,3
2024-06-30,2024,06,2024-06,JTM,Joondalup Line,Unknown,4,4
2024-06-30,2024,06,2024-06,MTM,Midland Line,Unknown,5,5
2024-06-30,2024,06,2024-06,UNCLASSIFIED,Unclassified,Unknown,6,6
2024-07-07,2024,07,2024-07,FTM,Fremantle Line,Unknown,5,5
2024-07-07,2024,07,2024-07,JTM,Joondalup Line,Unknown,4,4
2024-07-07,2024,07,2024-07,MTM,Midland Line,Unknown,5,5
2024-07-07,2024,07,2024-07,RTM,Mandurah Line,Unknown,2,2
2024-07-07,2024,07,2024-07,UNCLASSIFIED,Unclassified,Unknown,7,7
2024-07-14,2024,07,2024-07,FTM,Fremantle Line,Unknown,4,4
2024-07-14,2024,07,2024-07,JTM,Joondalup Line,Unknown,4,4
2024-07-14,2024,07,2024-07,MTM,Midland Line,Unknown,5,5
2024-07-14,2024,07,2024-07,RTM,Mandurah Line,Unknown,2,2
2024-07-14,2024,07,2024-07,UNCLASSIFIED,Unclassified,Unknown,7,7
2024-07-21,2024,07,2024-07,FTM,Fremantle Line,Unknown,4,4
2024-07-21,2024,07,2024-07,JTM,Joondalup Line,Unknown,4,4
2024-07-21,2024,07,2024-07,MTM,Midland Line,Unknown,5,5
2024-07-21,2024,07,2024-07,UNCLASSIFIED,Unclassified,Unknown,7,7
2024-07-28,2024,07,2024-07,FTM,Fremantle Line,Unknown,3,3
2024-07-28,2024,07,2024-07,JTM,Joondalup Line,Unknown,4,4
2024-07-28,2024,07,2024-07,MTM,Midland Line,Unknown,5,5
2024-07-28,2024,07,2024-07,UNCLASSIFIED,Unclassified,Unknown,7,7
2024-08-04,2024,08,2024-08,FTM,Fremantle Line,Unknown,3,3
2024-08-04,2024,08,2024-08,JTM,Joondalup Line,Unknown,4,4
2024-08-04,2024,08,2024-08,MTM,Midland Line,Unknown,5,5
2024-08-04,2024,08,2024-08,UNCLASSIFIED,Unclassified,Unknown,7,7
2024-08-11,2024,08,2024-08,FTM,Fremantle Line,Unknown,6,6
2024-08-11,2024,08,2024-08,JTM,Joondalup Line,Unknown,4,4
2024-08-11,2024,08,2024-08,MTM,Midland Line,Unknown,7,7
2024-08-11,2024,08,2024-08,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-08-18,2024,08,2024-08,FTM,Fremantle Line,Unknown,2,2
2024-08-18,2024,08,2024-08,JTM,Joondalup Line,Unknown,4,4
2024-08-18,2024,08,2024-08,MTM,Midland Line,Unknown,7,7
2024-08-18,2024,08,2024-08,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-08-25,2024,08,2024-08,FTM,Fremantle Line,Unknown,5,5
2024-08-25,2024,08,2024-08,JTM,Joondalup Line,Unknown,5,5
2024-08-25,2024,08,2024-08,MTM,Midland Line,Unknown,6,6
2024-08-25,2024,08,2024-08,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-09-01,2024,09,2024-09,CTM,City / Central Area,Unknown,1,1
2024-09-01,2024,09,2024-09,FTM,Fremantle Line,Unknown,5,5
2024-09-01,2024,09,2024-09,JTM,Joondalup Line,Unknown,4,4
2024-09-01,2024,09,2024-09,MTM,Midland Line,Unknown,6,6
2024-09-01,2024,09,2024-09,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-09-08,2024,09,2024-09,FTM,Fremantle Line,Unknown,7,7
2024-09-08,2024,09,2024-09,JTM,Joondalup Line,Unknown,4,4
2024-09-08,2024,09,2024-09,MTM,Midland Line,Unknown,8,8
2024-09-08,2024,09,2024-09,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-09-15,2024,09,2024-09,FTM,Fremantle Line,Unknown,7,7
2024-09-15,2024,09,2024-09,JTM,Joondalup Line,Unknown,4,4
2024-09-15,2024,09,2024-09,MTM,Midland Line,Unknown,8,8
2024-09-15,2024,09,2024-09,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-09-22,2024,09,2024-09,FTM,Fremantle Line,Unknown,7,7
2024-09-22,2024,09,2024-09,JTM,Joondalup Line,Unknown,5,5
2024-09-22,2024,09,2024-09,MTM,Midland Line,Unknown,8,8
2024-09-22,2024,09,2024-09,UNCLASSIFIED,Unclassified,Unknown,4,4
2024-09-29,2024,09,2024-09,FTM,Fremantle Line,Unknown,7,7
2024-09-29,2024,09,2024-09,JTM,Joondalup Line,Unknown,5,5
2024-09-29,2024,09,2024-09,MTM,Midland Line,Unknown,7,7
2024-09-29,2024,09,2024-09,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-10-06,2024,10,2024-10,FTM,Fremantle Line,Unknown,7,7
2024-10-06,2024,10,2024-10,JTM,Joondalup Line,Unknown,5,5
2024-10-06,2024,10,2024-10,MTM,Midland Line,Unknown,7,7
2024-10-06,2024,10,2024-10,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-10-13,2024,10,2024-10,FTM,Fremantle Line,Unknown,7,7
2024-10-13,2024,10,2024-10,JTM,Joondalup Line,Unknown,5,5
2024-10-13,2024,10,2024-10,MTM,Midland Line,Unknown,7,7
2024-10-13,2024,10,2024-10,UNCLASSIFIED,Unclassified,Unknown,5,5
2024-11-24,2024,11,2024-11,FTM,Fremantle Line,Unknown,6,6
2024-11-24,2024,11,2024-11,JTM,Joondalup Line,Unknown,7,7
2024-11-24,2024,11,2024-11,MTM,Midland Line,Unknown,8,8
2024-11-24,2024,11,2024-11,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-12-01,2024,12,2024-12,FTM,Fremantle Line,Unknown,6,6
2024-12-01,2024,12,2024-12,JTM,Joondalup Line,Unknown,7,7
2024-12-01,2024,12,2024-12,MTM,Midland Line,Unknown,8,8
2024-12-01,2024,12,2024-12,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-12-08,2024,12,2024-12,FTM,Fremantle Line,Unknown,6,6
2024-12-08,2024,12,2024-12,JTM,Joondalup Line,Unknown,7,7
2024-12-08,2024,12,2024-12,MTM,Midland Line,Unknown,8,8
2024-12-08,2024,12,2024-12,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-12-15,2024,12,2024-12,FTM,Fremantle Line,Unknown,6,6
2024-12-15,2024,12,2024-12,JTM,Joondalup Line,Unknown,7,7
2024-12-15,2024,12,2024-12,MTM,Midland Line,Unknown,8,8
2024-12-15,2024,12,2024-12,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-12-22,2024,12,2024-12,FTM,Fremantle Line,Unknown,6,6
2024-12-22,2024,12,2024-12,JTM,Joondalup Line,Unknown,7,7
2024-12-22,2024,12,2024-12,MTM,Midland Line,Unknown,8,8
2024-12-22,2024,12,2024-12,UNCLASSIFIED,Unclassified,Unknown,3,3
2024-12-29,2024,12,2024-12,FTM,Fremantle Line,Unknown,6,6
2024-12-29,2024,12,2024-12,JTM,Joondalup Line,Unknown,7,7
2024-12-29,2024,12,2024-12,MTM,Midland Line,Unknown,8,8
2024-12-29,2024,12,2024-12,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-01-05,2025,01,2025-01,FTM,Fremantle Line,Unknown,6,6
2025-01-05,2025,01,2025-01,JTM,Joondalup Line,Unknown,7,7
2025-01-05,2025,01,2025-01,MTM,Midland Line,Unknown,8,8
2025-01-05,2025,01,2025-01,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-01-12,2025,01,2025-01,FTM,Fremantle Line,Unknown,6,6
2025-01-12,2025,01,2025-01,JTM,Joondalup Line,Unknown,7,7
2025-01-12,2025,01,2025-01,MTM,Midland Line,Unknown,8,8
2025-01-12,2025,01,2025-01,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-01-19,2025,01,2025-01,FTM,Fremantle Line,Unknown,6,6
2025-01-19,2025,01,2025-01,JTM,Joondalup Line,Unknown,7,7
2025-01-19,2025,01,2025-01,MTM,Midland Line,Unknown,8,8
2025-01-19,2025,01,2025-01,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-01-26,2025,01,2025-01,FTM,Fremantle Line,Unknown,6,6
2025-01-26,2025,01,2025-01,JTM,Joondalup Line,Unknown,7,7
2025-01-26,2025,01,2025-01,MTM,Midland Line,Unknown,7,7
2025-01-26,2025,01,2025-01,RTM,Mandurah Line,Unknown,1,1
2025-01-26,2025,01,2025-01,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-02-02,2025,02,2025-02,FTM,Fremantle Line,Unknown,6,6
2025-02-02,2025,02,2025-02,JTM,Joondalup Line,Unknown,7,7
2025-02-02,2025,02,2025-02,MTM,Midland Line,Unknown,7,7
2025-02-02,2025,02,2025-02,RTM,Mandurah Line,Unknown,1,1
2025-02-02,2025,02,2025-02,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-02-09,2025,02,2025-02,FTM,Fremantle Line,Unknown,6,6
2025-02-09,2025,02,2025-02,JTM,Joondalup Line,Unknown,7,7
2025-02-09,2025,02,2025-02,MTM,Midland Line,Unknown,7,7
2025-02-09,2025,02,2025-02,RTM,Mandurah Line,Unknown,1,1
2025-02-09,2025,02,2025-02,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-02-16,2025,02,2025-02,FTM,Fremantle Line,Unknown,6,6
2025-02-16,2025,02,2025-02,JTM,Joondalup Line,Unknown,7,7
2025-02-16,2025,02,2025-02,MTM,Midland Line,Unknown,7,7
2025-02-16,2025,02,2025-02,RTM,Mandurah Line,Unknown,1,1
2025-02-16,2025,02,2025-02,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-02-23,2025,02,2025-02,FTM,Fremantle Line,Unknown,6,6
2025-02-23,2025,02,2025-02,JTM,Joondalup Line,Unknown,7,7
2025-02-23,2025,02,2025-02,MTM,Midland Line,Unknown,7,7
2025-02-23,2025,02,2025-02,RTM,Mandurah Line,Unknown,1,1
2025-02-23,2025,02,2025-02,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-03-02,2025,03,2025-03,FTM,Fremantle Line,Unknown,5,5
2025-03-02,2025,03,2025-03,JTM,Joondalup Line,Unknown,8,8
2025-03-02,2025,03,2025-03,MTM,Midland Line,Unknown,7,7
2025-03-02,2025,03,2025-03,RTM,Mandurah Line,Unknown,1,1
2025-03-02,2025,03,2025-03,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-03-09,2025,03,2025-03,FTM,Fremantle Line,Unknown,10,10
2025-03-09,2025,03,2025-03,JTM,Joondalup Line,Unknown,5,5
2025-03-09,2025,03,2025-03,MTM,Midland Line,Unknown,7,7
