notice_date,year,month,year_month,line_key,line_name,location_direction,notice_tsr_count,distinct_tsr_count
2025-03-09,2025,03,2025-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-03-16,2025,03,2025-03,FTM,Fremantle Line,Unknown,11,11
2025-03-16,2025,03,2025-03,JTM,Joondalup Line,Unknown,4,4
2025-03-16,2025,03,2025-03,MTM,Midland Line,Unknown,7,7
2025-03-16,2025,03,2025-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-03-23,2025,03,2025-03,FTM,Fremantle Line,Unknown,10,10
2025-03-23,2025,03,2025-03,JTM,Joondalup Line,Unknown,4,4
2025-03-23,2025,03,2025-03,MTM,Midland Line,Unknown,8,8
2025-03-23,2025,03,2025-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-03-30,2025,03,2025-03,FTM,Fremantle Line,Unknown,8,8
2025-03-30,2025,03,2025-03,JTM,Joondalup Line,Unknown,6,6
2025-03-30,2025,03,2025-03,MTM,Midland Line,Unknown,6,6
2025-03-30,2025,03,2025-03,RTM,Mandurah Line,Unknown,2,2
2025-03-30,2025,03,2025-03,UNCLASSIFIED,Unclassified,Unknown,1,1
2025-04-06,2025,04,2025-04,FTM,Fremantle Line,Unknown,4,4
2025-04-06,2025,04,2025-04,JTM,Joondalup Line,Unknown,8,8
2025-04-06,2025,04,2025-04,MTM,Midland Line,Unknown,7,7
2025-04-06,2025,04,2025-04,RTM,Mandurah Line,Unknown,2,2
2025-04-06,2025,04,2025-04,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-04-13,2025,04,2025-04,FTM,Fremantle Line,Unknown,4,4
2025-04-13,2025,04,2025-04,JTM,Joondalup Line,Unknown,8,8
2025-04-13,2025,04,2025-04,MTM,Midland Line,Unknown,7,7
2025-04-13,2025,04,2025-04,RTM,Mandurah Line,Unknown,2,2
2025-04-13,2025,04,2025-04,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-04-20,2025,04,2025-04,FTM,Fremantle Line,Unknown,4,4
2025-04-20,2025,04,2025-04,JTM,Joondalup Line,Unknown,8,8
2025-04-20,2025,04,2025-04,MTM,Midland Line,Unknown,7,7
2025-04-20,2025,04,2025-04,RTM,Mandurah Line,Unknown,2,2
2025-04-20,2025,04,2025-04,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-04-27,2025,04,2025-04,FTM,Fremantle Line,Unknown,4,4
2025-04-27,2025,04,2025-04,JTM,Joondalup Line,Unknown,8,8
2025-04-27,2025,04,2025-04,MTM,Midland Line,Unknown,7,7
2025-04-27,2025,04,2025-04,RTM,Mandurah Line,Unknown,2,2
2025-04-27,2025,04,2025-04,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-05-04,2025,05,2025-05,FTM,Fremantle Line,Unknown,5,5
2025-05-04,2025,05,2025-05,JTM,Joondalup Line,Unknown,8,8
2025-05-04,2025,05,2025-05,MTM,Midland Line,Unknown,7,7
2025-05-04,2025,05,2025-05,RTM,Mandurah Line,Unknown,1,1
2025-05-04,2025,05,2025-05,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-05-11,2025,05,2025-05,FTM,Fremantle Line,Unknown,6,6
2025-05-11,2025,05,2025-05,JTM,Joondalup Line,Unknown,8,8
2025-05-11,2025,05,2025-05,MTM,Midland Line,Unknown,6,6
2025-05-11,2025,05,2025-05,RTM,Mandurah Line,Unknown,1,1
2025-05-11,2025,05,2025-05,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-05-18,2025,05,2025-05,FTM,Fremantle Line,Unknown,6,6
2025-05-18,2025,05,2025-05,JTM,Joondalup Line,Unknown,8,8
2025-05-18,2025,05,2025-05,MTM,Midland Line,Unknown,6,6
2025-05-18,2025,05,2025-05,RTM,Mandurah Line,Unknown,1,1
2025-05-18,2025,05,2025-05,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-05-25,2025,05,2025-05,FTM,Fremantle Line,Unknown,6,6
2025-05-25,2025,05,2025-05,JTM,Joondalup Line,Unknown,8,8
2025-05-25,2025,05,2025-05,MTM,Midland Line,Unknown,6,6
2025-05-25,2025,05,2025-05,RTM,Mandurah Line,Unknown,1,1
2025-05-25,2025,05,2025-05,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-06-01,2025,06,2025-06,ATM,Armadale Line,Unknown,1,1
2025-06-01,2025,06,2025-06,FTM,Fremantle Line,Unknown,6,6
2025-06-01,2025,06,2025-06,JTM,Joondalup Line,Unknown,8,8
2025-06-01,2025,06,2025-06,MTM,Midland Line,Unknown,5,5
2025-06-01,2025,06,2025-06,RTM,Mandurah Line,Unknown,1,1
2025-06-01,2025,06,2025-06,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-06-08,2025,06,2025-06,ATM,Armadale Line,Unknown,1,1
2025-06-08,2025,06,2025-06,FTM,Fremantle Line,Unknown,6,6
2025-06-08,2025,06,2025-06,JTM,Joondalup Line,Unknown,8,8
2025-06-08,2025,06,2025-06,MTM,Midland Line,Unknown,5,5
2025-06-08,2025,06,2025-06,RTM,Mandurah Line,Unknown,1,1
2025-06-08,2025,06,2025-06,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-06-15,2025,06,2025-06,FTM,Fremantle Line,Unknown,6,6
2025-06-15,2025,06,2025-06,JTM,Joondalup Line,Unknown,8,8
2025-06-15,2025,06,2025-06,MTM,Midland Line,Unknown,6,6
2025-06-15,2025,06,2025-06,RTM,Mandurah Line,Unknown,1,1
2025-06-15,2025,06,2025-06,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-06-22,2025,06,2025-06,FTM,Fremantle Line,Unknown,7,7
2025-06-22,2025,06,2025-06,JTM,Joondalup Line,Unknown,8,8
2025-06-22,2025,06,2025-06,MTM,Midland Line,Unknown,5,5
2025-06-22,2025,06,2025-06,RTM,Mandurah Line,Unknown,1,1
2025-06-22,2025,06,2025-06,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-06-29,2025,06,2025-06,ATM,Armadale Line,Unknown,4,4
2025-06-29,2025,06,2025-06,FTM,Fremantle Line,Unknown,4,4
2025-06-29,2025,06,2025-06,JTM,Joondalup Line,Unknown,7,7
2025-06-29,2025,06,2025-06,MTM,Midland Line,Unknown,5,5
2025-06-29,2025,06,2025-06,RTM,Mandurah Line,Unknown,1,1
2025-06-29,2025,06,2025-06,TTM,Thornlie Line,Unknown,1,1
2025-06-29,2025,06,2025-06,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-07-06,2025,07,2025-07,ATM,Armadale Line,Unknown,2,2
2025-07-06,2025,07,2025-07,FTM,Fremantle Line,Unknown,5,5
2025-07-06,2025,07,2025-07,JTM,Joondalup Line,Unknown,7,7
2025-07-06,2025,07,2025-07,MTM,Midland Line,Unknown,5,5
2025-07-06,2025,07,2025-07,RTM,Mandurah Line,Unknown,1,1
2025-07-06,2025,07,2025-07,TTM,Thornlie Line,Unknown,1,1
2025-07-06,2025,07,2025-07,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-07-13,2025,07,2025-07,ATM,Armadale Line,Unknown,2,2
2025-07-13,2025,07,2025-07,FTM,Fremantle Line,Unknown,5,5
2025-07-13,2025,07,2025-07,JTM,Joondalup Line,Unknown,7,7
2025-07-13,2025,07,2025-07,MTM,Midland Line,Unknown,5,5
2025-07-13,2025,07,2025-07,RTM,Mandurah Line,Unknown,1,1
2025-07-13,2025,07,2025-07,TTM,Thornlie Line,Unknown,1,1
2025-07-13,2025,07,2025-07,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-07-20,2025,07,2025-07,ATM,Armadale Line,Unknown,1,1
2025-07-20,2025,07,2025-07,FTM,Fremantle Line,Unknown,5,5
2025-07-20,2025,07,2025-07,JTM,Joondalup Line,Unknown,7,7
2025-07-20,2025,07,2025-07,MTM,Midland Line,Unknown,5,5
2025-07-20,2025,07,2025-07,RTM,Mandurah Line,Unknown,1,1
2025-07-20,2025,07,2025-07,TTM,Thornlie Line,Unknown,1,1
2025-07-20,2025,07,2025-07,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-07-27,2025,07,2025-07,ATM,Armadale Line,Unknown,2,2
2025-07-27,2025,07,2025-07,FTM,Fremantle Line,Unknown,5,5
2025-07-27,2025,07,2025-07,JTM,Joondalup Line,Unknown,7,7
2025-07-27,2025,07,2025-07,MTM,Midland Line,Unknown,5,5
2025-07-27,2025,07,2025-07,RTM,Mandurah Line,Unknown,1,1
2025-07-27,2025,07,2025-07,TTM,Thornlie Line,Unknown,1,1
2025-07-27,2025,07,2025-07,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-08-03,2025,08,2025-08,ATM,Armadale Line,Unknown,1,1
2025-08-03,2025,08,2025-08,CTM,City / Central Area,Unknown,1,1
2025-08-03,2025,08,2025-08,FTM,Fremantle Line,Unknown,5,5
2025-08-03,2025,08,2025-08,JTM,Joondalup Line,Unknown,7,7
2025-08-03,2025,08,2025-08,MTM,Midland Line,Unknown,6,6
2025-08-03,2025,08,2025-08,RTM,Mandurah Line,Unknown,1,1
2025-08-03,2025,08,2025-08,TTM,Thornlie Line,Unknown,1,1
2025-08-03,2025,08,2025-08,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-08-10,2025,08,2025-08,CTM,City / Central Area,Unknown,1,1
2025-08-10,2025,08,2025-08,FTM,Fremantle Line,Unknown,5,5
2025-08-10,2025,08,2025-08,JTM,Joondalup Line,Unknown,7,7
2025-08-10,2025,08,2025-08,MTM,Midland Line,Unknown,6,6
2025-08-10,2025,08,2025-08,RTM,Mandurah Line,Unknown,1,1
2025-08-10,2025,08,2025-08,TTM,Thornlie Line,Unknown,1,1
2025-08-10,2025,08,2025-08,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-08-17,2025,08,2025-08,CTM,City / Central Area,Unknown,1,1
2025-08-17,2025,08,2025-08,FTM,Fremantle Line,Unknown,5,5
2025-08-17,2025,08,2025-08,JTM,Joondalup Line,Unknown,7,7
2025-08-17,2025,08,2025-08,MTM,Midland Line,Unknown,5,5
2025-08-17,2025,08,2025-08,RTM,Mandurah Line,Unknown,1,1
2025-08-17,2025,08,2025-08,TTM,Thornlie Line,Unknown,1,1
2025-08-17,2025,08,2025-08,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-08-24,2025,08,2025-08,CTM,City / Central Area,Unknown,1,1
2025-08-24,2025,08,2025-08,FTM,Fremantle Line,Unknown,4,4
2025-08-24,2025,08,2025-08,JTM,Joondalup Line,Unknown,7,7
2025-08-24,2025,08,2025-08,MTM,Midland Line,Unknown,5,5
2025-08-24,2025,08,2025-08,RTM,Mandurah Line,Unknown,1,1
2025-08-24,2025,08,2025-08,TTM,Thornlie Line,Unknown,1,1
2025-08-24,2025,08,2025-08,UNCLASSIFIED,Unclassified,Unknown,3,3
2025-08-31,2025,08,2025-08,ATM,Armadale Line,Unknown,1,1
2025-08-31,2025,08,2025-08,CTM,City / Central Area,Unknown,1,1
2025-08-31,2025,08,2025-08,FTM,Fremantle Line,Unknown,5,5
2025-08-31,2025,08,2025-08,JTM,Joondalup Line,Unknown,7,7
2025-08-31,2025,08,2025-08,MTM,Midland Line,Unknown,5,5
2025-08-31,2025,08,2025-08,RTM,Mandurah Line,Unknown,1,1
2025-08-31,2025,08,2025-08,TTM,Thornlie Line,Unknown,1,1
2025-08-31,2025,08,2025-08,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-09-07,2025,09,2025-09,CTM,City / Central Area,Unknown,1,1
2025-09-07,2025,09,2025-09,FTM,Fremantle Line,Unknown,5,5
2025-09-07,2025,09,2025-09,JTM,Joondalup Line,Unknown,7,7
2025-09-07,2025,09,2025-09,MTM,Midland Line,Unknown,5,5
2025-09-07,2025,09,2025-09,RTM,Mandurah Line,Unknown,1,1
2025-09-07,2025,09,2025-09,TTM,Thornlie Line,Unknown,1,1
2025-09-07,2025,09,2025-09,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-09-14,2025,09,2025-09,CTM,City / Central Area,Unknown,1,1
2025-09-14,2025,09,2025-09,FTM,Fremantle Line,Unknown,7,7
2025-09-14,2025,09,2025-09,JTM,Joondalup Line,Unknown,7,7
2025-09-14,2025,09,2025-09,MTM,Midland Line,Unknown,7,7
2025-09-14,2025,09,2025-09,RTM,Mandurah Line,Unknown,1,1
2025-09-14,2025,09,2025-09,TTM,Thornlie Line,Unknown,1,1
2025-09-14,2025,09,2025-09,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-09-21,2025,09,2025-09,CTM,City / Central Area,Unknown,1,1
2025-09-21,2025,09,2025-09,FTM,Fremantle Line,Unknown,4,4
2025-09-21,2025,09,2025-09,JTM,Joondalup Line,Unknown,4,4
2025-09-21,2025,09,2025-09,MTM,Midland Line,Unknown,7,7
2025-09-21,2025,09,2025-09,RTM,Mandurah Line,Unknown,1,1
2025-09-21,2025,09,2025-09,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-09-28,2025,09,2025-09,CTM,City / Central Area,Unknown,1,1
2025-09-28,2025,09,2025-09,FTM,Fremantle Line,Unknown,5,5
2025-09-28,2025,09,2025-09,JTM,Joondalup Line,Unknown,7,7
2025-09-28,2025,09,2025-09,MTM,Midland Line,Unknown,8,8
2025-09-28,2025,09,2025-09,RTM,Mandurah Line,Unknown,1,1
2025-09-28,2025,09,2025-09,TTM,Thornlie Line,Unknown,1,1
2025-09-28,2025,09,2025-09,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-10-05,2025,10,2025-10,CTM,City / Central Area,Unknown,1,1
2025-10-05,2025,10,2025-10,FTM,Fremantle Line,Unknown,5,5
2025-10-05,2025,10,2025-10,JTM,Joondalup Line,Unknown,7,7
2025-10-05,2025,10,2025-10,MTM,Midland Line,Unknown,8,8
2025-10-05,2025,10,2025-10,RTM,Mandurah Line,Unknown,1,1
2025-10-05,2025,10,2025-10,TTM,Thornlie Line,Unknown,1,1
2025-10-05,2025,10,2025-10,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-10-12,2025,10,2025-10,CTM,City / Central Area,Unknown,1,1
2025-10-12,2025,10,2025-10,FTM,Fremantle Line,Unknown,6,6
2025-10-12,2025,10,2025-10,JTM,Joondalup Line,Unknown,7,7
2025-10-12,2025,10,2025-10,MTM,Midland Line,Unknown,9,9
2025-10-12,2025,10,2025-10,RTM,Mandurah Line,Unknown,1,1
2025-10-12,2025,10,2025-10,TTM,Thornlie Line,Unknown,1,1
2025-10-12,2025,10,2025-10,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-10-19,2025,10,2025-10,CTM,City / Central Area,Unknown,1,1
2025-10-19,2025,10,2025-10,FTM,Fremantle Line,Unknown,5,5
2025-10-19,2025,10,2025-10,JTM,Joondalup Line,Unknown,7,7
2025-10-19,2025,10,2025-10,MTM,Midland Line,Unknown,9,9
2025-10-19,2025,10,2025-10,TTM,Thornlie Line,Unknown,1,1
2025-10-19,2025,10,2025-10,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-10-26,2025,10,2025-10,CTM,City / Central Area,Unknown,1,1
2025-10-26,2025,10,2025-10,FTM,Fremantle Line,Unknown,5,5
2025-10-26,2025,10,2025-10,JTM,Joondalup Line,Unknown,7,7
2025-10-26,2025,10,2025-10,MTM,Midland Line,Unknown,9,9
2025-10-26,2025,10,2025-10,TTM,Thornlie Line,Unknown,1,1
2025-10-26,2025,10,2025-10,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-11-02,2025,11,2025-11,CTM,City / Central Area,Unknown,1,1
2025-11-02,2025,11,2025-11,FTM,Fremantle Line,Unknown,5,5
2025-11-02,2025,11,2025-11,JTM,Joondalup Line,Unknown,7,7
2025-11-02,2025,11,2025-11,MTM,Midland Line,Unknown,7,7
2025-11-02,2025,11,2025-11,TTM,Thornlie Line,Unknown,1,1
2025-11-02,2025,11,2025-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-11-09,2025,11,2025-11,ATM,Armadale Line,Unknown,1,1
2025-11-09,2025,11,2025-11,CTM,City / Central Area,Unknown,1,1
2025-11-09,2025,11,2025-11,FTM,Fremantle Line,Unknown,5,5
2025-11-09,2025,11,2025-11,JTM,Joondalup Line,Unknown,7,7
2025-11-09,2025,11,2025-11,MTM,Midland Line,Unknown,7,7
2025-11-09,2025,11,2025-11,TTM,Thornlie Line,Unknown,1,1
2025-11-09,2025,11,2025-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-11-16,2025,11,2025-11,CTM,City / Central Area,Unknown,1,1
2025-11-16,2025,11,2025-11,FTM,Fremantle Line,Unknown,5,5
2025-11-16,2025,11,2025-11,JTM,Joondalup Line,Unknown,8,8
2025-11-16,2025,11,2025-11,MTM,Midland Line,Unknown,7,7
2025-11-16,2025,11,2025-11,TTM,Thornlie Line,Unknown,1,1
2025-11-16,2025,11,2025-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-11-23,2025,11,2025-11,CTM,City / Central Area,Unknown,1,1
2025-11-23,2025,11,2025-11,FTM,Fremantle Line,Unknown,6,6
2025-11-23,2025,11,2025-11,JTM,Joondalup Line,Unknown,8,8
2025-11-23,2025,11,2025-11,MTM,Midland Line,Unknown,7,7
2025-11-23,2025,11,2025-11,TTM,Thornlie Line,Unknown,1,1
2025-11-23,2025,11,2025-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-11-30,2025,11,2025-11,CTM,City / Central Area,Unknown,1,1
2025-11-30,2025,11,2025-11,FTM,Fremantle Line,Unknown,7,7
2025-11-30,2025,11,2025-11,JTM,Joondalup Line,Unknown,9,9
2025-11-30,2025,11,2025-11,MTM,Midland Line,Unknown,7,7
2025-11-30,2025,11,2025-11,TTM,Thornlie Line,Unknown,1,1
2025-11-30,2025,11,2025-11,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-12-07,2025,12,2025-12,CTM,City / Central Area,Unknown,1,1
2025-12-07,2025,12,2025-12,FTM,Fremantle Line,Unknown,7,7
2025-12-07,2025,12,2025-12,JTM,Joondalup Line,Unknown,9,9
2025-12-07,2025,12,2025-12,MTM,Midland Line,Unknown,7,7
2025-12-07,2025,12,2025-12,TTM,Thornlie Line,Unknown,1,1
2025-12-07,2025,12,2025-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-12-14,2025,12,2025-12,CTM,City / Central Area,Unknown,1,1
2025-12-14,2025,12,2025-12,FTM,Fremantle Line,Unknown,7,7
2025-12-14,2025,12,2025-12,JTM,Joondalup Line,Unknown,9,9
2025-12-14,2025,12,2025-12,MTM,Midland Line,Unknown,7,7
2025-12-14,2025,12,2025-12,TTM,Thornlie Line,Unknown,1,1
2025-12-14,2025,12,2025-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-12-21,2025,12,2025-12,CTM,City / Central Area,Unknown,1,1
2025-12-21,2025,12,2025-12,FTM,Fremantle Line,Unknown,7,7
2025-12-21,2025,12,2025-12,JTM,Joondalup Line,Unknown,9,9
2025-12-21,2025,12,2025-12,MTM,Midland Line,Unknown,7,7
2025-12-21,2025,12,2025-12,TTM,Thornlie Line,Unknown,1,1
2025-12-21,2025,12,2025-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2025-12-28,2025,12,2025-12,CTM,City / Central Area,Unknown,1,1
2025-12-28,2025,12,2025-12,FTM,Fremantle Line,Unknown,7,7
2025-12-28,2025,12,2025-12,JTM,Joondalup Line,Unknown,9,9
2025-12-28,2025,12,2025-12,MTM,Midland Line,Unknown,7,7
2025-12-28,2025,12,2025-12,TTM,Thornlie Line,Unknown,1,1
2025-12-28,2025,12,2025-12,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-01-04,2026,01,2026-01,CTM,City / Central Area,Unknown,1,1
2026-01-04,2026,01,2026-01,FTM,Fremantle Line,Unknown,7,7
2026-01-04,2026,01,2026-01,JTM,Joondalup Line,Unknown,9,9
2026-01-04,2026,01,2026-01,MTM,Midland Line,Unknown,7,7
2026-01-04,2026,01,2026-01,TTM,Thornlie Line,Unknown,1,1
2026-01-04,2026,01,2026-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-01-11,2026,01,2026-01,CTM,City / Central Area,Unknown,1,1
2026-01-11,2026,01,2026-01,FTM,Fremantle Line,Unknown,5,5
2026-01-11,2026,01,2026-01,JTM,Joondalup Line,Unknown,9,9
2026-01-11,2026,01,2026-01,MTM,Midland Line,Unknown,7,7
2026-01-11,2026,01,2026-01,TTM,Thornlie Line,Unknown,1,1
2026-01-11,2026,01,2026-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-01-18,2026,01,2026-01,CTM,City / Central Area,Unknown,1,1
2026-01-18,2026,01,2026-01,FTM,Fremantle Line,Unknown,5,5
2026-01-18,2026,01,2026-01,JTM,Joondalup Line,Unknown,9,9
2026-01-18,2026,01,2026-01,MTM,Midland Line,Unknown,7,7
2026-01-18,2026,01,2026-01,TTM,Thornlie Line,Unknown,1,1
2026-01-18,2026,01,2026-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-01-25,2026,01,2026-01,CTM,City / Central Area,Unknown,1,1
2026-01-25,2026,01,2026-01,FTM,Fremantle Line,Unknown,5,5
2026-01-25,2026,01,2026-01,JTM,Joondalup Line,Unknown,9,9
2026-01-25,2026,01,2026-01,MTM,Midland Line,Unknown,7,7
2026-01-25,2026,01,2026-01,TTM,Thornlie Line,Unknown,1,1
2026-01-25,2026,01,2026-01,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-02-01,2026,02,2026-02,FTM,Fremantle Line,Unknown,5,5
2026-02-01,2026,02,2026-02,JTM,Joondalup Line,Unknown,8,8
2026-02-01,2026,02,2026-02,MTM,Midland Line,Unknown,7,7
2026-02-01,2026,02,2026-02,TTM,Thornlie Line,Unknown,1,1
2026-02-01,2026,02,2026-02,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-02-08,2026,02,2026-02,CTM,City / Central Area,Unknown,1,1
2026-02-08,2026,02,2026-02,FTM,Fremantle Line,Unknown,5,5
2026-02-08,2026,02,2026-02,JTM,Joondalup Line,Unknown,8,8
2026-02-08,2026,02,2026-02,MTM,Midland Line,Unknown,8,8
2026-02-08,2026,02,2026-02,TTM,Thornlie Line,Unknown,1,1
2026-02-08,2026,02,2026-02,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-02-15,2026,02,2026-02,CTM,City / Central Area,Unknown,1,1
2026-02-15,2026,02,2026-02,FTM,Fremantle Line,Unknown,5,5
2026-02-15,2026,02,2026-02,JTM,Joondalup Line,Unknown,8,8
2026-02-15,2026,02,2026-02,MTM,Midland Line,Unknown,6,6
2026-02-15,2026,02,2026-02,RTM,Mandurah Line,Unknown,1,1
2026-02-15,2026,02,2026-02,TTM,Thornlie Line,Unknown,1,1
2026-02-15,2026,02,2026-02,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-02-22,2026,02,2026-02,CTM,City / Central Area,Unknown,1,1
2026-02-22,2026,02,2026-02,FTM,Fremantle Line,Unknown,5,5
2026-02-22,2026,02,2026-02,JTM,Joondalup Line,Unknown,7,7
2026-02-22,2026,02,2026-02,MTM,Midland Line,Unknown,5,5
2026-02-22,2026,02,2026-02,RTM,Mandurah Line,Unknown,1,1
2026-02-22,2026,02,2026-02,TTM,Thornlie Line,Unknown,1,1
2026-02-22,2026,02,2026-02,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-03-01,2026,03,2026-03,CTM,City / Central Area,Unknown,1,1
2026-03-01,2026,03,2026-03,FTM,Fremantle Line,Unknown,5,5
2026-03-01,2026,03,2026-03,JTM,Joondalup Line,Unknown,7,7
2026-03-01,2026,03,2026-03,MTM,Midland Line,Unknown,5,5
2026-03-01,2026,03,2026-03,RTM,Mandurah Line,Unknown,1,1
2026-03-01,2026,03,2026-03,TTM,Thornlie Line,Unknown,1,1
2026-03-01,2026,03,2026-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-03-08,2026,03,2026-03,CTM,City / Central Area,Unknown,1,1
2026-03-08,2026,03,2026-03,FTM,Fremantle Line,Unknown,5,5
2026-03-08,2026,03,2026-03,JTM,Joondalup Line,Unknown,7,7
2026-03-08,2026,03,2026-03,MTM,Midland Line,Unknown,5,5
2026-03-08,2026,03,2026-03,RTM,Mandurah Line,Unknown,1,1
2026-03-08,2026,03,2026-03,TTM,Thornlie Line,Unknown,1,1
2026-03-08,2026,03,2026-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-03-15,2026,03,2026-03,CTM,City / Central Area,Unknown,1,1
2026-03-15,2026,03,2026-03,FTM,Fremantle Line,Unknown,5,5
2026-03-15,2026,03,2026-03,JTM,Joondalup Line,Unknown,7,7
2026-03-15,2026,03,2026-03,MTM,Midland Line,Unknown,5,5
2026-03-15,2026,03,2026-03,RTM,Mandurah Line,Unknown,1,1
2026-03-15,2026,03,2026-03,TTM,Thornlie Line,Unknown,1,1
2026-03-15,2026,03,2026-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-03-22,2026,03,2026-03,CTM,City / Central Area,Unknown,1,1
2026-03-22,2026,03,2026-03,FTM,Fremantle Line,Unknown,5,5
2026-03-22,2026,03,2026-03,JTM,Joondalup Line,Unknown,7,7
2026-03-22,2026,03,2026-03,MTM,Midland Line,Unknown,5,5
2026-03-22,2026,03,2026-03,TTM,Thornlie Line,Unknown,1,1
2026-03-22,2026,03,2026-03,UNCLASSIFIED,Unclassified,Unknown,3,3
2026-03-29,2026,03,2026-03,CTM,City / Central Area,Unknown,1,1
2026-03-29,2026,03,2026-03,FTM,Fremantle Line,Unknown,5,5
2026-03-29,2026,03,2026-03,JTM,Joondalup Line,Unknown,7,7
2026-03-29,2026,03,2026-03,MTM,Midland Line,Unknown,5,5
2026-03-29,2026,03,2026-03,TTM,Thornlie Line,Unknown,1,1
2026-03-29,2026,03,2026-03,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-04-05,2026,04,2026-04,CTM,City / Central Area,Unknown,1,1
2026-04-05,2026,04,2026-04,FTM,Fremantle Line,Unknown,5,5
2026-04-05,2026,04,2026-04,JTM,Joondalup Line,Unknown,7,7
2026-04-05,2026,04,2026-04,MTM,Midland Line,Unknown,5,5
2026-04-05,2026,04,2026-04,TTM,Thornlie Line,Unknown,1,1
2026-04-05,2026,04,2026-04,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-04-12,2026,04,2026-04,CTM,City / Central Area,Unknown,1,1
2026-04-12,2026,04,2026-04,FTM,Fremantle Line,Unknown,5,5
2026-04-12,2026,04,2026-04,JTM,Joondalup Line,Unknown,7,7
2026-04-12,2026,04,2026-04,MTM,Midland Line,Unknown,5,5
2026-04-12,2026,04,2026-04,TTM,Thornlie Line,Unknown,1,1
2026-04-12,2026,04,2026-04,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-04-19,2026,04,2026-04,CTM,City / Central Area,Unknown,1,1
2026-04-19,2026,04,2026-04,FTM,Fremantle Line,Unknown,4,4
2026-04-19,2026,04,2026-04,JTM,Joondalup Line,Unknown,7,7
2026-04-19,2026,04,2026-04,MTM,Midland Line,Unknown,5,5
2026-04-19,2026,04,2026-04,TTM,Thornlie Line,Unknown,1,1
2026-04-19,2026,04,2026-04,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-04-26,2026,04,2026-04,CTM,City / Central Area,Unknown,1,1
2026-04-26,2026,04,2026-04,FTM,Fremantle Line,Unknown,4,4
2026-04-26,2026,04,2026-04,JTM,Joondalup Line,Unknown,4,4
2026-04-26,2026,04,2026-04,MTM,Midland Line,Unknown,5,5
2026-04-26,2026,04,2026-04,TTM,Thornlie Line,Unknown,1,1
2026-04-26,2026,04,2026-04,UNCLASSIFIED,Unclassified,Unknown,2,2
2026-05-03,2026,05,2026-05,CTM,City / Central Area,Unknown,1,1
