rejected_row_id,notice_date,source_pdf,source_page,source_row_number,reject_reason,rejection_category,suggested_action,review_status,raw_row_json
344,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,45,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Down Mai"", ""n"", """", """", """"]"
345,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,52,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""20.150km"", ""to"", """", """", ""Turno ut defe cts &""]"
346,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,54,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""19."", ""150km Up"", ""Main"", """", """", ""turnout design issues""]"
347,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,3,56,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""Public Tran"", ""sport A uthority  47 Wee kly Notice""]"
348,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,3,3,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""7.900km to 8.150km Down Turnout defects & Bassendean 80km/h 27 March 2020 Indefinite"", """", """", """", """", """"]"
349,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,3,4,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""8.200km to 8.100km Up Turnout design Bassendean 80km/h 05 April 2020 Indefinite"", """", """", """", """", """"]"
350,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,3,5,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""25.848km to 25.960km Turnout design Joondalup 80km/h 21 April 2020 Indefinite"", """", """", """", """", """"]"
351,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,3,6,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""25.960km to 25.848km Up Turnout design Joondalup 80km/h 21 April 2020 Indefinite"", """", """", """", """", """"]"
352,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""19.150 to 20.150km Down Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
353,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""20.150km to 19.150km Turnout defects & Whitfords 80km/h 01 August 2020 Indefinite"", """", """", """", """", """"]"
354,2022-10-08,Weekly Notice No. 40 Week Ending 08 October 2022__55dfd93888.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
355,2022-10-22,Weekly Notice No. 42 Week Ending 22 October 2022__abc5ceef5e.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
356,2022-10-29,Weekly Notice No. 43 Week Ending 29 October 2022__b139da1878.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
357,2022-11-05,Weekly Notice No. 44 Week Ending 5 November 2022__3dc2b624e1.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
358,2022-11-12,Weekly Notice No. 45 Week Ending 12 November 2022__02f07e28fb.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
359,2022-11-19,Weekly Notice No. 46 Week Ending 19 November 2022__6d12f15b9e.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
360,2022-11-26,Weekly Notice No. 47 Week Ending 26 November 2022__063ccffcd3.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
361,2022-12-03,Weekly Notice No. 48 Week Ending 3 December 2022__ddbdb8a703.pdf,4,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
362,2022-12-10,Weekly Notice No. 49 Week Ending 10 December 2022__2b57d85ee1.pdf,4,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
363,2022-12-17,Weekly Notice No. 50 Week Ending 17 December 2022__db221398dd.pdf,3,21,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""29-Aug- Rail Internal Karnup RTMUP 58.995km to 58.825 km 20km/h 1/10/2022"", """", """", """", """", """"]"
364,2022-12-24,Weekly Notice No. 51 Week Ending 24 December 2022__ed72ecc205.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
365,2022-12-31,Weekly Notice No. 52 Week Ending 31 December 2022__fcf68a3602.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
366,2023-01-08,Weekly Notice No. 1 Week Ending 8 January 2023__f5520cccc0.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
367,2023-01-15,Weekly Notice No. 2 Week Ending 15 January 2023__08a23d06e5.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
368,2023-01-22,Weekly Notice No. 3 Week Ending 22 January 2023__c0069ed721.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
369,2023-01-28,Weekly Notice No. 4 Week Ending 28 January 2023__66679e1a27.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
370,2023-02-04,Weekly Notice No. 5 Week Ending 4 February 2023__3c74a1cd60.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
371,2023-02-11,Weekly Notice No. 6 Week Ending 11 February 2023__4e7cfcadc8.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
372,2023-02-18,Weekly Notice No. 7 Week Ending 18 February 2023__d763069e42.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
373,2023-02-25,Weekly Notice No. 8 Week Ending 25 February 2023__94ca33cb43.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
374,2023-03-04,Weekly Notice No. 9 Week Ending 4 March 2023__564361fcf4.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
375,2023-03-11,Weekly Notice No. 10 Week Ending 11 March 2023__5b8e02d9d9.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
376,2023-03-18,Weekly Notice No. 11 Week Ending 18 March 2023__0fb160ba5a.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
377,2023-03-25,Weekly Notice No. 12 Week Ending 25 March 2023__94092780d0.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
378,2023-04-01,Weekly Notice No. 13 Week Ending 1 April 2023__98cc31660d.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
379,2023-04-08,Weekly Notice No. 14 Week Ending 8 April 2023__4f155431a3.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
380,2023-04-15,Weekly Notice No. 15 Week Ending 15 April 2023__5708d088ef.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
381,2023-04-23,Weekly Notice No. 16 Week Commencing 23 April 2023__1c7f1b28f9.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
382,2023-04-30,Weekly Notice No. 17 Week Commencing 30 April 2023__4e1783822a.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
383,2023-05-07,Weekly Notice No. 18 Week Commencing 7 May 2023__119e7d058e.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
384,2023-05-14,Weekly Notice No. 19 Week Commencing 14 May 2023__bc2c92bb36.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
385,2023-05-21,Weekly Notice No. 20 Week Commencing 21 May 2023__5f88e51031.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
386,2023-05-28,Weekly Notice No. 21 Week Commencing 28 May 2023__0384636550.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
387,2023-06-04,Weekly Notice No. 22 Week Commencing 4 June 2023__13dda9d1c9.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
388,2023-06-11,Weekly Notice No. 23 Week Commencing 11 June 2023__6395c5cfaa.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
389,2023-06-18,Weekly Notice No. 24 Week Commencing 18 June 2023__e717b50d78.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
390,2023-06-25,Weekly Notice No. 25 Week Commencing 25 June 2023__f3205b3c31.pdf,3,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
391,2023-07-02,Weekly Notice No. 26 Week Commencing 2 July 2023__7047d08116.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
392,2023-07-09,Weekly Notice No. 27 Week Commencing 9 July 2023__b4b668cdd0.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
393,2023-07-14,Weekly Notice No. 28 Week Commencing 14 July 2023__aa3dd5138f.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
394,2023-07-21,Weekly Notice No. 29 Week Commencing 21 July 2023__38a283e96b.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
395,2023-07-28,Weekly Notice No. 30 Week Commencing 28 July 2023__0a4652370c.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
396,2023-08-04,Weekly Notice No. 31 Week Commencing 4 August 2023__d9287a1210.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
397,2023-08-11,Weekly Notice No. 32 Week Commencing 11 August 2023__4f329412cb.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
398,2023-08-18,Weekly Notice No. 33 Week Commencing 18 August 2023__161c21676a.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
399,2023-08-25,Weekly Notice No. 34 Week Commencing 25 August 2023__2b7ba05f5e.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
400,2023-09-03,Weekly Notice No. 35 Week Commencing 3 September 2023__a83bd76b44.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
401,2023-09-10,Weekly Notice No. 36 Week Commencing 10 September 2023__1946c5a348.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
402,2023-09-17,Weekly Notice No. 37 Week Commencing 17 September 2023__66bbc6d3a9.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
403,2023-09-24,Weekly Notice No. 38 Week Commencing 24 September 2023__3ffcbe1f15.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
404,2023-10-01,Weekly Notice No. 39 Week Commencing 1 October 2023__e230da0049.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
405,2023-10-08,Weekly Notice No. 40 Week Commencing 8 October 2023__1da04cbda1.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
406,2023-10-15,Weekly Notice No. 41 Week Commencing 15 October 2023__1427187601.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
407,2023-10-22,Weekly Notice No. 42 Week Commencing 22 October 2023__b8b91e8fed.pdf,4,4,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
408,2023-10-29,Weekly Notice No. 43 Week Commencing 29 October 2023__3af712b619.pdf,4,5,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
409,2023-11-05,Weekly Notice No. 44 Week Commencing 5 November 2023__72c5ce3623.pdf,4,5,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"[""JTMDN 19.1500km to 20.1500km 8 0 k m / h 03-June-21 Turnout Indefinite"", """", """", """", """", """"]"
