rejected_row_id,notice_date,source_pdf,source_page,source_row_number,reject_reason,rejection_category,suggested_action,review_status,raw_row_json
128,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,22,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Edgewater D"", ""own Main"", """", """", """", """"]"
129,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,27,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Shenton Park"", ""Up Main"", """", """", """", """"]"
130,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,32,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""po"", ""ints in yard"", """", """", """", """"]"
131,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,34,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Contact"", ""Tele"", ""phone N"", ""umbers"", """"]"
132,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,36,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Train Control"", """", ""9326"", ""3026"", """", """"]"
133,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,38,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Electric Control Officer (ECO"", "")"", ""9326"", ""2722"", """", """"]"
134,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,40,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Infrastructure Control Officer"", ""(ICO)"", ""9326"", ""2038"", """", """"]"
135,2019-07-06,Weekly Notice No. 27 Week Ending- 6th July 2019__41c8bd4c1c.pdf,3,42,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", ""Public"", ""Transport Authority  27 Weekly"", ""Notic""]"
136,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Current"", ""Spe"", ""ed Rest"", ""rictions"", """"]"
137,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,3,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Dis"", ""tance at or"", ""M"", ""aximum"", ""Reason for Da"", ""te to""]"
138,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,6,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""be"", ""tween (km)"", """", ""Speed"", ""Restriction"", """"]"
139,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,7,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""Ca"", ""ncel""]"
140,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,12,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Jetty"", """", """", """", ""Review"", """"]"
141,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,17,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Stirling D"", ""own Main"", """", """", ""Vincent St Bridge"", """"]"
142,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,22,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Edgewater D"", ""own Main"", """", """", """", """"]"
143,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,27,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Shenton Park"", ""Up Main"", """", """", """", """"]"
144,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,32,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""po"", ""ints in yard"", """", """", """", """"]"
145,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,34,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Contact"", ""Tele"", ""phone N"", ""umbers"", """"]"
146,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,36,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Train Control"", """", ""9326"", ""3026"", """", """"]"
147,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,38,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Electric Control Officer (ECO"", "")"", ""9326"", ""2722"", """", """"]"
148,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,40,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Infrastructure Control Officer"", ""(ICO)"", ""9326"", ""2038"", """", """"]"
149,2019-07-13,Weekly Notice No. 28 Week Ending- 13th July 2019__0f0757de81.pdf,3,42,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", ""Public"", ""Transport Authority  28 Weekly"", ""Notic""]"
150,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Distance"", ""at or"", ""M"", ""aximum"", ""Reason for Da te to""]"
151,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,4,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""between"", ""(km)"", """", ""Speed"", ""Restriction""]"
152,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,10,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Jetty"", """", """", """", """", ""Review""]"
153,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Stirling"", ""Down M"", ""ain"", """", """", ""Vincent St Bridge""]"
154,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,20,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Edgewater"", ""Down M"", ""ain"", """", """", """"]"
155,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""points in"", ""yard"", """", """", """"]"
156,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,27,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Cont"", ""act"", ""Tele"", ""phone N"", ""umbers""]"
157,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,29,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Train Control"", """", """", ""9326"", ""3026"", """"]"
158,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,31,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Electric Control Officer (E"", ""CO)"", """", ""9326"", ""2722"", """"]"
159,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,33,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Infrastructure Control Offi"", ""cer (ICO)"", """", ""9326"", ""2038"", """"]"
160,2019-07-20,Weekly Notice No. 29 Week Ending- 20th July 2019__d84ad85105.pdf,3,35,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""Public"", ""Transport Authority  29 Weekly Notic""]"
161,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Distance"", ""at or"", ""M"", ""aximum"", ""Reason for Date to be""]"
162,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,4,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""between"", ""(km)"", """", ""Speed"", ""Restriction""]"
163,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,10,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Jetty"", """", """", """", """", ""Review""]"
164,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Stirling"", ""Down M"", ""ain"", """", ""Vin"", ""cent St Bridge""]"
165,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,20,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""points in"", ""yard"", """", """", """"]"
166,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Down M"", ""ain"", """", """", """"]"
167,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,30,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Maddington"", ""Up Ma"", ""in"", """", """", ""2019""]"
168,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,35,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Up Ma"", ""in"", """", """", ""2019""]"
169,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,37,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Cont"", ""act"", ""Tele"", ""phone Nu"", ""mbers""]"
170,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,39,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Train Control"", """", """", ""9326"", ""3026"", """"]"
171,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,41,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Electric Control Officer (E"", ""CO)"", """", ""9326"", ""2722"", """"]"
172,2019-07-27,Weekly Notice No. 30 Week Ending- 27th July 2019__2e6992b157.pdf,3,43,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Infrastructure Control Offi"", ""cer (ICO)"", """", ""9326"", ""2038"", """"]"
173,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Distance"", ""at or"", ""M"", ""aximum"", ""Reason for Date to be""]"
174,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,4,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""between"", ""(km)"", """", ""Speed"", ""Restriction""]"
175,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,10,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Jetty"", """", """", """", """", ""Review""]"
176,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Stirling"", ""Down M"", ""ain"", """", ""Vin"", ""cent St Bridge""]"
177,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,20,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""points in"", ""yard"", """", """", """"]"
178,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Down M"", ""ain"", """", """", """"]"
179,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,30,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Maddington"", ""Up Ma"", ""in"", """", """", ""2019""]"
180,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,35,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Up Ma"", ""in"", """", """", ""2019""]"
181,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,37,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Cont"", ""act"", ""Tele"", ""phone Nu"", ""mbers""]"
182,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,39,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Train Control"", """", """", ""9326"", ""3026"", """"]"
183,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,41,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Electric Control Officer (E"", ""CO)"", """", ""9326"", ""2722"", """"]"
184,2019-08-03,Weekly Notice No. 31 Week Ending- 3rd August 2019__d3a0647a30.pdf,3,43,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Infrastructure Control Offi"", ""cer (ICO)"", """", ""9326"", ""2038"", """"]"
185,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Distance"", ""at or"", ""M"", ""aximum"", ""Reason for Date to be""]"
186,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,4,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""between"", ""(km)"", """", ""Speed"", ""Restriction""]"
187,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,10,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Jetty"", """", """", """", """", ""Review""]"
188,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Stirling"", ""Down M"", ""ain"", """", ""Vin"", ""cent St Bridge""]"
189,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,20,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""points in"", ""yard"", """", """", """"]"
190,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Down M"", ""ain"", """", """", """"]"
191,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,30,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Maddington"", ""Up Ma"", ""in"", """", """", ""2019""]"
192,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,35,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Up Ma"", ""in"", """", """", ""2019""]"
193,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,37,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""Cont"", ""act"", ""Tele"", ""phone Nu"", ""mbers""]"
194,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,39,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Train Control"", """", """", ""9326"", ""3026"", """"]"
195,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,41,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Electric Control Officer (E"", ""CO)"", """", ""9326"", ""2722"", """"]"
196,2019-08-10,Weekly Notice No. 32 Week Ending- 10th August 2019__b82f814f0a.pdf,3,43,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Infrastructure Control Offi"", ""cer (ICO)"", """", ""9326"", ""2038"", """"]"
197,2020-08-08,Weekly Notice No. 32 Week Ending 8th August 2020__84ecf5b58a.pdf,3,2,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""Mundijong to 40.874km to 40.747km Up Signalling 60km/h 13 January 2020 TBA"", """", """", """", """", """"]"
198,2020-08-08,Weekly Notice No. 32 Week Ending 8th August 2020__84ecf5b58a.pdf,3,9,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""Turnout design Bassendean 8.200km to 8.100km Up Main 80km/h 05 April 2020 TBA"", """", """", """", """", """"]"
199,2020-08-08,Weekly Notice No. 32 Week Ending 8th August 2020__84ecf5b58a.pdf,3,10,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""25.848km to 25.960km Down Turnout design Joondalup 80km/h 21 April 2020 TBA"", """", """", """", """", """"]"
200,2020-08-08,Weekly Notice No. 32 Week Ending 8th August 2020__84ecf5b58a.pdf,3,11,invalid_reason_or_shifted_columns,manual_review_required,manual_review_probable_shifted_columns,unreviewed,"[""Turnout design Joondalup 25.960km to 25.848km Up Main 80km/h 21 April 2020 TBA"", """", """", """", """", """"]"
201,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Section of"", ""Dis"", ""tance at o"", ""r"", ""Maximum"", ""Reason for Date to be""]"
202,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,3,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""D"", ""ate Imposed""]"
203,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,5,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Railway"", ""bet"", ""ween (km"", "")"", ""Speed"", ""Restriction Cancelled""]"
204,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,7,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle -"", """", """", """", """", ""Pe destrian Crossing""]"
205,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,9,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Robbs Jetty"", """", """", """", """", ""Review""]"
206,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,11,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Mundijong to"", ""40.874k"", ""m to 40.747k"", ""m Up"", """", """"]"
207,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,12,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""60km/h 1"", ""3 Ja nuary 2020 S ignalling Issues Indefinite""]"
208,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,13,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Byford"", """", ""Direction"", """", """", """"]"
209,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""7.900km"", ""to 8.150km"", ""Down"", """", ""T urnout defects &""]"
210,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,17,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", ""Main"", """", """", ""turn out design issues""]"
211,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,19,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""8.200k"", ""m to 8.100k"", ""m Up"", """", """"]"
212,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,23,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.848"", ""km to 25.96"", ""0km"", """", """"]"
213,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,25,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""D"", ""own Main"", """", """", """"]"
214,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,27,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""25.960k"", ""m to 25.848k"", ""m Up"", """", """"]"
215,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,30,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""43.060k"", ""m to 42.650k"", ""m Up"", """", """"]"
216,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,34,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""19.550"", ""km to 21.21"", ""0km"", """", ""111 4A pts multiple rail""]"
217,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,36,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""D"", ""own Main"", """", """", ""defects""]"
218,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,42,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""12.725"", ""km to 12.95"", ""5km"", """", """"]"
219,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,44,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""& to 0.66"", ""0km Thornli"", ""e Line"", """", """"]"
220,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,46,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""North"", ""18.800 t"", ""o 18.920km"", ""Down"", """", """"]"
221,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,47,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""40km/h"", ""6 J uly 2020 Turnout defects 11 October 202""]"
222,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,48,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle"", """", ""Main"", """", """", """"]"
223,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,50,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""9.450 t"", ""o 9.550km D"", ""own"", """", """"]"
224,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,54,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""0.900 t"", ""o 1.300km D"", ""own"", """", """"]"
225,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,58,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""19.150 t"", ""o 20.150km"", ""Down"", """", ""T urnout defects &""]"
226,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,62,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""20.150"", ""km to 19.15"", ""0km"", """", ""T urnout defects &""]"
227,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,3,65,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", ""Cont"", ""act Telep"", ""ho ne Numbe rs""]"
228,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,1,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Section of"", ""Dis"", ""tance at o"", ""r"", ""Maximum"", ""Reason for Date to be""]"
229,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,3,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", """", """", ""D"", ""ate Imposed""]"
230,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,5,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Railway"", ""bet"", ""ween (km"", "")"", ""Speed"", ""Restriction Cancelled""]"
231,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,7,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Fremantle -"", """", """", """", """", ""Pe destrian Crossing""]"
232,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,9,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Robbs Jetty"", """", """", """", """", ""Review""]"
233,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,11,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Mundijong to"", ""40.874k"", ""m to 40.747k"", ""m Up"", """", """"]"
234,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,12,missing_location_or_speed,manual_review_required,manual_review,unreviewed,"["""", """", """", """", ""60km/h 1"", ""3 Ja nuary 2020 S ignalling Issues Indefinite""]"
235,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,13,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"[""Byford"", """", ""Direction"", """", """", """"]"
236,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,15,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", ""7.900km"", ""to 8.150km"", ""Down"", """", ""T urnout defects &""]"
237,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,3,17,missing_or_invalid_speed,manual_review_required,ignore_or_stitch_fragment,unreviewed,"["""", """", ""Main"", """", """", ""turn out design issues""]"
