tsr_master_id,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,line_key,line_name,location_direction,affected_area,latest_location,latest_line_section,latest_distance_km,location_from_km,location_to_km,latest_stn_no,latest_max_speed,date_imposed_raw,date_imposed_normalised,latest_reason_raw,latest_reason_group,latest_date_cancelled_raw,latest_date_cancelled,master_fingerprint,row_quality,normalisation_notes
1,2018-09-01,2018-11-24,13,0,2018-11-24,FTM,Fremantle Line,Unknown,Fremantle - Robbs Pedestrian Crossing September Section,Fremantle - Robbs Pedestrian Crossing September Section,Fremantle - Robbs Pedestrian Crossing September Section,,,,,30km/h,,,Jetty Review 2011,Other / review required,,2018-11-24,31d858fc847a848eef8a03061b90dccdc9c3abf43c21e357a7e33d6a70d55be7,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
2,2018-09-01,2018-09-01,1,0,2018-09-01,UNCLASSIFIED,Unclassified,Unknown,Jetty Review 2011 East Perth 0.250km to,Jetty Review 2011 East Perth,Jetty Review 2011 East Perth,0.250km to,0.25,0.25,,30km/h,09 February,2018-02-09,Rail Defects,Track condition,,2018-09-01,2128481193d21a85189f6f1f6eb257b6faf4b3fb03dbb17c6a74453bccc02b40,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
3,2018-09-01,2018-09-01,1,0,2018-09-01,UNCLASSIFIED,Unclassified,Down,Down Mains) East Perth 4.883km to,Down Mains) East Perth,Down Mains) East Perth,4.883km to,4.883,4.883,,80km/h,14 February,2018-02-14,Rail Defect at 856A,Track condition,,2018-09-01,a1124efd3a70595b1e0305e2aafd98dd6bf006451cec62bdb54bdf4ece7a4de3,repaired,strategy=text_line; line_not_inferred
16,2018-12-01,2019-01-25,9,0,2019-01-25,FTM,Fremantle Line,Unknown,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,,,,Section,30km/h,Pedestrian Crossing Review,,September 2011,Other / review required,,2019-01-25,e9ee57f1f8ab39efee8f5686c4e241e4806f7815329a3f68f0c53792bc7611a0,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
24,2019-01-18,2019-01-25,2,0,2019-01-25,JTM,Joondalup Line,Unknown,Leederville- Stirling,Leederville- Stirling,Leederville- Stirling,,,,2.690 to 2.810 Down Main,40km/h,Sleeper Condition on Vincent St Bridge,,December 25th 2018,Other / review required,,2019-01-25,476d75beddd0b3f5fd8be3837f18d77cff74d53d565c68a4dd6bc1e5c4835064,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
27,2019-03-23,2019-03-23,1,0,2019-03-23,FTM,Fremantle Line,Unknown,Fremantle - Robbs Section,Fremantle - Robbs Section,Fremantle - Robbs Section,,,,,30km/h,Ped 30km/h,,estrian Crossing,Level crossing / pedestrian crossing,TBA,2019-03-23,0cc122f08d97778ce55c6e49e17a95844ab9dc169bab451891eb62e4e75f3869,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
28,2019-03-23,2019-03-23,1,0,2019-03-23,JTM,Joondalup Line,Unknown,2.4 Leederville- Stirling 65 to 2.780 2.4 Leederville- Stirling 65 to 2.780,2.4 Leederville- Stirling 65 to 2.780,2.4 Leederville- Stirling 65 to 2.780,2.4 Leederville- Stirling 65 to 2.780,2.4,2.78,,40km/h,Slee 40km/h,,per Condition on A,Other / review required,pril 12th 20,2019-03-23,f4f3f56a87566b4f315a73d06f7b57e57789ae39585e4b60fd792b388987e474,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
29,2019-03-23,2019-03-23,1,0,2019-03-23,FTM,Fremantle Line,Unknown,8.00 Fremantle Line 0 to 8.539 U p 8.00 Fremantle Line 0 to 8.539 U p,8.00 Fremantle Line 0 to 8.539 U p,8.00 Fremantle Line 0 to 8.539 U p,8.00 Fremantle Line 0 to 8.539 U p,8.539,8.539,,40km/h,40km/h,,Re-Rail March 18,New rail / weld,March 18,2019-03-18,b72d3a6a3cf8496bd54ebbf2c56aba1585c9acf2bbdcfaa7c335e1207eeef006,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
30,2019-03-23,2019-03-23,1,0,2019-03-23,FTM,Fremantle Line,Unknown,8.6 Fremantle Line 51 to 8.851 8.6 Fremantle Line 51 to 8.851,8.6 Fremantle Line 51 to 8.851,8.6 Fremantle Line 51 to 8.851,8.6 Fremantle Line 51 to 8.851,8.6,8.851,,40km/h,40km/h,,Re-Rail March 18,New rail / weld,March 18,2019-03-18,c34166f118c0691c544da6d848cfdf064d2207da247465468b5e9c7f55e26473,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
31,2019-03-30,2019-05-25,7,0,2019-05-25,FTM,Fremantle Line,Unknown,Fremantle - Robbs Section,Fremantle - Robbs Section,Fremantle - Robbs Section,,,,,30km/h,30km/h,,Pedestrian,Level crossing / pedestrian crossing,,2019-05-25,debd07b21db8a3629475e7892143df6f90d241ee5623a78d81bd3256c929a074,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
32,2019-03-30,2019-05-25,7,0,2019-05-25,JTM,Joondalup Line,Unknown,2.4 Leederville- Stirling 65 to 2.780 2.4 Leederville- Stirling 65 to 2.780,2.4 Leederville- Stirling 65 to 2.780,2.4 Leederville- Stirling 65 to 2.780,2.4 Leederville- Stirling 65 to 2.780,2.4,2.78,,40km/h,40km/h,,Sleeper Co,Track condition,,2019-05-25,6394f3afa6b6b835a45e020f8640d7c128026f71208eccd77dd723f6472ad82d,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
45,2019-06-15,2019-07-13,5,0,2019-07-13,FTM,Fremantle Line,Unknown,Fremantle - Robbs Section,Fremantle - Robbs Section,Fremantle - Robbs Section,,,,,30km/h,30km/h,,Pedestrian Crossing,Level crossing / pedestrian crossing,TBA,2019-07-13,7043a4b2d611790090f69de484b22e722ef2d942a08a59defd2d6c32e3445117,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
46,2019-06-15,2019-07-13,5,0,2019-07-13,JTM,Joondalup Line,Unknown,Leederville 2.4 65 to 2.780,Leederville,Leederville,2.4 65 to 2.780,2.4,2.78,,40km/h,40km/h,,Sleeper Condition on 27th July,Track condition,July,2019-07-13,67651fb66d818efec92edc494282d233c2d74fa921a77e138885a895464f442b,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
47,2019-06-15,2019-07-13,5,0,2019-07-13,JTM,Joondalup Line,Unknown,Joondalup 22.9 42 to 23.184,Joondalup,Joondalup,22.9 42 to 23.184,22.9,23.184,,40km/h,40km/h,,19th Rail Defect July,Track condition,July,2019-07-13,4f6159cc283e877014da36af1a89f070c0274ae73704c879f811ca50298f43df,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
48,2019-06-15,2019-07-13,5,0,2019-07-13,FTM,Fremantle Line,Unknown,Fremantle 8.2 68 to 8.516,Fremantle,Fremantle,8.2 68 to 8.516,8.2,8.516,,40km/h,40km/h,,30th Rail Defect June,Track condition,June,2019-07-13,94b1fc021683b4c0e3c0b1f0f0fc958908d88ec46a3a1f8b4f6faf4760f0206b,repaired,strategy=table_text; direction_not_inferred; date_imposed_not_normalised
57,2019-06-29,2019-07-13,3,0,2019-07-13,JTM,Joondalup Line,Yard,Acr Nowergup Yard oss 37 & 38,Acr Nowergup Yard oss 37 & 38,Acr Nowergup Yard oss 37 & 38,,,,,8km/h,8km/h,,Points,Turnout / points,TBA,2019-07-13,82599fc7a40b74ad48a45637c6875d5cbdd6412ec08024555e4d91446c696905,repaired,strategy=table_text; no_numeric_chainage_supplied; date_imposed_not_normalised
68,2019-07-20,2019-07-20,1,0,2019-07-20,FTM,Fremantle Line,Unknown,Fremantle - Robbs Sectio n,Fremantle - Robbs Sectio n,Fremantle - Robbs Sectio n,,,,,30km/h,,,Pedestrian Crossing,Level crossing / pedestrian crossing,TBA,2019-07-20,2d1a84eec1eb6854ad030811b1c9e3e07d964a6ab34cc3602cdeaa1c860ce9c3,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
69,2019-07-20,2019-07-20,1,0,2019-07-20,JTM,Joondalup Line,Unknown,Leederville 2.465 to 2 .780,Leederville,Leederville,2.465 to 2 .780,2.465,2.465,,40km/h,,,Sleeper Condition on 27th July,Track condition,Sleeper Condition on 27th July,2019-07-20,9347d490ea2068212430860f63be46439a80877545673a01c2a0e8e051834ab1,valid,strategy=table_text; direction_not_inferred
70,2019-07-20,2019-07-20,1,0,2019-07-20,JTM,Joondalup Line,Unknown,Joondalup - 2 2.942 to 2 3.184,Joondalup - 2,Joondalup - 2,2.942 to 2 3.184,2.942,3.184,,40km/h,,,19th Rail Defect July,Track condition,19th Rail Defect July,2019-07-20,b4e06ba1d312eac2c65696900d3907d8c1c1ce7212afce639c59f1dc700f9405,valid,strategy=table_text; direction_not_inferred
71,2019-07-20,2019-08-10,4,0,2019-08-10,JTM,Joondalup Line,Yard,Nowergup Yard Across 37 & 38,Nowergup Yard Across 37 & 38,Nowergup Yard Across 37 & 38,,,,,8km/h,,,Points,Turnout / points,TBA,2019-08-10,8e0a7242dbc135ea6c81b213abc7e7c9996b5034f55e3f35a22518f8cff6289a,repaired,strategy=table_text; no_numeric_chainage_supplied
72,2019-07-27,2019-08-10,3,0,2019-08-10,FTM,Fremantle Line,Unknown,Fremantle - Robbs Sectio n,Fremantle - Robbs Sectio n,Fremantle - Robbs Sectio n,,,,,30km/h,,,estrian Crossing,Level crossing / pedestrian crossing,TBA,2019-08-10,39972c601e3a4cc013c0c789a5df131e232d73a1d190982cc2763021e51a7c78,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
73,2019-07-27,2019-08-10,3,0,2019-08-10,JTM,Joondalup Line,Unknown,Leederville 2.465 to 2 .780,Leederville,Leederville,2.465 to 2 .780,2.465,2.465,,40km/h,,,per Condition on 27 th July 20,Other / review required,per Condition on 27 th July 20,2019-08-10,c57443d9c397781057ac6c8e0886b2c94e71fa3efadda32db26af0541ef881a7,valid,strategy=table_text; direction_not_inferred
75,2019-07-27,2019-08-10,3,0,2019-08-10,ATM,Armadale Line,Unknown,14 Kenwick Station .270 to 14 .460k m,14 Kenwick Station .270 to 14 .460k m,14 Kenwick Station .270 to 14 .460k m,,,,,40km/h,m,,Rail defect 3,Track condition,1st July 201,2019-08-10,345c73a4d4acb9a56fb4af969d91cfc17a3e51eeb2cf5cfadcc155394aa7ef9b,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
76,2019-07-27,2019-08-10,3,0,2019-08-10,ATM,Armadale Line,Unknown,Gosnells to 19 .300 to 19 .000k m,Gosnells to 19 .300 to 19 .000k m,Gosnells to 19 .300 to 19 .000k m,,,,,40km/h,m,,6 Rail defects Novembe,Track condition,6 Rail defects Novembe,2019-08-10,d3927fe0fc8ab28e7b1be3dc9036e535559de5ca251fdd6d50fa3cc3f691dcec,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
77,2019-07-27,2019-08-10,3,0,2019-08-10,ATM,Armadale Line,Unknown,25 Kelmscott to Challis .975 to 26 .140k m,25 Kelmscott to Challis .975 to 26 .140k m,25 Kelmscott to Challis .975 to 26 .140k m,,,,,40km/h,27 August,2019-08-27,Rail defects,Track condition,Rail defects 27 August,2019-08-10,aab15620999dcfe9adaaf8486d81b5f7db446dc452eba7c9144673761924ad55,repaired,strategy=table_text; no_numeric_chainage_supplied; direction_not_inferred
90,2019-08-24,2019-10-05,7,0,2019-10-05,FTM,Fremantle Line,Unknown,Fremantle - Robbs Pedestrian Crossing TBA Section,Fremantle - Robbs Pedestrian Crossing TBA Section,Fremantle - Robbs Pedestrian Crossing TBA Section,,,,,30km/h,,,Jetty Review,Other / review required,,2019-10-05,5452bb3f5440617d3fbdc979108a796eaf70e36519dee78afcbdca76ca0cab22,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
91,2019-08-24,2019-10-05,7,0,2019-10-05,JTM,Joondalup Line,Unknown,Leederville 2.465 to 2.780 Sleeper Condition on 17th October,Leederville,Leederville,2.465 to 2.780 Sleeper Condition on 17th October,2.465,2.78,,40km/h,,,Stirling Down Main Vincent St Bridge 2019,Structures / bridge,,2019-10-05,5f60f8da09a51005789e094340fd7e7d9b570fc199118824aacad9acb899e0ad,repaired,strategy=text_line; direction_not_inferred
92,2019-08-24,2019-10-05,7,0,2019-10-05,JTM,Joondalup Line,Yard,Across 37 & 38 2nd October Nowergup Yard,Across 37 & 38 2nd October Nowergup Yard,Across 37 & 38 2nd October Nowergup Yard,,,,,8km/h,,,Points points in yard 2019,Turnout / points,,2019-10-05,ab7bc5561b18b926664abf594d64cdb03addfd7e16098701befc0b9763323c60,repaired,strategy=text_line; no_numeric_chainage_supplied
93,2019-08-24,2019-09-14,4,0,2019-09-14,ATM,Armadale Line,Unknown,14.270 to 12th September Kenwick Station 14.270 to 12th September Kenwick Station,14.270 to 12th September Kenwick Station,14.270 to 12th September Kenwick Station,14.270 to 12th September Kenwick Station,14.27,14.27,,40km/h,,,Rail defect 14.460km Down 2019,Track condition,,2019-09-14,52ea35914935eba3459a1c5e03cc1cfd0889d3b5a55e44ca5d5cdb7b258e287a,repaired,strategy=text_line; direction_not_inferred
94,2019-08-24,2019-10-05,7,0,2019-10-05,ATM,Armadale Line,Unknown,Gosnells to 19.300 to 6th November,Gosnells to,Gosnells to,19.300 to 6th November,19.3,19.3,,40km/h,,,Rail defects Maddington 19.000km Up Main 2019,Track condition,,2019-10-05,6b541904ccefd6b4f02ac62ed9f7105ef1149e2bbfbe3ea18b80aa65c94c345e,repaired,strategy=text_line; direction_not_inferred
95,2019-08-24,2019-10-05,7,0,2019-10-05,ATM,Armadale Line,Unknown,25.975 to 27th August Kelmscott to Challis 25.975 to 27th August Kelmscott to Challis,25.975 to 27th August Kelmscott to Challis,25.975 to 27th August Kelmscott to Challis,25.975 to 27th August Kelmscott to Challis,25.975,25.975,,40km/h,,,Rail defects 26.140km Up Main 2019,Track condition,,2019-10-05,2173376b6d169b88b24ee171233c9671a2bc8cb4af28bdcfdb9286a67906d35a,repaired,strategy=text_line; direction_not_inferred
117,2019-09-21,2019-10-05,3,0,2019-10-05,MTM,Midland Line,Unknown,Bassendean to 9.200km to,Bassendean to,Bassendean to,9.200km to,9.2,9.2,,60km/h,,,Rail defects TBA Success Hill 9.040km,Track condition,,2019-10-05,f4e86f48851acffcb7c3ad376645d897b74032cf5d5d3b9c2990f91717e38d67,repaired,strategy=text_line; direction_not_inferred
118,2019-09-21,2019-10-05,3,0,2019-10-05,ATM,Armadale Line,Unknown,Maddington to 18.010 to 16th,Maddington to,Maddington to,18.010 to 16th,18.01,18.01,,60km/h,,,Rail defect Gosnells 18.170km Down September,Track condition,,2019-10-05,b04ad9a16c30b14c97c572dfec321e49c53c89e1592171b5da764e41be5bf079,repaired,strategy=text_line; direction_not_inferred
135,2019-10-26,2019-10-26,1,0,2019-10-26,FTM,Fremantle Line,Unknown,Fremantle - Pedestrian TBA Section,Fremantle - Pedestrian TBA Section,Fremantle - Pedestrian TBA Section,,,,,30km/h,,,Robbs Jetty Crossing Review,Level crossing / pedestrian crossing,,2019-10-26,ffb6516c97b9ee059b472eb5176973ca50e29c50528296960dfeeb2e7d70742d,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
136,2019-10-26,2019-10-26,1,0,2019-10-26,TTM,Thornlie Line,Unknown,(Thornlie Line) to Thornlie Line,(Thornlie Line) to Thornlie Line,(Thornlie Line) to Thornlie Line,,,,,20km/h,,,Rail defects 2019 12.760km Up Main,Track condition,,2019-10-26,543c4fde0be1071cdaa78591e2f2e63d322ceb594a4570c883dc23b03b80c25a,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
137,2019-10-26,2019-10-26,1,0,2019-10-26,ATMUP,Armadale Line,Up,Gosnells to 19.300 to 19.000km Up 6th November,Gosnells to,Gosnells to,19.300 to 19.000km Up 6th November,19.3,19.3,,40km/h,,,Rail defects Maddington Main 2019,Track condition,,2019-10-26,4499bfe6c379b41b1459e82e5e9897c8916ad00fc8dd80767192aa591a3e5756,repaired,strategy=text_line
138,2019-10-26,2019-10-26,1,0,2019-10-26,ATMUP,Armadale Line,Up,Kelmscott to 25.975 to 26.140km Up 27th August,Kelmscott to,Kelmscott to,25.975 to 26.140km Up 27th August,25.975,26.14,,40km/h,,,Rail defects Challis Main 2019,Track condition,,2019-10-26,baed36ac33c7ab50218573b7c1ce8f08be41fef3e00cdfd9d04bd49486e7557c,repaired,strategy=text_line
139,2019-11-02,2019-11-09,2,0,2019-11-09,FTM,Fremantle Line,Unknown,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,,,,Section,30km/h,2011,,Pedestrian Crossing Review,Level crossing / pedestrian crossing,TBA,2019-11-09,8531fbdc78c5d365f70ff0de978ee452635eaaf22a18f5c869e6a2ad4f80be8d,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
140,2019-11-02,2019-11-09,2,0,2019-11-09,TTM,Thornlie Line,Unknown,Thornlie Line,Thornlie Line,Thornlie Line,,,,1.661km Up Main (Thornlie Line) to 12.760km Up Main (Armadale Line),20km/h,14th October 2019,2019-10-14,Rail defects,Track condition,3rd November 2019,2019-11-03,e49be688364103181717be32a28e421301576de62d4faeeb5296d4a1502e07fb,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
141,2019-11-02,2019-11-09,2,0,2019-11-09,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,19.150 to 20.150km Down,60km/h,25th October 2019,2019-10-25,Rail defects,Track condition,TBA,2019-11-09,af951047dca53a05551f9b76d4f215189014b30403cf3338070a1c48d0108b9c,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
142,2019-11-02,2019-11-09,2,0,2019-11-09,ATM,Armadale Line,Unknown,Gosnells to Maddington,Gosnells to Maddington,Gosnells to Maddington,,,,Main 19.300 to 19.000km Up Main,40km/h,10th July 2019,2019-07-10,Rail defects,Track condition,6th November,2019-11-06,2c017e681603a83d86b14ef811e0254050b3cc2052b0bc5bec652edacbf0f6d0,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
143,2019-11-02,2019-11-09,2,0,2019-11-09,ATM,Armadale Line,Unknown,Kelmscott to Challis,Kelmscott to Challis,Kelmscott to Challis,,,,25.975 to 26.140km Up Main,40km/h,10th July 2019,2019-07-10,Rail defects,Track condition,2019 6th December,2019-11-09,18bf56aeac12fe7cffd3faf55ef012f73309cf093812c93a196017c5bb482e0a,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
149,2019-11-16,2020-08-01,36,0,2020-08-01,FTM,Fremantle Line,Unknown,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,,,,Section,20km/h,September 2011,,Pedestrian Crossing Review,Level crossing / pedestrian crossing,TBA,2020-08-01,68b4a167a531946146208ffd391c6da2328caee1c5398a95cdd418789d55504b,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred; date_imposed_not_normalised
150,2019-11-16,2019-12-14,5,0,2019-12-14,JTM,Joondalup Line,Unknown,Leederville to Glendalough,Leederville to Glendalough,Leederville to Glendalough,,,,2.670km to 2.830km Down Main,60km/h,5th November 2019,2019-11-05,Track condition,Track condition,2nd December 2019,2019-12-02,1ea547738fe0f3b912be42b873d7a19786596e9a5b888b308df02d25bd35e49a,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
151,2019-11-16,2019-12-14,5,0,2019-12-14,ATM,Armadale Line,Unknown,Kelmscott to Challis,Kelmscott to Challis,Kelmscott to Challis,,,,25.975km to 26.14km to Down Main,40km/h,10th July 2019,2019-07-10,Rail defects,Track condition,6th December 2019,2019-12-06,f1c3aa0eca952ab0ffb9624b16f93c4cc28361374ebd9043018d1d3b83fa6b8c,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
152,2019-11-16,2020-01-04,8,0,2020-01-04,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,19.150 to 20.150km Down Main,60km/h,25th October 2019,2019-10-25,Rail defects,Track condition,24th December 2019,2019-12-24,ffbb2521c9c18b9358d4ce6ec88abb729bd4572531fe9a29916c454626f4370b,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
153,2019-11-16,2020-02-22,15,0,2020-02-22,ATM,Armadale Line,Unknown,Oats St,Oats St,Oats St,,,,7.020km to 6.785km Up Main,40km/h,1st November 2019,2019-11-01,Track geometry,Track geometry,20th February 2020,2020-02-20,b7b2fd04084fecd89ebcc0aa988c67934eea8134d6be5bd373182f530e2baa29,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
167,2019-12-07,2019-12-14,2,0,2019-12-14,FTM,Fremantle Line,Unknown,Showgrounds,Showgrounds,Showgrounds,,,,10.558km to 10.575km Up Main,40km/h,15th November,2019-11-15,Heat buckle / Rail Stress,Track condition,2nd December 2019,2019-12-02,0dacb7c69f0c59086b10f6237d37861b91d74ede83f6a92ef20706991376360d,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
179,2019-12-21,2019-12-21,1,0,2019-12-21,UNCLASSIFIED,Unclassified,Unknown,Perth,Perth,Perth,,,,19.150 to 20.150km Up Main,20km/h,3rd December 2019,2019-12-03,Track defects,Track condition,8th December 2019,2019-12-08,7acd349752d5256a179989ff7238cfe01cfc796e6f95fab67d3f98e42b63f630,repaired,strategy=table_lines; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
188,2020-01-11,2020-02-22,7,0,2020-02-22,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,19.910 to 20.150km Down Main,60km/h,21st December 2019,2019-12-21,Rail defects,Track condition,24th February 2020,2020-02-24,cd907fa704326f559f0a349e73f3841b518e5e982e8279ba4efaaa1f8ece20dd,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
189,2020-01-11,2020-04-11,14,0,2020-04-11,ATM,Armadale Line,Unknown,Kelmscott to Sherwood,Kelmscott to Sherwood,Kelmscott to Sherwood,,,,26.045km to 26.470km Down Main,40km/h,21st December 2019,2019-12-21,Rail defects,Track condition,8th April 2020,2020-04-08,c41e12c2826aa7cf3ea022e04db5066a8c3efe506390ae100d227a687018abdf,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
201,2020-02-01,2020-02-22,4,0,2020-02-22,RTM,Mandurah Line,Unknown,Warnbro to Rockingham,Warnbro to Rockingham,Warnbro to Rockingham,,,,45.570km to 44.330km Up Main,100km/h,17th January 2020,2020-01-17,Rail wear/ flanging,Track condition,TBA,2020-02-22,f6916c2312975741e224efc3d326cecf52dcae141df43bd80784a91119a9df0b,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
202,2020-02-01,2020-08-01,25,0,2020-08-01,UNCLASSIFIED,Unclassified,Unknown,Mundijong to Byford,Mundijong to Byford,Mundijong to Byford,,,,40.874km to 40.747km Up Direction,60km/h,13th January 2020,2020-01-13,Signalling Issues,Signals / train control,TBA,2020-08-01,9b4a064eae631adb103d82f07c539f1b1dc3d7872a3353e0895bc5ece63b57a9,repaired,strategy=table_lines; no_numeric_chainage_supplied; line_not_inferred; direction_not_inferred
215,2020-02-15,2020-04-18,10,0,2020-04-18,RTM,Mandurah Line,Unknown,Glen Iris to Cockburn,Glen Iris to Cockburn,Glen Iris to Cockburn,,,,19.500km to 20.150km Up & Down Mains,80km/h,05th February 2020,2020-02-05,Rail Defects,Track condition,17th April 2020,2020-04-17,e5dc0da9ecc92e87723bbfb0257d843c6fc1ca100f776dec19b96969f16d8919,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
216,2020-02-15,2020-02-22,2,0,2020-02-22,RTM,Mandurah Line,Unknown,Kwinana to Wellard,Kwinana to Wellard,Kwinana to Wellard,,,,34.900km to 35.600km Down Main,80km/h,30th January 2020,2020-01-30,Signalling Issues,Signals / train control,TBA,2020-02-22,3bd7134c851e5d2001ccf6ba34b767a418e13064e97ec727711631fb4b10245a,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
225,2020-02-22,2020-04-04,7,0,2020-04-04,MTM,Midland Line,Unknown,Bassendean,Bassendean,Bassendean,,,,8.214km to 8.114km Up Main,80km/h,10th February 2020,2020-02-10,Internal Rail Defects,Rail internal defect,TBA,2020-04-04,b7f6b2d59e9878518228409ae74a3957f989cdbd16c27ae7732cced3c71ba026,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
228,2020-02-29,2020-02-29,1,0,2020-02-29,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,20.150km to 19.150km Up Main,80km/h,14th February 2020,2020-02-14,Rail Defects,Track condition,TBA,2020-02-29,3cd14d6672e61b22b281b08af1045333f98f28da85ee80c1500ea3178b9e7a4e,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
229,2020-02-29,2020-02-29,1,0,2020-02-29,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,19.910 to 20.150km Down Main,60km/h,14th February 2020,2020-02-14,Rail defects,Track condition,TBA,2020-02-29,f91ba43e31319885a28409ae79cd2aad8830bfec8e3e94f4aae73df1f674b426,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
230,2020-02-29,2020-04-04,5,0,2020-04-04,RTM,Mandurah Line,Unknown,Warnbro to Rockingham,Warnbro to Rockingham,Warnbro to Rockingham,,,,45.570km to 44.330km Up Main,40km/h,29th January 2020,2020-01-29,Rail wear/ flanging,Track condition,13th June 2020,2020-06-13,6c544f11332b02f5a162c3f771dbb2c633dcabb21b2ffc2b5b46270d41aae6b8,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
233,2020-02-29,2020-08-01,21,0,2020-08-01,RTM,Mandurah Line,Unknown,Kwinana to Wellard,Kwinana to Wellard,Kwinana to Wellard,,,,34.900km to 35.600km Down Main,80km/h,30th January 2020,2020-01-30,Rail Defects,Track condition,3rd August 2020,2020-08-03,1ee5109383fc9e7a711b9a5b237f3fdedd5b6a28c1b4644ddb1afc26a67e1c3a,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
243,2020-03-07,2020-05-02,9,0,2020-05-02,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,19.150 to 20.150km Down Main,40km/h,26th February 2020,2020-02-26,Rail defects,Track condition,TBA,2020-05-02,bdaecedd25e419972b0f77b8ebcd8e46de94d365d1e23af1e988e182764a8227,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
244,2020-03-07,2020-05-02,9,0,2020-05-02,JTM,Joondalup Line,Unknown,Whitfords,Whitfords,Whitfords,,,,20.150km to 19.150km Up Main,40km/h,27th February 2020,2020-02-27,Rail defects,Track condition,TBA,2020-05-02,915bd4c93bfe6d487b80ab30b053484f2a4de2a88198232bc5fc225ed6572cdd,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
245,2020-03-07,2020-04-18,7,0,2020-04-18,JTM,Joondalup Line,Unknown,Joondalup to Edgewater,Joondalup to Edgewater,Joondalup to Edgewater,,,,26.000km to 24.700km Up Main,80km/h,17th February,2020-02-17,Track defects,Track condition,15th April 2020,2020-04-15,609bd24382aff245f43e5e800dec3179eef98e02d900000b753012479b23268c,repaired,strategy=table_lines; no_numeric_chainage_supplied; direction_not_inferred
