tsr_master_id,first_seen_notice_date,last_seen_notice_date,weeks_seen,is_active,resolved_date,line_key,line_name,location_direction,affected_area,latest_location,latest_line_section,latest_distance_km,location_from_km,location_to_km,latest_stn_no,latest_max_speed,date_imposed_raw,date_imposed_normalised,latest_reason_raw,latest_reason_group,latest_date_cancelled_raw,latest_date_cancelled,master_fingerprint,row_quality,normalisation_notes
3780,2024-08-11,2024-08-18,2,0,2024-08-18,FTM,Fremantle Line,Unknown,FTMDN 1.190km - 1.090km,FTMDN,FTMDN,1.190km - 1.090km,1.09,1.19,24-06-205,20km/h,04/11/2024,2024-11-04,28-Jun-24 Miscellaneous,Other / review required,,2024-08-18,4e0bea695ab512b0caccde3f59428169e004b51e042feeff73ed7721484b960c,repaired,strategy=text_line; direction_not_inferred
3786,2024-08-11,2024-08-18,2,0,2024-08-18,MTM,Midland Line,Unknown,MTMDN 11.750km - 11.850km,MTMDN,MTMDN,11.750km - 11.850km,11.75,11.85,24-08-022,40km/h,,,5-Aug-24 Rail Surface Defect,Rail surface defect,19/08/2024,2024-08-19,e6fb9d780495347dd85e53ccaf2694fac8bb010e38711011428f0d2906cbf726,repaired,strategy=text_line; direction_not_inferred
3787,2024-08-11,2024-08-11,1,0,2024-08-11,MTM,Midland Line,Unknown,MTMUP 13.950km - 13.400km,MTMUP,MTMUP,13.950km - 13.400km,13.4,13.95,24-08-041,20km/h,,,7-Aug-24 Rail Surface Defect,Rail surface defect,TBD,2024-08-11,e6c7507f469bf3c6d19083bc615cc6743d09be31b21154f2819ea7d72b61c990,repaired,strategy=text_line; direction_not_inferred
3798,2024-08-18,2025-02-02,20,0,2025-02-02,FTM,Fremantle Line,Unknown,FTMDN 8.862km - 8.310km,FTMDN,FTMDN,8.862km - 8.310km,8.31,8.862,24-08-082,60km/h,,,9-Aug-24 Rail Surface Defect,Rail surface defect,28/02/2025,2025-02-28,f41b467a753da641461cb311d1577d2c50a821c8001a4c9ac0fbdebb0ff0de14,repaired,strategy=text_line; direction_not_inferred
3805,2024-08-18,2025-05-04,33,0,2025-05-04,MTM,Midland Line,Unknown,MTMUP 13.620km - 13.400km,MTMUP,MTMUP,13.620km - 13.400km,13.4,13.62,24-08-086,60km/h,,,11-Aug-24 Rail Surface Defect,Rail surface defect,TBD,2025-05-04,ca8df91e22bc537ecc9ca29fe1a9dfccaa945a6ab1d831c56d63dc09a7edc167,repaired,strategy=text_line; direction_not_inferred
3815,2024-08-25,2024-09-01,2,0,2024-09-01,FTM,Fremantle Line,Unknown,FTMDN 6.950km - 7.170km,FTMDN,FTMDN,6.950km - 7.170km,6.95,7.17,24-03-160,40km/h,,,21-Mar-2024 Structural Integrity,Structures / bridge,TBD,2024-09-01,e725b1ba4a0feade13d959efb4e9c5c5213fcc3841afbe47e648ef7633b36065,repaired,strategy=text_line; direction_not_inferred
3816,2024-08-25,2024-09-01,2,0,2024-09-01,FTM,Fremantle Line,Unknown,FTMUP 0.160km - 0.670km,FTMUP,FTMUP,0.160km - 0.670km,0.16,0.67,22-10-158,30km/h,,,27-Oct-2022 Structural Integrity,Structures / bridge,TBA,2024-09-01,74be4fca1e2341c846d497f44adbdc45cf057fecfeabcbdd2d5a34d730628bd2,repaired,strategy=text_line; direction_not_inferred
3818,2024-08-25,2024-08-25,1,0,2024-08-25,FTM,Fremantle Line,Unknown,FTMDN 1.190km - 1.090km,FTMDN,FTMDN,1.190km - 1.090km,1.09,1.19,24-06-205,20km/h,,,28-Jun-24 Rail Surface Defect,Rail surface defect,04/11/2024,2024-11-04,7aeef27a6717d061de677395244b77f7c6b053b9b4843036ec5153e38082cc69,repaired,strategy=text_line; direction_not_inferred
3826,2024-08-25,2024-08-25,1,0,2024-08-25,JTM,Joondalup Line,Unknown,JTMDN 14.935km - 15.035km,JTMDN,JTMDN,14.935km - 15.035km,14.935,15.035,24-08-045,60km/h,,,7- Aug-2024 Rail Surface Defect,Rail surface defect,TBD,2024-08-25,1314d3a657f5f14614890a81b01921d73ff0f7c107004a81532a43fcbb42c439,repaired,strategy=text_line; direction_not_inferred
3840,2024-09-01,2025-05-11,32,0,2025-05-11,FTM,Fremantle Line,Unknown,FTMDN 14.935km - 15.035km,FTMDN,FTMDN,14.935km - 15.035km,14.935,15.035,24-08-045,60km/h,,,7-Aug-24 Rail Internal Defect,Rail internal defect,TBD,2025-05-11,d8567c57222e011b2a28f9c9205b452aea5e179644de21be9216f0e24842bdf7,repaired,strategy=text_line; direction_not_inferred
3846,2024-09-01,2024-09-01,1,0,2024-09-01,MTM,Midland Line,Unknown,MTMDN 0.400km - 1.300km,MTMDN,MTMDN,0.400km - 1.300km,0.4,1.3,24-08-163,40km/h,,,27-Aug-24 Track Geometry,Track geometry,31/08/2024,2024-08-31,bf071bc8b1c9c1e96519e3cfd81b823f4604b543ed17bee62683b3c19d2cd3b2,repaired,strategy=text_line; direction_not_inferred
3854,2024-09-01,2024-09-01,1,0,2024-09-01,CTM,City / Central Area,Unknown,CTMDN 1.190km - 1.090km,CTMDN,CTMDN,1.190km - 1.090km,1.09,1.19,24-06-205,20km/h,,,28-Jun-24 Rail Surface Defect,Rail surface defect,4/11/2024,2024-11-04,5e55a1b518733b21563c9df356add805591d1753d59c3466f9bd80ade3c6da98,repaired,strategy=text_line; direction_not_inferred
3857,2024-09-08,2024-10-13,6,0,2024-10-13,FTM,Fremantle Line,Unknown,FTMDN 6.800KM - 7.170km,FTMDN,FTMDN,6.800KM - 7.170km,6.8,7.17,24-09-007,30km/h,10/02/2025,2025-02-10,3-Sep-24 Structural integrity,Structures / bridge,,2024-10-13,7727fdba3e0fab84ab14708762a4f64e1214fe443ae92551b6e32907ddabe7bd,repaired,strategy=text_line; direction_not_inferred
3858,2024-09-08,2025-06-22,37,0,2025-06-22,FTM,Fremantle Line,Unknown,FTMUP 0.160km - 0.800km,FTMUP,FTMUP,0.160km - 0.800km,0.16,0.8,24-09-008,30km/h,,,4-Sep-24 Rail Surface Defect,Rail surface defect,15/07/2025,2025-07-15,57f53251cfb37cb6c3bd5dbf63c12b4a7c6e19baea777826c17a8351c203442a,repaired,strategy=text_line; direction_not_inferred
3859,2024-09-08,2025-03-16,23,0,2025-03-16,FTM,Fremantle Line,Unknown,FTMDN 0.580km - 1.025km,FTMDN,FTMDN,0.580km - 1.025km,0.58,1.025,24-09-009,30km/h,,,4-Sep-24 Rail Surface Defect,Rail surface defect,TBD,2025-03-16,6a2d6f964e65301fa71db0812ea8e104913c61f4f0749766bf6ed043e7989dba,repaired,strategy=text_line; direction_not_inferred
3860,2024-09-08,2024-10-13,6,0,2024-10-13,FTM,Fremantle Line,Unknown,FTMUP 4.878km - 5.436km,FTMUP,FTMUP,4.878km - 5.436km,4.878,5.436,24-09-013,30km/h,,,4-Sep-24 Rail Surface Defect,Rail surface defect,15/11/2024,2024-11-15,546a9035212468981518a1f216fe15d38fc8326a0d0cf2102cfed574accf677a,repaired,strategy=text_line; direction_not_inferred
3864,2024-09-08,2024-09-22,3,0,2024-09-22,MTM,Midland Line,Unknown,MTMDN 0.660km - 1.300km,MTMDN,MTMDN,0.660km - 1.300km,0.66,1.3,24-08-192,40km/h,,,2-Sep-24 Track Geometry,Track geometry,05/09/2024,2024-09-05,dd468ab40f8500a69f84dd9e8fa006cfd1f10572822b38278ddc3f07cbb8a1bf,repaired,strategy=text_line; direction_not_inferred
3865,2024-09-08,2025-01-19,15,0,2025-01-19,MTM,Midland Line,Unknown,MTMDN 2.200km - 2.700km,MTMDN,MTMDN,2.200km - 2.700km,2.2,2.7,24-09-004,60km/h,,,3-Sep-24 Rail Surface Defect,Rail surface defect,27/01/2025,2025-01-27,83fbfac03b9c34347310d7122589db8d00e4ed7481e72069a9aa3d2839dfae0f,repaired,strategy=text_line; direction_not_inferred
3866,2024-09-08,2024-10-13,6,0,2024-10-13,MTM,Midland Line,Unknown,MTMDN 13.594km - 13.695km,MTMDN,MTMDN,13.594km - 13.695km,13.594,13.695,24-09-003,20km/h,,,3-Sep-24 Turnout 26/10/2024,Turnout / points,,2024-10-13,c411e0f66e3cbbead9bb9fb52807a6485a8dcd013d89f664c564f83160770f06,repaired,strategy=text_line; direction_not_inferred
3867,2024-09-08,2024-09-29,4,0,2024-09-29,MTM,Midland Line,Unknown,MTMUP 12.140km - 10.980km,MTMUP,MTMUP,12.140km - 10.980km,10.98,12.14,24-09-006,60km/h,,,3-Sep-24 Rail Surface Defect,Rail surface defect,26/10/2024,2024-10-26,eed2a9e6ddd11c96a84c0733114f533bd5d115d8a6c5e33d08097475f08b829b,repaired,strategy=text_line; direction_not_inferred
3924,2024-09-22,2025-12-21,58,0,2025-12-21,JTM,Joondalup Line,Unknown,JTMDN 25.848km - 25.960km,JTMDN,JTMDN,25.848km - 25.960km,25.848,25.96,24-09-096,80km/h,,,18-Sep-24 Turnout,Turnout / points,Indefinite,2025-12-21,d4fd1809d80b44974e85ed45427272728cfc8933dbe9b4d3024b0db6924c6969,repaired,strategy=text_line; direction_not_inferred
3925,2024-09-22,2025-06-22,25,0,2025-06-22,JTM,Joondalup Line,Unknown,JTMUP 25.848km - 25.960km,JTMUP,JTMUP,25.848km - 25.960km,25.848,25.96,24-09-097,80km/h,,,18-Sep-24 Turnout,Turnout / points,Indefinite,2025-06-22,c6874dc5728a9d864ef43b3a0a9bf0c5dec9b07b70b21d7949a3acfa0dea2b11,repaired,strategy=text_line; direction_not_inferred
3962,2024-10-06,2025-02-02,13,0,2025-02-02,MTM,Midland Line,Unknown,MTMDN 0.660km - 1.200km,MTMDN,MTMDN,0.660km - 1.200km,0.66,1.2,24-09-124,60km/h,,,24-Sep-24 Noise Mitigation,Noise mitigation,TBD,2025-02-02,376593c858184fe2a7b7550cbfb54f2515c9c739dfb6a3c72fd39429fffd5227,repaired,strategy=text_line; direction_not_inferred
4001,2024-11-24,2025-03-23,18,0,2025-03-23,FTM,Fremantle Line,Unknown,FTMDN 6.800KM - 7.170km,FTMDN,FTMDN,6.800KM - 7.170km,6.8,7.17,24-09-007,30km/h,,,3-Sep-24 Structural integrity,Structures / bridge,TBD,2025-03-23,fb5fa0a8f0acca58d92c9d93e48844cb6df7866d8cfb53baea79309143ead5f2,repaired,strategy=text_line; direction_not_inferred
4007,2024-11-24,2025-05-25,27,0,2025-05-25,MTM,Midland Line,Unknown,MTMDN 9.540km - 9.671km,MTMDN,MTMDN,9.540km - 9.671km,9.54,9.671,24-10-097,60km/h,,,17-Oct-24 Rail Surface Defect,Rail surface defect,TBD,2025-05-25,7705e71962ef8039cb6a80824123040248ea45eaa5c4cac7c505a1e73b6575e4,repaired,strategy=text_line; direction_not_inferred
4009,2024-11-24,2025-01-26,10,0,2025-01-26,MTM,Midland Line,Unknown,MTMDN 13.594km - 13.695km,MTMDN,MTMDN,13.594km - 13.695km,13.594,13.695,24-09-003,20km/h,,,3-Sep-24 Turnout,Turnout / points,TBD,2025-01-26,a61bf784334c16af77102c9ccd440a4ca8c8d27c8796d342a0b4acec8300431e,repaired,strategy=text_line; direction_not_inferred
4015,2024-11-24,2025-02-23,14,0,2025-02-23,JTM,Joondalup Line,Unknown,JTMUP 40.660km - 40.420km,JTMUP,JTMUP,40.660km - 40.420km,40.42,40.66,24-10-073,40km/h,,,15-Oct-24 Points Fault,Turnout / points,TBD,2025-02-23,5c283b6bf276270069159b597155b360520a5787ada4877b987c641965faf6d5,repaired,strategy=text_line; direction_not_inferred
4016,2024-11-24,2026-04-19,72,0,2026-04-19,JTM,Joondalup Line,Unknown,JTMUP 40.429km - 40.660km,JTMUP,JTMUP,40.429km - 40.660km,40.429,40.66,24-10-073,40km/h,,,15-Oct-24 Rail Surface Defect,Rail surface defect,TBD,2026-04-19,358986225e4e9b5776ee2017b2bfd961477bdd9a642e03732d6e10d5316e7af8,repaired,strategy=text_line; direction_not_inferred
4041,2024-12-01,2025-01-12,7,0,2025-01-12,JTM,Joondalup Line,Unknown,JTMUP 2.167km - 2.709,JTMUP,JTMUP,2.167km - 2.709,2.167,2.709,24-11-159,40km/h,,,20-Nov-24 Rail Surface Defect,Rail surface defect,TBD,2025-01-12,7a1543afd19436efb3a3017359433ed41dbdf587b0a1abc7442b0d1103f17851,repaired,strategy=text_line; direction_not_inferred
4180,2025-01-12,2025-02-02,4,0,2025-02-02,MTM,Midland Line,Unknown,MTMUP 0.660km - 1.625km,MTMUP,MTMUP,0.660km - 1.625km,0.66,1.625,21-09-156,60km/h,,,28-Sep-21 Noise Mitigation,Noise mitigation,Indefinite,2025-02-02,037d66db407b3a69560b6d1ac9304dc2132ff10621dbe8bbf55dfc027222f080,repaired,strategy=text_line; direction_not_inferred
4238,2025-01-26,2025-01-26,1,0,2025-01-26,RTM,Mandurah Line,Unknown,RTMDN 53.660km - 53.760km,RTMDN,RTMDN,53.660km - 53.760km,53.66,53.76,24-11-093,80km/h,,,11-Nov-24 Rail Surface Defect,Rail surface defect,TBD,2025-01-26,5c77a81b87fde60172523c5fdb669d73b73c46250f64f2ad77176a67e6233965,repaired,strategy=text_line; direction_not_inferred
4248,2025-02-02,2025-02-02,1,0,2025-02-02,MTM,Midland Line,Unknown,MTMDN 13.591km - 13.695km,MTMDN,MTMDN,13.591km - 13.695km,13.591,13.695,25-01-098,20km/h,,,3-Sep-24 Turnout,Turnout / points,TBD,2025-02-02,60a3ab4ff644838316ec13c9701cc1f53006983320846c65be9d118e2d99d343,repaired,strategy=text_line; direction_not_inferred
4262,2025-02-02,2025-02-02,1,0,2025-02-02,RTM,Mandurah Line,Unknown,RTMUP 55.930km - 56.330km,RTMUP,RTMUP,55.930km - 56.330km,55.93,56.33,24-11-091,80km/h,,,11-Nov-24 Rail Surface Defect,Rail surface defect,TBD,2025-02-02,24002dfabfcfb7a2c6943b1957c35237492e943f8a07b5a0fc444cc9b5ee4da1,repaired,strategy=text_line; direction_not_inferred
4270,2025-02-09,2025-02-09,1,0,2025-02-09,FTM,Fremantle Line,Unknown,FTMDN 7.870km - 8-950km,FTMDN,FTMDN,7.870km - 8-950km,7.87,7.87,25-01-013,40km/h,,,5-Feb-25 Rail Internal Defect,Rail internal defect,TBD,2025-02-09,bdc71c4300058fd8bd2296fc58d2931767c75075f054e063f58351e97df1a406,repaired,strategy=text_line; direction_not_inferred
4272,2025-02-09,2025-02-23,3,0,2025-02-23,MTM,Midland Line,Unknown,MTMDN 13.591km - 13.695km,MTMDN,MTMDN,13.591km - 13.695km,13.591,13.695,25-01-098,20km/h,,,3-Sep-24 Turnout 19/03/2025,Turnout / points,,2025-02-23,f960a9657445630c0c95196172a422a231a48d03f879cf648eca57345e52362d,repaired,strategy=text_line; direction_not_inferred
4273,2025-02-09,2026-04-05,61,0,2026-04-05,MTM,Midland Line,Unknown,MTMDN 0.660km - 0.800km,MTMDN,MTMDN,0.660km - 0.800km,0.66,0.8,24-09-124,60km/h,,,24-Sep-24 Noise Mitigation,Noise mitigation,TBD,2026-04-05,8d1ec9d063ffaa48ac0438be876eb5b4b7e304f48abef334937e77897f68dfbd,repaired,strategy=text_line; direction_not_inferred
4275,2025-02-09,2025-03-02,4,0,2025-03-02,MTM,Midland Line,Unknown,MTMUP 0.660km - 0.800km,MTMUP,MTMUP,0.660km - 0.800km,0.66,0.8,25-02-003,60km/h,,,28-Sep-21 Noise Mitigation,Noise mitigation,TBD,2025-03-02,7e4043fb45fee3fd87b0f9983d86949f830a9c3f6181175456cbab89c1526aae,repaired,strategy=text_line; direction_not_inferred
4286,2025-02-09,2025-02-16,2,0,2025-02-16,RTM,Mandurah Line,Unknown,RTMDN 21.105km - 21.240km,RTMDN,RTMDN,21.105km - 21.240km,21.105,21.24,24-12-005,40km/h,,,3-Dec-24 Rail Surface Defect,Rail surface defect,23/02/2025,2025-02-23,198253c276db710067216fc655ab1106d7edd4003e723745c7b57dd3cad1057a,repaired,strategy=text_line; direction_not_inferred
4294,2025-02-16,2025-02-16,1,0,2025-02-16,FTM,Fremantle Line,Unknown,FTMDN 8.310km - 8.8620km,FTMDN,FTMDN,8.310km - 8.8620km,8.31,8.862,25-02-054,60km/h,21/02/2025,2025-02-21,10-Feb-25 Miscellaneous,Other / review required,,2025-02-16,fe29048f63bbc0ef68e14cb28b5abdc6bd1e09fd1686087892e0e215eefa6c7c,repaired,strategy=text_line; direction_not_inferred
4318,2025-02-23,2025-02-23,1,0,2025-02-23,FTM,Fremantle Line,Unknown,FTMDN 8.310km - 8.8620km,FTMDN,FTMDN,8.310km - 8.8620km,8.31,8.862,25-02-054,60km/h,24/02/2025,2025-02-24,10-Feb-25 Miscellaneous,Other / review required,,2025-02-23,ed5200582f5e09f9d96a67b243de5e2c7f785023e88be3080729ee3c37a35ecd,repaired,strategy=text_line; direction_not_inferred
4334,2025-02-23,2025-03-02,2,0,2025-03-02,RTM,Mandurah Line,Unknown,RTMDN 2.000km - 2.110km,RTMDN,RTMDN,2.000km - 2.110km,2.11,2.11,25-02-014,20km/h,,,5-Feb-25 Rail Internal Defect,Rail internal defect,25/02/2025,2025-02-25,d2b9c56d80bd6b8bd36a83a1e603d1bffb0569c9e59011c9bbeb09a8565d54d1,repaired,strategy=text_line; direction_not_inferred
4343,2025-03-02,2025-03-16,3,0,2025-03-16,MTM,Midland Line,Unknown,MTMDN 13.591km - 13.695km,MTMDN,MTMDN,13.591km - 13.695km,13.591,13.695,24-09-003,20km/h,,,3-Sep-24 Turnout 19/03/2025,Turnout / points,,2025-03-16,23dea0d26b40f65722e5b8a93a760f1af89a24500b18e2b77d9756fb35c4b0e9,repaired,strategy=text_line; direction_not_inferred
4347,2025-03-02,2025-04-27,9,0,2025-04-27,MTM,Midland Line,Unknown,MTMUP 8.100km - 8.200km,MTMUP,MTMUP,8.100km - 8.200km,8.1,8.2,24-06-128,80km/h,,,30-Jan-24 Turnout,Turnout / points,Indefinite,2025-04-27,cc36e041f51b204af0a798286575e44d82b8d1f5aacc570d4e9d0a81f699fe77,repaired,strategy=text_line; direction_not_inferred
4349,2025-03-02,2026-04-19,58,0,2026-04-19,JTM,Joondalup Line,Unknown,JTMUP 40.660km - 40.420km,JTMUP,JTMUP,40.660km - 40.420km,40.42,40.66,24-10-073,40km/h,,,15-Oct-24 Turnout,Turnout / points,TBD,2026-04-19,6ff189257863c902e7d179d71eeb8b4bd781ec299dcb3d9662cd4bf303643abe,repaired,strategy=text_line; direction_not_inferred
4357,2025-03-02,2025-11-23,36,0,2025-11-23,JTM,Joondalup Line,Unknown,JTMUP 40.537km - 40.430km,JTMUP,JTMUP,40.537km - 40.430km,40.43,40.537,25-02-164,40km/h,,,27- Feb-25 Rail Internal Defect,Rail internal defect,TBD,2025-11-23,5f3f95ac5dc275310efea9887f418649b72d17b84c0f9fb139717b9f8c1f94fc,repaired,strategy=text_line; direction_not_inferred
4366,2025-03-09,2025-06-01,8,0,2025-06-01,FTM,Fremantle Line,Unknown,FTMUP 20.767km - 21.150km,FTMUP,FTMUP,20.767km - 21.150km,20.767,21.15,25-03-050,20km/h,,,7-Mar-25 Rail Internal Defect,Rail internal defect,TBD,2025-06-01,c412c8a2ff84a764c00271cf52f27d595a140d427b2e139fdc919e0fb5537418,repaired,strategy=text_line; direction_not_inferred
4367,2025-03-09,2025-03-30,4,0,2025-03-30,FTM,Fremantle Line,Unknown,FTMDN 1.578km - 1.775km,FTMDN,FTMDN,1.578km - 1.775km,1.578,1.775,25-03-046,20km/h,,,6-Mar-25 Heat Kick,Track condition,01/04/2025,2025-04-01,3691e74ee41d0cb47676aa7880235eb65f4a1bd07ccd6e73bf74bd5bec27b176,repaired,strategy=text_line; direction_not_inferred
4368,2025-03-09,2025-03-09,1,0,2025-03-09,FTM,Fremantle Line,Unknown,FTM 0.000km - 0.000km,FTM 0.000km - 0.000km,FTM 0.000km - 0.000km,,,,25-02-186,10km/h,,,7-Mar-25 Track Alignment,Track geometry,TBD,2025-03-09,0e9c55384d2248c4942adc1eb69e6ca9754cf6a1e0ae17742f298857db1d8794,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
4369,2025-03-09,2025-06-22,10,0,2025-06-22,FTM,Fremantle Line,Unknown,FTMUP 18.667km - 19.958km,FTMUP,FTMUP,18.667km - 19.958km,18.667,19.958,25-03-048,10km/h,,,7-Mar-25 Track Defect,Track condition,TBD,2025-06-22,e483108cd07861225fbf81301284ffb8e94f67c6bf9c98981153e27654fad345,repaired,strategy=text_line; direction_not_inferred
4370,2025-03-09,2025-03-16,2,0,2025-03-16,FTM,Fremantle Line,Unknown,FTMUP 18.593km - 18.500km,FTMUP,FTMUP,18.593km - 18.500km,18.5,18.593,25-03-049,10km/h,,,7-Mar-25 Track Defect,Track condition,TBD,2025-03-16,d06fa9ca929616e149a8f5484a88dfb6b498bb34b60f9192a915764158c4b2b9,repaired,strategy=text_line; direction_not_inferred
4374,2025-03-09,2026-06-28,12,1,,MTM,Midland Line,Unknown,MTMDN 7.900km - 8.150km,MTMDN,MTMDN,7.900km - 8.150km,7.9,8.15,20-03-125,80km/h,,,27-Mar-20 Turnout,Turnout / points,Permanent TSR,,649c4a85b0063b2bb13631891dad06638b09621029d5af48d02c3dc506f6e865,repaired,strategy=text_line; direction_not_inferred
4377,2025-03-09,2026-06-14,67,0,2026-06-14,MTM,Midland Line,Unknown,MTMUP 0.660km - 0.950km,MTMUP,MTMUP,0.660km - 0.950km,0.66,0.95,25-03-003,60km/h,,,3-Mar-25 Rail Surface Defect,Rail surface defect,TBD,2026-06-14,cf6fd23d9f7616ec739b37d3afe1ddfd46316bb2485917934ec0f59dd4651bba,repaired,strategy=text_line; direction_not_inferred
4392,2025-03-16,2025-12-14,36,0,2025-12-14,FTM,Fremantle Line,Unknown,FTM 0.000km - 0.000km,FTM 0.000km - 0.000km,FTM 0.000km - 0.000km,,,,25-02-186,10km/h,,,28-Feb-25 Track Alignment,Track geometry,TBD,2025-12-14,75534dddf8f5ac2271a27e7f560432a0ee2fec1e06e6e53897acbe86fc9b4ed3,repaired,strategy=text_line; no_numeric_chainage_supplied; direction_not_inferred
4395,2025-03-16,2025-03-16,1,0,2025-03-16,FTM,Fremantle Line,Unknown,FTMDN 14.935km - 16.450km,FTMDN,FTMDN,14.935km - 16.450km,14.935,16.45,25-03-081,40km/h,,,11-Mar-25 Rail Surface Defect,Rail surface defect,TBD,2025-03-16,c0c64732ae4adf1368f949375536a2fe442f821aa225b550920ca44e84a72a8e,repaired,strategy=text_line; direction_not_inferred
4417,2025-03-23,2025-03-30,2,0,2025-03-30,FTM,Fremantle Line,Unknown,FTMUP 1.730km - 1.916km,FTMUP,FTMUP,1.730km - 1.916km,1.73,1.916,25-03-070,20km/h,,,13-Mar-25 Rail Internal Defect,Rail internal defect,10/04/2025,2025-04-10,b8451d3db7b15e72030ae7c497c3224e4d42834525d543bfd0e41c776fbce503,repaired,strategy=text_line; direction_not_inferred
4418,2025-03-23,2025-03-30,2,0,2025-03-30,FTM,Fremantle Line,Unknown,FTMDN 14.935km - 15.035km,FTMDN,FTMDN,14.935km - 15.035km,14.935,15.035,25-03-081,60km/h,,,14-Mar-25 Rail Internal Defect,Rail internal defect,TBD,2025-03-30,424a5a86ab44185f612a2e522bb87e59e6798a27c2088571871db8510aef8f59,repaired,strategy=text_line; direction_not_inferred
4419,2025-03-23,2025-03-23,1,0,2025-03-23,MTM,Midland Line,Unknown,MTMDN 7.900km - 8.180km,MTMDN,MTMDN,7.900km - 8.180km,7.9,8.18,20-03-125,80km/h,,,27-Mar-25 Turnout,Turnout / points,Indefinite,2025-03-23,22f1f14afa205ac3052140c8b20f3df8aa4de480ca90c0e28ba571c5efc3d5ee,repaired,strategy=text_line; direction_not_inferred
4421,2025-03-23,2026-02-08,34,0,2026-02-08,MTM,Midland Line,Unknown,MTMDN 13.591km - 13.695km,MTMDN,MTMDN,13.591km - 13.695km,13.591,13.695,24-09-003,20km/h,,,3-Sep-24 Turnout,Turnout / points,TBD,2026-02-08,9f200cbb384a9b00f2bccf8540b880347bd562b2b6e8545e55d4cfabb11b2598,repaired,strategy=text_line; direction_not_inferred
4431,2025-03-30,2025-03-30,1,0,2025-03-30,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Restriction Cancelled MTMDN 7.900km - 8.150km,Speed Imposed Restriction Cancelled MTMDN,Speed Imposed Restriction Cancelled MTMDN,7.900km - 8.150km,7.9,8.15,20-02-125,80km/h,,,27-Mar-20 Permanent TSR,Other / review required,Indefinite,2025-03-30,3bfca5b87bd6c941da335c7368e20b383394a9c65fa3c73588bd93112de9c5bf,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
4438,2025-03-30,2025-05-11,7,0,2025-05-11,JTM,Joondalup Line,Unknown,JTMDN 19.150km - 20.150km,JTMDN,JTMDN,19.150km - 20.150km,19.15,20.15,21-06-024,80km/h,,,03-Jun-21 Permanent TSR,Other / review required,Indefinite,2025-05-11,8411651de8b5dbe364563d623c0f08b935cca1b72fd9ab7a3faf710cb86f4741,repaired,strategy=text_line; direction_not_inferred
4444,2025-03-30,2025-04-27,5,0,2025-04-27,RTM,Mandurah Line,Unknown,RTMUP 43.332km - 43.472km,RTMUP,RTMUP,43.332km - 43.472km,43.332,43.472,25-02-114,40km/h,,,21-Feb-25 Rail Internal Defect,Rail internal defect,TBD,2025-04-27,307ac37d0a5c544a32afd64f02dc62cdef0b8ccc49c9500bca4a5068663ce922,repaired,strategy=text_line; direction_not_inferred
4445,2025-03-30,2025-03-30,1,0,2025-03-30,RTM,Mandurah Line,Unknown,RTMUP 37.000 - 37.300km,RTMUP,RTMUP,37.000 - 37.300km,37.3,37.3,25-03-148,40km/h,,,25-Mar-25 Track Defect,Track condition,TBD,2025-03-30,33e40ec82f1ea2b6c5b4afa0cca8a0c680852352f5e89519df12cc12d10d34a6,repaired,strategy=text_line; direction_not_inferred
4454,2025-04-06,2026-04-26,42,0,2026-04-26,UNCLASSIFIED,Unclassified,Unknown,Speed Imposed Cancelled Beyond Service 21.012km- 26.000km N/A,Speed Imposed Cancelled Beyond Service,Speed Imposed Cancelled Beyond Service,21.012km- 26.000km N/A,21.012,21.012,,20km/h,,,01-Sep-11 Pedestrian Crossing,Level crossing / pedestrian crossing,Indefinite,2026-04-26,2b85ff0f5c7206e3ba8d98551b7fa7bc4e5eef4470d95573bba269209ee9e7e0,repaired,strategy=text_line; line_not_inferred; direction_not_inferred
4456,2025-04-06,2025-06-29,13,0,2025-06-29,MTM,Midland Line,Unknown,MTMDN 7.900km - 8.150km,MTMDN,MTMDN,7.900km - 8.150km,7.9,8.15,20-02-125,80km/h,,,27-Mar-20 Permanent TSR,Other / review required,Indefinite,2025-06-29,b347f055388be3d3a36b5e1b6b6b6a7074a3481ed2329d65bc70ec7a1b04923e,repaired,strategy=text_line; direction_not_inferred
4473,2025-04-06,2025-10-12,28,0,2025-10-12,RTM,Mandurah Line,Unknown,RTMUP 37.000km - 37.300km,RTMUP,RTMUP,37.000km - 37.300km,37.3,37.3,25-03-148,40km/h,,,25-Mar-25 Platform Gap,Platform / station,TBD,2025-10-12,7faa5512dfe2d9ac67a2b41ff54c76c538c49219ddea41220459a552f224e5ac,repaired,strategy=text_line; direction_not_inferred
4474,2025-04-06,2026-06-28,61,1,,FTM,Fremantle Line,Unknown,FTMUP 6.950km - 7.170km,FTMUP,FTMUP,6.950km - 7.170km,6.95,7.17,24-06-084,40km/h,,,13-Jun-24 Rail Internal Defect,Rail internal defect,TBD,,eb2c82c79b75ae7af27cc219abaf5287f9ce951b0b63447143042b7a479f79ed,repaired,strategy=text_line; direction_not_inferred
