tsr_record_id,tsr_master_id,notice_date,location,line_section,distance_km,stn_no,max_speed,date_imposed,reason,date_cancelled,source_pdf,source_url,source_page,source_row_number
1,1,,,,,,,Sept 2011,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,1
2,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,2
3,2,,,,,,,,design issues,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,3
4,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,4
5,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,5
6,2,,,,,,,,issues,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,6
7,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,7
8,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,8
9,2,,,,,,,,issues,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,9
10,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,10
11,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,11
12,2,,,,,,,,design issues,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,12
13,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,13
14,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,14
15,2,,,,,,,,Up Main,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,15
16,2,,,,,,,,Indefinite,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,16
17,2,,,,,,,,TBC,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,17
18,2,,,,,,,,Up Main,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,18
19,2,,,,,,,,TBC,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,19
20,2,,,,,,,,"Indefinite,",,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,20
21,2,,,,,,,,design non-,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,21
22,2,,,,,,,,compliance,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,22
23,2,,,,,,,,TBC,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,23
24,2,,,,,,,,1112A/1114A,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,24
25,2,,,,,,,,Down Main,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,25
26,2,,,,,,,,TBC,,Weekly Notice No. 31 Week Ending 6 August2022__a9c55c11e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 31 Week Ending 6 August2022.pdf?ver=PGGgocKgc_x_NLrPNbO9GQ%3d%3d,3,26
27,1,,,,,,,Sept 2011,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,1
28,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,2
29,2,,,,,,,,design issues,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,3
30,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,4
31,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,5
32,2,,,,,,,,issues,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,6
33,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,7
34,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,8
35,2,,,,,,,,issues,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,9
36,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,10
37,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,11
38,2,,,,,,,,design issues,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,12
39,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,13
40,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,14
41,2,,,,,,,,Up Main,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,15
42,2,,,,,,,,Indefinite,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,16
43,2,,,,,,,,TBC,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,17
44,2,,,,,,,,Up Main,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,18
45,2,,,,,,,,TBC,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,19
46,2,,,,,,,,"Indefinite,",,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,20
47,2,,,,,,,,design non-,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,21
48,2,,,,,,,,compliance,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,22
49,2,,,,,,,,TBC,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,23
50,2,,,,,,,,1112A/1114A,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,24
51,2,,,,,,,,Down Main,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,25
52,2,,,,,,,,TBC,,Weekly Notice No. 32 Week Ending 13 August2022__48ba0a46a1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2022/8. August/Weekly Notice No. 32 Week Ending 13 August2022.pdf?ver=ZCKKYletffbuwUHRUFlg7Q%3d%3d,3,26
53,53,2018-09-01,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.34 - Week Ending 1st September 2018__67d8835415.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.34 - Week Ending 1st September 2018.pdf?ver=j_wYt-nTRTM%3d,3,1
54,54,2018-09-01,East Perth - Claisebrook,East Perth - Claisebrook,0.250km to 0.600km (Up &,,30km/h,09 February 2018,Rail Defects,,Weekly Notice No.34 - Week Ending 1st September 2018__67d8835415.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.34 - Week Ending 1st September 2018.pdf?ver=j_wYt-nTRTM%3d,3,2
55,55,2018-09-01,East Perth - Fremantle,East Perth - Fremantle,Down Mains) 4.883km to 4.983km (Down,,80km/h,14 February 2018,Rail Defect at 856A Points,,Weekly Notice No.34 - Week Ending 1st September 2018__67d8835415.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.34 - Week Ending 1st September 2018.pdf?ver=j_wYt-nTRTM%3d,3,3
56,53,2018-09-08,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.35 - Week Ending 8th September 2018__547a6a18b7.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.35 - Week Ending 8th September 2018.pdf?ver=SY0veHwImv0sDlvtcn8g6Q%3d%3d,3,1
57,53,2018-09-15,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.36 - Week Ending 15th September 2018__2dd84612cd.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.36 - Week Ending 15th September 2018.pdf?ver=5V4ohC1SH40hxVGwsDtGIA%3d%3d,3,1
58,53,2018-09-22,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.37 - Week Ending 22nd September 2018__1240238870.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.37 - Week Ending 22nd September 2018.pdf?ver=92TgGDfpz0fufUNmsJhCcQ%3d%3d,3,1
59,53,2018-09-29,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.38 - Week Ending 29th September 2018__53ddf02739.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.38 - Week Ending 29th September 2018.pdf?ver=f3vxvm086Ht2CNjyZpiyog%3d%3d,3,1
60,53,2018-10-06,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.39 - Week Ending 6th October 2018__82fd090aca.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.39 - Week Ending 6th October 2018.pdf?ver=HVMkvMIhYie1EOcEA2-feg%3d%3d,3,1
61,53,2018-10-13,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.40 - Week Ending 13th October 2018__60e3f82b67.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.40 - Week Ending 13th October 2018.pdf?ver=mErknZob8i95dRgPzM215g%3d%3d,3,1
62,53,2018-10-20,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No.41 - Week Ending 20th October 2018__de3e59e18c.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No.41 - Week Ending 20th October 2018.pdf?ver=28uY-iJAc6LbAKki1Z_u_g%3d%3d,3,1
63,53,2018-10-27,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No. 42 - Week Ending 27th October 2018__8677288ab7.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No. 42 - Week Ending 27th October 2018.pdf?ver=CcVBg4W9kt-sMg2XPmHz-Q%3d%3d,3,1
64,53,2018-11-03,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No. 43 - Week Ending 3rd November 2018__8db1ef7628.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No. 43 - Week Ending 3rd November 2018.pdf?ver=Oj0AEzzWFb93r81jpnOaSQ%3d%3d,3,1
65,53,2018-11-10,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No 44 - Week Ending 10 Nov 2018__b41f1f5536.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No 44 - Week Ending 10 Nov 2018.pdf?ver=AUCodxlWG1ePVhMRrULNKQ%3d%3d,3,1
66,53,2018-11-17,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No 45 - Week Ending 17 Nov 2018__ae65730f24.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No 45 - Week Ending 17 Nov 2018.pdf?ver=oknnCJZhzpg3kesEWBaiEA%3d%3d,3,1
67,53,2018-11-24,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No 46 - Week Ending 24 Nov 2018__527663a825.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No 46 - Week Ending 24 Nov 2018.pdf?ver=k1oMe2LsVMElekP0s28qZA%3d%3d,3,1
68,53,2018-12-01,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No 47 - Week Ending 1 Dec 2018__3380751555.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No 47 - Week Ending 1 Dec 2018.pdf?ver=bGZMQgPPv-v819bJakIMGw%3d%3d,3,1
69,53,2018-12-08,Fremantle - Robbs Jetty,Fremantle - Robbs Jetty,Section,,30km/h,September 2011,Pedestrian Crossing Review,,Weekly Notice No 48 - Week Ending 8th Dec 2018__66fa1b0079.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2018/Weekly Notice No 48 - Week Ending 8th Dec 2018.pdf?ver=eGcXrxJe6EeAvessjAFv7w%3d%3d,2,1
