tsr_record_id,tsr_master_id,notice_date,location,line_section,distance_km,stn_no,max_speed,date_imposed,reason,date_cancelled,source_pdf,source_url,source_page,source_row_number
5194,2,2024-07-07,,,,,,,20-02-125,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,20
5195,3918,2024-07-07,MTMUP,MTMUP,0.7170km - 1.6250km,,,,Noise Mitigation,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,21
5196,4068,2024-07-07,MTMDN,MTMDN,0.6600km - 1.3000km,,,,Track Geometry,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,22
5197,2,2024-07-07,,,,,,,23-11-181,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,23
5198,3920,2024-07-07,MTMUP,MTMUP,8.1000km - 8.2000km,,,,Turnout,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,24
5199,5064,2024-07-07,MTMDN,MTMDN,13.5940km - 13.6950km,,,,Points Fault,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,25
5200,2,2024-07-07,,,,,,,24-02-217,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,26
5201,5201,2024-07-07,JTMDM,JTMDM,25.8480km - 25.9600km,,,,Turnout,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,27
5202,3930,2024-07-07,JTMDN,JTMDN,19.1500km - 20.1500km,,,,Turnout,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,28
5203,2,2024-07-07,,,,,,,21-06-024,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,29
5204,3932,2024-07-07,JTMUP,JTMUP,19.1500km - 20.1500km,,,,Turnout,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,30
5205,5205,2024-07-07,JTXBI,JTXBI,53.9470km - 54.1120km,,,,Turnout,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,31
5206,2,2024-07-07,,,,,,,24-05-239,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,32
5207,5207,2024-07-07,JTMUP,JTMUP,8.6890km - 8.9890km,,,,Track Geometry,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,33
5208,5208,2024-07-07,ARMUP,ARMUP,19.294km - 19.5070km,,,,Track Geometry,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,34
5209,2,2024-07-07,,,,,,,22-04-139,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,35
5210,5107,2024-07-07,ARMUP,ARMUP,16.8200km - 17.0000km,,,,Track Geometry,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,36
5211,5211,2024-07-07,RTMDN,RTMDN,2.0000km - 2.1000km,,,,Miscellaneous,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,37
5212,2,2024-07-07,,,,,,,24-07-010,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,38
5213,5213,2024-07-07,RTMDN,RTMDN,9.7800km - 9.8800km,,,,Miscellaneous,,Weekly Notice No. 27 Week Commencing 7 July 2024__c587c93f79.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 27 Week Commencing 7 July 2024.pdf?ver=i6zjPuttvEaz7bEjEa43Rg%3d%3d,3,39
5214,2,2024-07-14,,,,,,,STN No.,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,1
5215,2,2024-07-14,,,,,,,Cancelled,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,2
5216,3902,2024-07-14,Beyond Service,Beyond Service,21.012km - 26.000km,,,,Pedestrian Crossing Issue,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,3
5217,2,2024-07-14,,,,,,,Signals,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,4
5218,2,2024-07-14,,,,,,,21-08-024,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,5
5219,2,2024-07-14,,,,,,,40.8740km,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,6
5220,3903,2024-07-14,FTMUP,FTMUP,9.5800KM - 9.5800km,,,,Pedestrian Crossing Issue,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,7
5221,2,2024-07-14,,,,,,,21-02-108,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,8
5222,5049,2024-07-14,FTMUP,FTMUP,14.8800km - 15.2780km,,,05/07/2024,Curve Wear & RCF,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,9
5223,2,2024-07-14,,,,,,,24-01-050,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,10
5224,2,2024-07-14,,,,,,,Damage,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,11
5225,3906,2024-07-14,FTMDN,FTMDN,6.9500km - 7.1700km,,,,Structural Integrity,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,12
5226,3908,2024-07-14,FTMUP,FTMUP,0.1600km - 0.6700km,,,,Structural Integrity,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,13
5227,2,2024-07-14,,,,,,,22-10-158,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,14
5228,3905,2024-07-14,FTMUP,FTMUP,6.9500km - 7.1700km,,,,Structural Integrity,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,15
5229,5190,2024-07-14,FTMDN,FTMDN,1.1900km - 1.0900km,,,,Miscellaneous,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,16
5230,2,2024-07-14,,,,,,,24-06-205,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,17
5231,5123,2024-07-14,MTMDN,MTMDN,7.900km - 8.1500km,,,,Turnout,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,18
5232,3918,2024-07-14,MTMUP,MTMUP,0.7170km - 1.6250km,,,,Noise Mitigation,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,19
5233,2,2024-07-14,,,,,,,21-09-156,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,20
5234,4068,2024-07-14,MTMDN,MTMDN,0.6600km - 1.3000km,,,,Track Geometry,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,21
5235,3920,2024-07-14,MTMUP,MTMUP,8.1000km - 8.2000km,,,,Turnout,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,22
5236,2,2024-07-14,,,,,,,24-01-252,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,23
5237,5064,2024-07-14,MTMDN,MTMDN,13.5940km - 13.6950km,,,,Points Fault,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,24
5238,5201,2024-07-14,JTMDM,JTMDM,25.8480km - 25.9600km,,,,Turnout,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,25
5239,2,2024-07-14,,,,,,,20-04-157,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,26
5240,3930,2024-07-14,JTMDN,JTMDN,19.1500km - 20.1500km,,,,Turnout,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,27
5241,3932,2024-07-14,JTMUP,JTMUP,19.1500km - 20.1500km,,,,Turnout,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,28
5242,2,2024-07-14,,,,,,,22-01-042,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,29
5243,5205,2024-07-14,JTXBI,JTXBI,53.9470km - 54.1120km,,,,Turnout,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,30
5244,5207,2024-07-14,JTMUP,JTMUP,8.6890km - 8.9890km,,,,Track Geometry,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,31
5245,2,2024-07-14,,,,,,,24-03-137,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,32
5246,5208,2024-07-14,ARMUP,ARMUP,19.294km - 19.5070km,,,,Track Geometry,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,33
5247,5107,2024-07-14,ARMUP,ARMUP,16.8200km - 17.0000km,,,,Track Geometry,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,34
5248,2,2024-07-14,,,,,,,21-10-155,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,35
5249,5211,2024-07-14,RTMDN,RTMDN,2.0000km - 2.1000km,,,,Miscellaneous,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,36
5250,5213,2024-07-14,RTMDN,RTMDN,9.7800km - 9.8800km,,,,Miscellaneous,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,37
5251,2,2024-07-14,,,,,,,24-07-011,,Weekly Notice No. 28 Week Commencing 14 July 2024__21ab969e26.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 28 Week Commencing 14 July 2024.pdf?ver=Y3DSEBJc-EW0YeuMUyVcmQ%3d%3d,3,38
5252,2,2024-07-21,,,,,,,STN No.,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,1
5253,2,2024-07-21,,,,,,,Cancelled,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,2
5254,3902,2024-07-21,Beyond Service,Beyond Service,21.012km - 26.000km,,,,Pedestrian Crossing Issue,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,3
5255,2,2024-07-21,,,,,,,Signals,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,4
5256,2,2024-07-21,,,,,,,21-08-024,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,5
5257,2,2024-07-21,,,,,,,40.8740km,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,6
5258,3903,2024-07-21,FTMUP,FTMUP,9.5800KM - 9.5800km,,,,Pedestrian Crossing Issue,,Weekly Notice No. 29 Week Commencing 21 July 2024__48cf10e05d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2024/July/Weekly Notice No. 29 Week Commencing 21 July 2024.pdf?ver=eUBQGiyOabZVxzlgNsEtVA%3d%3d,3,7
