source_pdf_id,notice_date,filename,url,status,tsr_table_count,tsr_row_count,rejected_row_count,artifact_row_count,extraction_strategy,last_error
63,2019-12-21,Weekly Notice No. 51 Week Ending- 21st December 2019__07ea4447a3.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2019/Weekly Notice No. 51 Week Ending- 21st December 2019.pdf?ver=ZKqssL6fOUtRxHO59uC_4w%3d%3d,processed,2,4,0,0,table_lines:2,
64,2019-12-28,Weekly Notice No. 52 Week Ending- 28th December 2019__fb856d2285.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2019/Weekly Notice No. 52 Week Ending- 28th December 2019.pdf?ver=TGEiPh0e6Qyu5mRX06EVpg%3d%3d,processed,2,3,0,0,table_lines:2,
65,2020-01-04,Weekly Notice No. 01 Week Ending- 4th January 2020__0100284bb9.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/1. January 2020/Weekly Notice No. 01 Week Ending- 4th January 2020.pdf?ver=Ehi4dgOFsa2J8g4oxRvpJg%3d%3d,processed,2,3,0,0,table_lines:2,
66,2020-01-11,Weekly Notice No. 02 Week Ending- 11th January 2020__536d0da20a.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/1. January 2020/Weekly Notice No. 02 Week Ending- 11th January 2020.pdf?ver=aE8-x6y82scHdwkrLNDhwg%3d%3d,processed,2,4,0,0,table_lines:2,
67,2020-01-18,Weekly Notice No. 03 Week Ending- 18th January 2020__710033c779.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/1. January 2020/Weekly Notice No. 03 Week Ending- 18th January 2020.pdf?ver=s5aI9VJp4OaX_f37j9p6Gg%3d%3d,processed,2,4,0,0,table_lines:2,
68,2020-01-25,Weekly Notice No. 04 Week Ending 25th January 2020__4939955b5f.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/1. January 2020/Weekly Notice No. 04 Week Ending 25th January 2020.pdf?ver=3dNCsvwocOCWKIrBJQ7H-g%3d%3d,processed,2,4,0,0,table_lines:2,
69,2020-02-01,Weekly Notice No. 05 Week Ending 01 February 2020__2349288a48.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/2. February 2020/Weekly Notice No. 05 Week Ending 01 February 2020.pdf?ver=BRW-KWwIkXrx8aMJSb9o6g%3d%3d,processed,2,6,0,0,table_lines:2,
70,2020-02-08,Weekly Notice No. 06 Week Ending 08 February 2020__6f587d09ac.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/2. February 2020/Weekly Notice No. 06 Week Ending 08 February 2020.pdf?ver=gSjtFw4QkFsCzf0hO5h4Rg%3d%3d,processed,2,6,0,0,table_lines:2,
71,2020-02-15,Weekly Notice No. 07 Week Ending 15th February 2020__a86caf4dd0.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/2. February 2020/Weekly Notice No. 07 Week Ending 15th February 2020.pdf?ver=ZIGN0pAtxRbD4Rt0-5ph9g%3d%3d,processed,2,8,0,0,table_lines:2,
72,2020-02-22,Weekly Notice No. 08 Week Ending 22nd February 2020__fa43709b4f.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/2. February 2020/Weekly Notice No. 08 Week Ending 22nd February 2020.pdf?ver=UXfUOEE6FEyBdILmnryGeA%3d%3d,processed,2,9,0,0,table_lines:2,
73,2020-02-29,Weekly Notice No. 09 Week Ending 29TH February 2020__f94c18d272.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/2. February 2020/Weekly Notice No. 09 Week Ending 29TH February 2020.pdf?ver=D5pj6fYV0nhEpimwdGya9Q%3d%3d,processed,2,9,0,0,table_lines:2,
74,2020-03-07,Weekly Notice No. 10 Week Ending 7TH March 2020__922e0a3eb8.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/3. March 2020/Weekly Notice No. 10 Week Ending 7TH March 2020.pdf?ver=Sw5t_nZ2153rx8o-ICjESw%3d%3d,processed,2,10,0,0,table_lines:2,
75,2020-03-14,Weekly Notice No. 11 Week Ending 14th March 2020__16b4506dc5.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/3. March 2020/Weekly Notice No. 11 Week Ending 14th March 2020.pdf?ver=pdeAp_qj2-mCicLuh85S4g%3d%3d,processed,2,10,0,0,table_lines:2,
76,2020-03-21,Weekly Notice No. 12 Week Ending 21st March 2020__000253c5f5.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/3. March 2020/Weekly Notice No. 12 Week Ending 21st March 2020.pdf?ver=fne8VduLyHxLNDqcLJ6PSw%3d%3d,processed,2,10,0,0,table_lines:2,
77,2020-03-28,Weekly Notice No. 13 Week Ending 28th March 2020__d45407a2fb.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/3. March 2020/Weekly Notice No. 13 Week Ending 28th March 2020.pdf?ver=FAo_VLs-8ftkmI-2_KGv0g%3d%3d,processed,2,11,0,0,table_lines:2,
78,2020-04-04,Weekly Notice No. 14 Week Ending 4th April 2020__2937d21ff6.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/4. April 2020/Weekly Notice No. 14 Week Ending 4th April 2020.pdf?ver=o3h0xxD4z0cDgRR-oOOScA%3d%3d,processed,2,11,0,0,table_lines:2,
79,2020-04-11,Weekly Notice No. 15 Week Ending 11th April 2020__ab94e2b22a.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/4. April 2020/Weekly Notice No. 15 Week Ending 11th April 2020.pdf?ver=_UVxUn2mLrAw9fEH3KhlkQ%3d%3d,processed,2,11,0,0,table_lines:2,
80,2020-04-18,Weekly Notice No. 16 Week Ending 18th April 2020__69e71ac7e7.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/4. April 2020/Weekly Notice No. 16 Week Ending 18th April 2020.pdf?ver=Qq3S-CR9LkogmJj13qQ3nw%3d%3d,processed,2,11,0,0,table_lines:2,
81,2020-04-25,Weekly Notice No. 17 Week Ending 25th April 2020__31c196daeb.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/4. April 2020/Weekly Notice No. 17 Week Ending 25th April 2020.pdf?ver=e187aSH-tZqTUce-qxQCqw%3d%3d,processed,2,10,0,1,table_lines:2,
82,2020-05-02,Weekly Notice No. 18 Week Ending 2nd May 2020__5db0273cba.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/5. May 2020/Weekly Notice No. 18 Week Ending 2nd May 2020.pdf?ver=p7xzA8pvPkLu9xHvmJiehw%3d%3d,processed,2,11,0,0,table_lines:2,
83,2020-05-09,Weekly Notice No. 19 Week Ending 9th May 2020__d6eb26cf3a.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/5. May 2020/Weekly Notice No. 19 Week Ending 9th May 2020.pdf?ver=5OmjrJYqMEYQvT6VEydclg%3d%3d,processed,2,10,0,0,table_lines:2,
84,2020-05-16,Weekly Notice No. 20 Week Ending 16th May 2020__3e9c0a7278.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/5. May 2020/Weekly Notice No. 20 Week Ending 16th May 2020.pdf?ver=P3AKJDM_kQAFrJpBgmsbDA%3d%3d,processed,2,10,0,0,table_lines:2,
85,2020-05-23,Weekly Notice No. 21 Week Ending 23rd May 2020__2cfa0d7986.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/5. May 2020/Weekly Notice No. 21 Week Ending 23rd May 2020.pdf?ver=qrbOtY2-Wsss9qUjf52udw%3d%3d,processed,2,10,0,0,table_lines:2,
86,2020-06-06,Weekly Notice No. 23 Week Ending 6th June 2020__916bd742f3.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/6. June 2020/Weekly Notice No. 23 Week Ending 6th June 2020.pdf?ver=spmTRtAsjEQS9VGnX2qBPw%3d%3d,processed,2,10,0,0,table_lines:2,
87,2020-06-13,Weekly Notice No. 24 Week Ending 13th June 2020__c28571ff94.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/6. June 2020/Weekly Notice No. 24 Week Ending 13th June 2020.pdf?ver=hXbTjm718onULDHVTStIow%3d%3d,processed,2,10,0,0,table_lines:2,
88,2020-06-20,Weekly Notice No. 25 Week Ending 20th June 2020__b886ae2e61.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/6. June 2020/Weekly Notice No. 25 Week Ending 20th June 2020.pdf?ver=u_SR_0F9bgLEGSk2reN5jQ%3d%3d,processed,2,11,0,0,table_lines:2,
89,2020-06-27,Weekly Notice No. 26 Week Ending 27th June 2020__9a020a40d2.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/6. June 2020/Weekly Notice No. 26 Week Ending 27th June 2020.pdf?ver=Nz-gtUw5MIEniPmGTCAITw%3d%3d,processed,2,11,0,0,table_lines:2,
90,2020-07-11,Weekly Notice No. 28 Week Ending 11th July 2020__1e43647e50.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/7. July 2020/Weekly Notice No. 28 Week Ending 11th July 2020.pdf?ver=1HyRAyiujg3zEDqCgA7jTg%3d%3d,processed,2,11,0,0,table_lines:2,
91,2020-07-18,Weekly Notice No. 29 Week Ending 18th July 2020__f676f1168d.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/7. July 2020/Weekly Notice No. 29 Week Ending 18th July 2020.pdf?ver=0AvI9zfenmcyaqOyRb5Jyg%3d%3d,processed,2,11,0,0,table_lines:2,
92,2020-07-25,Weekly Notice No. 30 Week Ending 25th July 2020__dc7ebb7012.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/7. July 2020/Weekly Notice No. 30 Week Ending 25th July 2020.pdf?ver=bC9T1ijMN3V3haKs5UvIhA%3d%3d,processed,2,11,0,0,table_lines:2,
93,2020-08-01,Weekly Notice No. 31 Week Ending 1st August 2020__19517a4e6f.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/8. August 2020/Weekly Notice No. 31 Week Ending 1st August 2020.pdf?ver=HqR6ivSmok-Q2NotIeI7vA%3d%3d,processed,2,11,0,0,table_lines:2,
94,2020-08-08,Weekly Notice No. 32 Week Ending 8th August 2020__84ecf5b58a.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/8. August 2020/Weekly Notice No. 32 Week Ending 8th August 2020.pdf?ver=xjAouwT37yOVAOaebTFP5Q%3d%3d,processed,2,15,4,0,table_lines:1;text_line:1,
95,2020-08-15,Weekly Notice No. 33 Week Ending 15th August 2020__02e963ffba.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/8. August 2020/Weekly Notice No. 33 Week Ending 15th August 2020.pdf?ver=DOnB3sz_GfDYaOCLkiOLxQ%3d%3d,processed,2,13,27,5,table_lines:1;table_text:1,
96,2020-08-22,Weekly Notice No. 34 Week Ending 22nd August 2020__6056665470.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/8. August 2020/Weekly Notice No. 34 Week Ending 22nd August 2020.pdf?ver=WptAIREccPD2DkRfCAhNYg%3d%3d,processed,2,13,26,5,table_lines:1;table_text:1,
97,2020-08-29,Weekly Notice No. 35 Week Ending 29th August 2020__a566412724.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/8. August 2020/Weekly Notice No. 35 Week Ending 29th August 2020.pdf?ver=3B5eYV6adH2AwRpMHCZR8g%3d%3d,processed,2,12,25,5,table_lines:1;table_text:1,
98,2020-09-05,Weekly Notice No. 36 Week Ending 5th September 2020__ed6b57bb10.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/9. September 2020/Weekly Notice No. 36 Week Ending 5th September 2020.pdf?ver=YbwWKJlRNJrOOucYgGs17A%3d%3d,processed,2,12,25,5,table_lines:1;table_text:1,
99,2020-09-12,Weekly Notice No. 37 Week Ending 12th September 2020__8f2c632be4.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/9. September 2020/Weekly Notice No. 37 Week Ending 12th September 2020.pdf?ver=rfh3GGzztduRDeSOGDUOjw%3d%3d,processed,2,11,3,0,table_lines:1;text_line:1,
100,2020-09-19,Weekly Notice No. 38 Week Ending 19th September 2020__28667cc958.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/9. September 2020/Weekly Notice No. 38 Week Ending 19th September 2020.pdf?ver=2BzGDv3AWrpJdMS933psxQ%3d%3d,processed,2,10,3,0,table_lines:1;text_line:1,
101,2020-09-26,Weekly Notice No. 39 Week Ending 26th September 2020__6aa6f7df51.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/9. September 2020/Weekly Notice No. 39 Week Ending 26th September 2020.pdf?ver=dM3_-kjoHz0NpgX1Q8JImw%3d%3d,processed,2,9,3,0,table_lines:1;text_line:1,
102,2020-10-03,Weekly Notice No. 40 Week Ending 3rd October 2020__2f0738adae.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/10. October 2020/Weekly Notice No. 40 Week Ending 3rd October 2020.pdf?ver=_l7arGxelH0eN502vGnQtA%3d%3d,processed,2,9,3,0,table_lines:1;text_line:1,
103,2020-10-10,Weekly Notice No. 41 Week Ending 10th October 2020__29e684333b.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/10. October 2020/Weekly Notice No. 41 Week Ending 10th October 2020.pdf?ver=kEo7j62FsA6UcTjxvi0y2Q%3d%3d,processed,2,8,3,0,table_lines:1;text_line:1,
104,2020-10-17,Weekly Notice No. 42 Week Ending 17th October 2020__e5a954be53.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/10. October 2020/Weekly Notice No. 42 Week Ending 17th October 2020.pdf?ver=nXORS11Xss2aqo9h9C15cA%3d%3d,processed,2,8,3,0,table_lines:1;text_line:1,
105,2020-10-24,Weekly Notice No. 43 Week Ending 24th October 2020__b2cd69336b.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/10. October 2020/Weekly Notice No. 43 Week Ending 24th October 2020.pdf?ver=e1IgOFm53S6AMVpPFBUFoQ%3d%3d,processed,2,8,3,0,table_lines:1;text_line:1,
106,2020-10-31,Weekly Notice No. 44 Week Ending 31st October 2020__30fcf77308.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/10. October 2020/Weekly Notice No. 44 Week Ending 31st October 2020.pdf?ver=7gvUxFhXIo9jetxaHb4Ebg%3d%3d,processed,2,8,3,0,table_lines:1;text_line:1,
107,2020-11-07,Weekly Notice No. 45 Week Ending 7th November 2020__91e2f5470e.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/11. November 2020/Weekly Notice No. 45 Week Ending 7th November 2020.pdf?ver=9HvzjoB3k3DF_JbmfExNAA%3d%3d,processed,2,8,3,0,table_lines:1;text_line:1,
108,2020-11-21,Weekly Notice No. 47 Week Ending 21st November 2020__54de53798f.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/11. November 2020/Weekly Notice No. 47 Week Ending 21st November 2020.pdf?ver=5dz2uXpzCR-Vg4xXpj83wQ%3d%3d,processed,2,10,17,14,table_lines:1;table_text:1,
109,2020-11-28,Weekly Notice No. 48 Week Ending 28th November 2020__d487998949.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/11. November 2020/Weekly Notice No. 48 Week Ending 28th November 2020.pdf?ver=PDEn1hZEMEzwuQdx5Vbhug%3d%3d,processed,2,5,6,0,table_lines:1;text_line:1,
110,2020-12-05,Weekly Notice No. 49 Week Ending 5th December 2020__ce675906b0.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/12. December 2020/Weekly Notice No. 49 Week Ending 5th December 2020.pdf?ver=XPMromTuz4Yob3SiZXsI4g%3d%3d,processed,2,11,0,0,table_lines:1;text_line:1,
111,2020-12-12,Weekly Notice No. 50 Week Ending 12th December 2020__370c789def.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/12. December 2020/Weekly Notice No. 50 Week Ending 12th December 2020.pdf?ver=g9ZmNEl0-tGRIrmKOQlHhw%3d%3d,processed,2,11,0,0,table_lines:1;text_line:1,
112,2020-12-19,Weekly Notice No. 51 Week Ending 19th December 2020__16d720f5ba.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/12. December 2020/Weekly Notice No. 51 Week Ending 19th December 2020.pdf?ver=-ZSu10ibK-kUpzSw3NY04Q%3d%3d,processed,2,13,0,0,table_lines:1;text_line:1,
113,2020-12-26,Weekly Notice No. 52 Week Ending 26th December 2020__32291c5592.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2020/Previous Weekly Notice/12. December 2020/Weekly Notice No. 52 Week Ending 26th December 2020.pdf?ver=pSgMN7BpVGCcHXtpIGG5Eg%3d%3d,processed,2,15,0,0,table_lines:1;text_line:1,
114,2021-01-16,Weekly Notice No. 2 Week Ending 16 January 2021__3df84024ae.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/001 January/Weekly Notice No. 2 Week Ending 16 January 2021.pdf?ver=IcWLx1wuAVnRolGYx6-yGA%3d%3d,processed,2,15,0,0,table_lines:1;text_line:1,
115,2021-01-23,Weekly Notice No. 3 Week Ending 23 January 2021__99b2abbf64.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/001 January/Weekly Notice No. 3 Week Ending 23 January 2021.pdf?ver=_ih3w4gg_skAwAVxlBYrjw%3d%3d,processed,2,17,0,0,table_lines:1;text_line:1,
116,2021-01-30,Weekly Notice No.4 Week Ending 30 January 2021__6e1f82a68f.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/001 January/Weekly Notice No.4 Week Ending 30 January 2021.pdf?ver=fj-N4hK1yCPwEtflw09prg%3d%3d,processed,2,17,0,0,table_lines:1;text_line:1,
117,2021-02-06,Weekly Notice No.5 Week Ending 06 February 2021__5705c253e1.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/002 February/Weekly Notice No.5 Week Ending 06 February 2021.pdf?ver=BZuYooJkOVfqmUaTKYzMdw%3d%3d,processed,2,14,0,0,table_lines:1;text_line:1,
118,2021-02-13,Weekly Notice No.6 Week Ending 13 February 2021__9751428cf0.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/002 February/Weekly Notice No.6 Week Ending 13 February 2021.pdf?ver=jg1guBcY_A9dThdGqaQBvQ%3d%3d,processed,2,14,0,0,table_lines:1;text_line:1,
119,2021-02-20,Weekly Notice No.7 Week Ending 20 February 2021__5259e75d82.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/002 February/Weekly Notice No.7 Week Ending 20 February 2021.pdf?ver=uasHQh1Nl0tQ-MAndzxy7Q%3d%3d,processed,2,14,0,0,table_lines:1;text_line:1,
120,2021-02-27,Weekly Notice No.8 Week Ending 27 February 2021__50d93cb5b3.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/002 February/Weekly Notice No.8 Week Ending 27 February 2021.pdf?ver=_KzyHHTIpmNzCS3dhtW4_w%3d%3d,processed,2,14,0,0,table_lines:1;text_line:1,
121,2021-03-06,Weekly Notice No.9 Week Ending 6th March 2021__cc3c0bf210.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/003 March/Weekly Notice No.9 Week Ending 6th March 2021.pdf?ver=x3oPy-tVCZHRdkghlYa1Ew%3d%3d,missing,0,0,0,0,,Unable to download PDF. Last error: 404 Not Found: https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working%20with%20PTA/Safety%20resources/Weekly%20Notices/Previous%20Years/2021/Previous%20Weekly%20Notice/003%20March/Weekly%20Notice%20No.9%20Week%20Ending%206th%20March%202021.pdf
122,2021-03-13,Weekly Notice No.10 Week Ending 13th March 2021__f9b75861bc.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/003 March/Weekly Notice No.10 Week Ending 13th March 2021.pdf?ver=hcuAe1BGeqzB6VBumKPU5A%3d%3d,missing,0,0,0,0,,Unable to download PDF. Last error: 404 Not Found: https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working%20with%20PTA/Safety%20resources/Weekly%20Notices/Previous%20Years/2021/Previous%20Weekly%20Notice/003%20March/Weekly%20Notice%20No.10%20Week%20Ending%2013th%20March%202021.pdf
123,2021-03-20,Weekly Notice No.11 Week Ending 20th March 2021__f5c7b6ab41.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/003 March/Weekly Notice No.11 Week Ending 20th March 2021.pdf?ver=12NRXptO-w-KV2gEQXvTMQ%3d%3d,missing,0,0,0,0,,Unable to download PDF. Last error: 404 Not Found: https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working%20with%20PTA/Safety%20resources/Weekly%20Notices/Previous%20Years/2021/Previous%20Weekly%20Notice/003%20March/Weekly%20Notice%20No.11%20Week%20Ending%2020th%20March%202021.pdf
124,2021-03-27,Weekly Notice No.12 Week Ending 27th March 2021__ab1ffab4a4.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/003 March/Weekly Notice No.12 Week Ending 27th March 2021.pdf?ver=hpHxBsrxf5xdkUUcwDNlhQ%3d%3d,missing,0,0,0,0,,Unable to download PDF. Last error: 404 Not Found: https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working%20with%20PTA/Safety%20resources/Weekly%20Notices/Previous%20Years/2021/Previous%20Weekly%20Notice/003%20March/Weekly%20Notice%20No.12%20Week%20Ending%2027th%20March%202021.pdf
125,2021-04-06,Weekly Notice No.13 Week Ending 6th April 2021__d3f430c6f7.pdf,https://www.pta.wa.gov.au/Portals/15/AA_DOCUMENTS/About_us/Working with PTA/Safety resources/Weekly Notices/Previous Years/2021/Previous Weekly Notice/004 April/Weekly Notice No.13 Week Ending 6th April 2021.pdf?ver=QTFZ0ZZqeDhrlo1kAR5h3Q%3d%3d,processed,2,18,0,0,table_lines:1;text_line:1,
